,案號,法官
92,"KSDM,102,交簡,5479,20140127,1","

王令冠"
93,"KSDM,102,交簡,5485,20140102,1","

何一宏"
94,"KSDM,102,交簡,5487,20140113,1","

鄭伊倫"
95,"KSDM,102,交簡,5494,20140107,1","

何一宏"
96,"KSDM,102,交簡,5496,20140127,1","

王令冠"
97,"KSDM,102,交簡,5498,20140108,1","

鄭伊倫"
98,"KSDM,102,交簡,5502,20140102,1","

張雅文"
99,"KSDM,102,交簡,5505,20140115,1","

何一宏"
100,"KSDM,102,交簡,5510,20140106,1","

鄭伊倫"
101,"KSDM,102,交簡,5516,20140127,1","

王令冠"
102,"KSDM,102,交簡,5518,20140106,1","

鄭伊倫"
103,"KSDM,102,交簡,5519,20140107,1","

何一宏"
104,"KSDM,102,交簡,5525,20140107,1","

何一宏"
105,"KSDM,102,交簡,5529,20140127,1","

王令冠"
106,"KSDM,103,交簡,104,20140107,1","

莊珮吟"
107,"KSDM,103,交簡,105,20140109,1","

張雅文"
108,"KSDM,103,交簡,109,20140113,1","

鄭伊倫"
109,"KSDM,103,交簡,112,20140107,1","

柯盛益"
110,"KSDM,103,交簡,114,20140108,1","

孫沅孝"
111,"KSDM,103,交簡,115,20140113,1","

鄭伊倫"
112,"KSDM,103,交簡,116,20140107,1","

張雅文 (Judge Chang Ya-Wen)"
113,"KSDM,103,交簡,120,20140108,1","

孫沅孝"
114,"KSDM,103,交簡,122,20140107,1","

張雅文"
115,"KSDM,103,交簡,125,20140108,1","

孫沅孝"
116,"KSDM,103,交簡,127,20140108,1","

孫沅孝"
117,"KSDM,103,交簡,129,20140115,1","

何一宏"
118,"KSDM,103,交簡,13,20140106,1","

孫沅孝"
119,"KSDM,103,交簡,131,20140114,1","

何一宏"
120,"KSDM,103,交簡,134,20140113,1","

鄭伊倫"
121,"KSDM,103,交簡,135,20140113,1","

鄭伊倫"
122,"KSDM,103,交簡,138,20140122,1","

何一宏"
123,"KSDM,103,交簡,139,20140107,1","

柯盛益"
124,"KSDM,103,交簡,15,20140127,1","

王令冠"
125,"KSDM,103,交簡,153,20140113,1","

孫沅孝"
126,"KSDM,103,交簡,157,20140113,1","

孫沅孝"
127,"KSDM,103,交簡,159,20140123,1","

蔡牧玨"
128,"KSDM,103,交簡,16,20140127,1","

王令冠"
129,"KSDM,103,交簡,160,20140106,1","

莊珮吟"
130,"KSDM,103,交簡,166,20140127,1","

孫沅孝"
131,"KSDM,103,交簡,168,20140113,1","

鄭伊倫"
132,"KSDM,103,交簡,169,20140113,1","

孫沅孝"
133,"KSDM,103,交簡,17,20140107,1","

何一宏"
134,"KSDM,103,交簡,170,20140113,1","

鄭伊倫"
135,"KSDM,103,交簡,174,20140120,1","

何一宏"
136,"KSDM,103,交簡,178,20140117,1","

莊珮吟"
137,"KSDM,103,交簡,18,20140113,1","

孫沅孝"
138,"KSDM,103,交簡,182,20140109,1","

柯盛益"
139,"KSDM,103,交簡,183,20140113,1","

孫沅孝"
140,"KSDM,103,交簡,187,20140114,1","

何一宏"
141,"KSDM,103,交簡,188,20140114,1","

何一宏"
142,"KSDM,103,交簡,189,20140123,1","

鄭伊倫"
143,"KSDM,103,交簡,19,20140113,1","

鄭伊倫"
144,"KSDM,103,交簡,192,20140113,1","

孫沅孝"
145,"KSDM,103,交簡,193,20140113,1","

孫沅孝"
146,"KSDM,103,交簡,194,20140120,1","

何一宏"
147,"KSDM,103,交簡,195,20140121,1","

孫沅孝"
148,"KSDM,103,交簡,196,20140116,1","

蔡牧玨"
149,"KSDM,103,交簡,197,20140113,1","

柯盛益"
150,"KSDM,103,交簡,198,20140123,1","

鄭伊倫"
151,"KSDM,103,交簡,201,20140114,1","

張雅文"
152,"KSDM,103,交簡,202,20140129,1","

李璧君"
153,"KSDM,103,交簡,203,20140129,1","

李璧君"
154,"KSDM,103,交簡,21,20140114,1","

何一宏"
155,"KSDM,103,交簡,210,20140123,1","

鄭伊倫"
156,"KSDM,103,交簡,211,20140123,1","

鄭伊倫"
157,"KSDM,103,交簡,212,20140114,1","

何一宏"
158,"KSDM,103,交簡,214,20140113,1","

孫沅孝"
159,"KSDM,103,交簡,222,20140110,1","

柯盛益"
160,"KSDM,103,交簡,223,20140110,1","

柯盛益"
161,"KSDM,103,交簡,233,20140121,1","

孫沅孝"
162,"KSDM,103,交簡,235,20140117,1","

莊珮吟"
163,"KSDM,103,交簡,236,20140115,1","

孫沅孝"
164,"KSDM,103,交簡,240,20140123,1","

何一宏"
165,"KSDM,103,交簡,242,20140114,1","

張雅文"
166,"KSDM,103,交簡,245,20140123,1","

鄭伊倫"
167,"KSDM,103,交簡,249,20140115,1","

孫沅孝"
168,"KSDM,103,交簡,25,20140107,1","

何一宏"
169,"KSDM,103,交簡,250,20140120,1","

何一宏"
170,"KSDM,103,交簡,253,20140116,1","

蔡牧玨"
171,"KSDM,103,交簡,256,20140115,1","

張雅文"
172,"KSDM,103,交簡,257,20140123,1","

鄭伊倫"
173,"KSDM,103,交簡,26,20140114,1","

張雅文"
174,"KSDM,103,交簡,260,20140113,1","

孫沅孝"
175,"KSDM,103,交簡,267,20140116,1","

林柏壽"
176,"KSDM,103,交簡,27,20140120,1","

蔡牧玨"
177,"KSDM,103,交簡,271,20140127,1","

鄭伊倫"
178,"KSDM,103,交簡,272,20140123,1","

何一宏"
179,"KSDM,103,交簡,273,20140115,1","

柯盛益"
180,"KSDM,103,交簡,278,20140120,1","

柯盛益"
181,"KSDM,103,交簡,281,20140121,1","

張雅文"
182,"KSDM,103,交簡,287,20140121,1","

孫沅孝"
183,"KSDM,103,交簡,288,20140121,1","

孫沅孝"
184,"KSDM,103,交簡,290,20140122,1","

孫沅孝"
185,"KSDM,103,交簡,292,20140120,1","

何一宏"
186,"KSDM,103,交簡,295,20140120,1","

何一宏"
187,"KSDM,103,交簡,298,20140117,1","

莊珮吟"
188,"KSDM,103,交簡,299,20140115,1","

謝文嵐"
189,"KSDM,103,交簡,3,20140113,1","

鄭伊倫"
190,"KSDM,103,交簡,30,20140106,1","

孫沅孝"
191,"KSDM,103,交簡,305,20140121,1","

孫沅孝"
192,"KSDM,103,交簡,309,20140127,1","

鄭伊倫"
193,"KSDM,103,交簡,313,20140121,1","

孫沅孝"
194,"KSDM,103,交簡,320,20140124,1","

張雅文"
195,"KSDM,103,交簡,324,20140115,1","

謝文嵐"
196,"KSDM,103,交簡,325,20140115,1","

謝文嵐"
197,"KSDM,103,交簡,326,20140121,1","

孫沅孝"
198,"KSDM,103,交簡,33,20140113,1","

鄭伊倫"
199,"KSDM,103,交簡,330,20140120,1","

蔡牧玨"
200,"KSDM,103,交簡,34,20140113,1","

鄭伊倫"
201,"KSDM,103,交簡,340,20140127,1","

鄭伊倫"
202,"KSDM,103,交簡,343,20140122,1","

孫沅孝"
203,"KSDM,103,交簡,344,20140120,1","

蔡牧玨"
204,"KSDM,103,交簡,346,20140123,1","

鄭伊倫"
205,"KSDM,103,交簡,348,20140122,1","

何一宏"
206,"KSDM,103,交簡,35,20140122,1","

何一宏"
207,"KSDM,103,交簡,352,20140121,1","

蔡牧玨"
208,"KSDM,103,交簡,353,20140122,1","

孫沅孝"
209,"KSDM,103,交簡,354,20140127,1","

孫沅孝"
210,"KSDM,103,交簡,357,20140123,1","

何一宏"
211,"KSDM,103,交簡,358,20140123,1","

何一宏"
212,"KSDM,103,交簡,364,20140122,1","

柯盛益"
213,"KSDM,103,交簡,365,20140123,1","

何一宏"
214,"KSDM,103,交簡,371,20140121,1","

蔡牧玨"
215,"KSDM,103,交簡,372,20140121,1","

蔡牧玨"
216,"KSDM,103,交簡,377,20140117,1","

莊珮吟"
217,"KSDM,103,交簡,380,20140123,1","

柯盛益"
218,"KSDM,103,交簡,382,20140122,1","

孫沅孝"
219,"KSDM,103,交簡,385,20140124,1","

何一宏"
220,"KSDM,103,交簡,389,20140127,1","

孫沅孝"
221,"KSDM,103,交簡,393,20140123,1","

何一宏"
222,"KSDM,103,交簡,395,20140127,1","

孫沅孝"
223,"KSDM,103,交簡,398,20140123,1","

何一宏"
224,"KSDM,103,交簡,408,20140127,1","

蔡牧玨"
225,"KSDM,103,交簡,409,20140124,1","

何一宏"
226,"KSDM,103,交簡,41,20140106,1","

孫沅孝"
227,"KSDM,103,交簡,412,20140128,1","

孫沅孝"
228,"KSDM,103,交簡,416,20140128,1","

柯盛益"
229,"KSDM,103,交簡,417,20140127,1","

孫沅孝"
230,"KSDM,103,交簡,428,20140127,1","

何一宏"
231,"KSDM,103,交簡,434,20140128,1","

何一宏"
232,"KSDM,103,交簡,44,20140114,1","

何一宏"
233,"KSDM,103,交簡,440,20140128,1","

孫沅孝"
234,"KSDM,103,交簡,441,20140127,1","

孫沅孝"
235,"KSDM,103,交簡,45,20140127,1","

王令冠"
236,"KSDM,103,交簡,452,20140124,1","

蔡牧玨"
237,"KSDM,103,交簡,453,20140128,1","

張雅文"
238,"KSDM,103,交簡,454,20140128,1","

孫沅孝"
239,"KSDM,103,交簡,458,20140128,1","

孫沅孝"
240,"KSDM,103,交簡,46,20140107,1","

柯盛益"
241,"KSDM,103,交簡,460,20140129,1","

蔡牧玨"
242,"KSDM,103,交簡,465,20140128,1","

孫沅孝"
243,"KSDM,103,交簡,467,20140128,1","

孫沅孝"
244,"KSDM,103,交簡,47,20140113,1","

孫沅孝"
245,"KSDM,103,交簡,475,20140128,1","

孫沅孝"
246,"KSDM,103,交簡,478,20140128,1","

蔡牧玨"
247,"KSDM,103,交簡,479,20140128,1","

何一宏"
248,"KSDM,103,交簡,48,20140120,1","

何一宏"
249,"KSDM,103,交簡,482,20140128,1","

何一宏"
250,"KSDM,103,交簡,484,20140128,1","

何一宏"
251,"KSDM,103,交簡,488,20140128,1","

柯盛益"
252,"KSDM,103,交簡,49,20140113,1","

鄭伊倫"
253,"KSDM,103,交簡,490,20140128,1","

蔡牧玨"
254,"KSDM,103,交簡,493,20140128,1","

何一宏"
255,"KSDM,103,交簡,5,20140109,1","

葉育宏"
256,"KSDM,103,交簡,502,20140129,1","

孫沅孝"
257,"KSDM,103,交簡,504,20140129,1","

蔡牧玨"
258,"KSDM,103,交簡,51,20140107,1","

柯盛益"
259,"KSDM,103,交簡,513,20140128,1","

孫沅孝"
260,"KSDM,103,交簡,52,20140113,1","

鄭伊倫"
261,"KSDM,103,交簡,526,20140128,1","

孫沅孝"
262,"KSDM,103,交簡,537,20140129,1","

孫沅孝"
263,"KSDM,103,交簡,54,20140113,1","

孫沅孝"
264,"KSDM,103,交簡,55,20140115,1","

何一宏"
265,"KSDM,103,交簡,56,20140127,1","

王令冠"
266,"KSDM,103,交簡,57,20140114,1","

何一宏"
267,"KSDM,103,交簡,62,20140123,1","

何一宏"
268,"KSDM,103,交簡,65,20140107,1","

何一宏"
269,"KSDM,103,交簡,66,20140106,1","

孫沅孝"
270,"KSDM,103,交簡,73,20140106,1","

孫沅孝"
271,"KSDM,103,交簡,79,20140113,1","

孫沅孝"
272,"KSDM,103,交簡,80,20140113,1","

鄭伊倫"
273,"KSDM,103,交簡,85,20140113,1","

蔡牧玨"
274,"KSDM,103,交簡,86,20140108,1","

孫沅孝"
275,"KSDM,103,交簡,88,20140106,1","

孫沅孝"
276,"KSDM,103,交簡,9,20140113,1","

鄭伊倫"
277,"KSDM,103,交簡,90,20140120,1","

何一宏"
278,"KSDM,103,交簡,91,20140123,1","

何一宏"
279,"KSDM,103,交簡,93,20140107,1","

柯盛益"
280,"KSDM,103,交簡,98,20140114,1","

張雅文 (Judge Chang Ya-wen)"
281,"MLDM,102,苗交簡,1468,20140116,1","

羅貞元"
282,"MLDM,102,苗交簡,1505,20140102,1","

陳文貴"
283,"MLDM,102,苗交簡,1524,20140102,1","

陳文貴"
284,"MLDM,102,苗交簡,1526,20140102,1","

陳文貴"
285,"MLDM,103,苗交簡,60,20140127,1","

江振源"
286,"PCDM,102,交簡,7144,20140103,1","

胡堅勤"
287,"PCDM,102,審交簡,123,20140108,1","

藍海凝"
288,"PCDM,103,交簡,198,20140115,1","

胡堅勤"
289,"PCDM,103,交簡,257,20140114,1","

黎錦福"
290,"PCDM,103,交簡,265,20140115,1","

洪振峰"
291,"PCDM,103,交簡,284,20140120,1","

洪振峰"
292,"PCDM,103,交簡,331,20140122,1","

高玉舜"
293,"PCDM,103,交簡,461,20140127,1","

洪振峰"
294,"PCDM,103,交簡,472,20140127,1","

黎錦福"
295,"PCDM,103,交簡,64,20140108,1","

胡堅勤"
296,"PCDM,103,審交簡,31,20140127,1","

鄭凱文"
297,"PKEM,102,港交簡,174,20140108,1","

黃偉銘"
298,"PKEM,102,港交簡,178,20140124,1","

黃偉銘"
299,"PKEM,102,港交簡,179,20140117,1","

張淵森"
300,"PKEM,103,港交簡,4,20140123,1","

王子榮"
301,"PKEM,103,港交簡,5,20140127,1","

黃偉銘"
302,"PTDM,103,交簡,35,20140121,1","

陳秀慧"
303,"SCDM,102,竹交簡,1022,20140120,1","

莊仁杰"
304,"SCDM,102,竹交簡,1038,20140120,1","

莊仁杰"
305,"SCDM,102,竹交簡,1039,20140109,1","

王碩禧"
306,"SCDM,102,竹交簡,1053,20140123,1","

莊仁杰"
307,"SCDM,103,竹交簡,29,20140114,1","

王碩禧"
308,"SCDM,103,竹交簡,41,20140107,1","

郭哲宏"
309,"SCDM,103,竹交簡,53,20140110,1","

郭哲宏"
310,"SCDM,103,竹交簡,54,20140129,1","

莊仁杰"
311,"SCDM,103,竹交簡,67,20140124,1","

王碩禧"
312,"SCDM,103,竹交簡,91,20140128,1","

王碩禧"
313,"SCDM,103,竹交簡,92,20140129,1","

莊仁杰"
314,"SDEM,103,沙交簡,13,20140129,1","

林芳如"
315,"SDEM,103,沙交簡,3,20140103,1","

劉國賓"
316,"SDEM,103,沙交簡,36,20140106,1","

劉國賓"
317,"SDEM,103,沙交簡,37,20140129,1","

林芳如"
318,"SDEM,103,沙交簡,43,20140129,1","

林芳如"
319,"SDEM,103,沙交簡,64,20140129,1","

林芳如"
320,"SDEM,103,沙交簡,67,20140129,1","

林芳如"
321,"SDEM,103,沙交簡,82,20140115,1","

劉國賓"
322,"SLEM,103,士交簡,102,20140123,1","

張嘉芬"
323,"SLEM,103,士交簡,113,20140123,1","

張嘉芬"
324,"SLEM,103,士交簡,116,20140123,1","

張嘉芬"
325,"SLEM,103,士交簡,122,20140123,1","

張嘉芬"
326,"SLEM,103,士交簡,124,20140123,1","

張嘉芬"
327,"SLEM,103,士交簡,131,20140123,1","

張嘉芬"
328,"SLEM,103,士交簡,132,20140123,1","

張嘉芬"
329,"SLEM,103,士交簡,134,20140128,1","

張嘉芬"
330,"SLEM,103,士交簡,141,20140128,1","

張嘉芬"
331,"SLEM,103,士交簡,149,20140128,1","

張嘉芬"
332,"SLEM,103,士交簡,15,20140109,1","

張嘉芬"
333,"SLEM,103,士交簡,154,20140128,1","

張嘉芬"
334,"SLEM,103,士交簡,156,20140128,1","

張嘉芬"
335,"SLEM,103,士交簡,165,20140128,1","

張嘉芬"
336,"SLEM,103,士交簡,168,20140128,1","

張嘉芬"
337,"SLEM,103,士交簡,175,20140129,1","

張嘉芬"
338,"SLEM,103,士交簡,18,20140109,1","

張嘉芬"
339,"SLEM,103,士交簡,182,20140129,1","

張嘉芬"
340,"SLEM,103,士交簡,184,20140129,1","

張嘉芬"
341,"SLEM,103,士交簡,187,20140129,1","

張嘉芬"
342,"SLEM,103,士交簡,196,20140129,1","

張嘉芬"
343,"SLEM,103,士交簡,199,20140129,1","

張嘉芬"
344,"SLEM,103,士交簡,202,20140129,1","

張嘉芬"
345,"SLEM,103,士交簡,203,20140129,1","

張嘉芬"
346,"SLEM,103,士交簡,204,20140129,1","

張嘉芬"
347,"SLEM,103,士交簡,214,20140129,1","

張嘉芬"
348,"SLEM,103,士交簡,217,20140129,1","

張嘉芬"
349,"SLEM,103,士交簡,22,20140109,1","

張嘉芬"
350,"SLEM,103,士交簡,227,20140129,1","

張嘉芬"
351,"SLEM,103,士交簡,229,20140129,1","

張嘉芬"
352,"SLEM,103,士交簡,24,20140109,1","

張嘉芬"
353,"SLEM,103,士交簡,26,20140109,1","

張嘉芬"
354,"SLEM,103,士交簡,36,20140116,1","

張嘉芬"
355,"SLEM,103,士交簡,37,20140116,1","

張嘉芬"
356,"SLEM,103,士交簡,42,20140116,1","

張嘉芬"
357,"SLEM,103,士交簡,43,20140116,1","

張嘉芬"
358,"SLEM,103,士交簡,52,20140116,1","

張嘉芬"
359,"SLEM,103,士交簡,53,20140116,1","

張嘉芬"
360,"SLEM,103,士交簡,62,20140120,1","

張嘉芬"
361,"SLEM,103,士交簡,63,20140120,1","

張嘉芬"
362,"SLEM,103,士交簡,72,20140120,1","

張嘉芬"
363,"SLEM,103,士交簡,73,20140120,1","

張嘉芬"
364,"SLEM,103,士交簡,8,20140109,1","

張嘉芬"
365,"SLEM,103,士交簡,80,20140120,1","

張嘉芬"
366,"SLEM,103,士交簡,84,20140120,1","

張嘉芬"
367,"SLEM,103,士交簡,85,20140120,1","

張嘉芬"
368,"SLEM,103,士交簡,88,20140120,1","

張嘉芬"
369,"TCDM,102,中交簡,2908,20140128,1","

陳怡君"
370,"TCDM,102,中交簡,2922,20140102,1","

黃司熒"
371,"TCDM,103,中交簡,104,20140120,1","

吳昀儒"
372,"TCDM,103,中交簡,118,20140128,1","

陳怡君"
373,"TCDM,103,中交簡,119,20140121,1","

許冰芬"
374,"TCDM,103,中交簡,134,20140128,1","

黃司熒"
375,"TCDM,103,中交簡,154,20140129,1","

陳怡君"
376,"TCDM,103,中交簡,185,20140123,1","

蔡美華"
377,"TCDM,103,中交簡,188,20140124,1","

王怡菁"
378,"TCDM,103,中交簡,19,20140106,1","

鄭舜元"
379,"TCDM,103,中交簡,192,20140123,1","

王品惠"
380,"TCDM,103,中交簡,194,20140127,1","

孫藝娜"
381,"TCDM,103,中交簡,20,20140109,1","

黃綵君"
382,"TCDM,103,中交簡,205,20140124,1","

蔡美華"
383,"TCDM,103,中交簡,231,20140124,1","

王怡菁"
384,"TCDM,103,中交簡,33,20140109,1","

王品惠"
385,"TCDM,103,中交簡,44,20140121,1","

王怡菁"
386,"TCDM,103,中交簡,45,20140128,1","

陳怡君"
387,"TCDM,103,中交簡,59,20140114,1","

張文俊"
388,"TCDM,103,中交簡,62,20140117,1","

李宜璇"
389,"TCDM,103,中交簡,7,20140103,1","

蔡美華"
390,"TCDM,103,中交簡,77,20140121,1","

王怡菁"
391,"TCDM,103,中交簡,80,20140129,1","

李蓓"
392,"TCDM,103,中交簡,84,20140128,1","

簡璽容"
393,"TCDM,103,中交簡,91,20140115,1","

蔡美華"
394,"TCDM,103,交簡,1,20140106,1","

林士傑"
395,"TCDM,103,交簡,12,20140121,1","

王怡菁"
396,"TCDM,103,交簡,13,20140121,1","

王怡菁"
397,"TCDM,103,交簡,29,20140129,1","

林秉暉"
398,"TCDM,103,交簡,32,20140120,1","

楊忠城"
399,"TCDM,103,交簡,4,20140124,1","

蕭一弘"
400,"TCDM,103,交簡,49,20140129,1","

林秉暉"
401,"TCDM,103,交簡,5,20140124,1","

蕭一弘"
402,"TCDM,103,交簡,6,20140128,1","

陳怡君"
403,"TCDM,103,交簡,60,20140129,1","

林秉暉"
404,"TLEM,102,六交簡,271,20140114,1","

陳定國"
405,"TNDM,102,交簡,3493,20140128,1","

張玉萱"
406,"TNDM,102,交簡,4149,20140102,1","

曾子珍"
407,"TNDM,102,交簡,4196,20140124,1","

朱中和"
408,"TNDM,102,交簡,4252,20140110,1","

曾子珍"
409,"TNDM,103,交簡,100,20140113,1","

鄭彩鳳"
410,"TNDM,103,交簡,101,20140110,1","

李音儀"
411,"TNDM,103,交簡,105,20140110,1","

李音儀"
412,"TNDM,103,交簡,128,20140109,1","

高俊珊"
413,"TNDM,103,交簡,129,20140116,1","

羅郁棣"
414,"TNDM,103,交簡,130,20140114,1","

游育倫"
415,"TNDM,103,交簡,152,20140115,1","

吳坤芳"
416,"TNDM,103,交簡,154,20140129,1","

黃堯讚"
417,"TNDM,103,交簡,159,20140115,1","

鄭彩鳳"
418,"TNDM,103,交簡,16,20140115,1","

彭喜有"
419,"TNDM,103,交簡,161,20140114,1","

高俊珊"
420,"TNDM,103,交簡,18,20140108,1","

李音儀"
421,"TNDM,103,交簡,183,20140115,1","

程克琳"
422,"TNDM,103,交簡,185,20140117,1","

游育倫"
423,"TNDM,103,交簡,188,20140121,1","

鄭彩鳳"
424,"TNDM,103,交簡,189,20140129,1","

高俊珊"
425,"TNDM,103,交簡,193,20140122,1","

吳坤芳"
426,"TNDM,103,交簡,2,20140106,1","

張玉萱"
427,"TNDM,103,交簡,200,20140128,1","

曾子珍"
428,"TNDM,103,交簡,203,20140121,1","

羅郁棣"
429,"TNDM,103,交簡,21,20140109,1","

李音儀"
430,"TNDM,103,交簡,219,20140127,1","

游育倫"
431,"TNDM,103,交簡,22,20140127,1","

朱中和"
432,"TNDM,103,交簡,220,20140128,1","

曾子珍"
433,"TNDM,103,交簡,243,20140128,1","

彭喜有"
434,"TNDM,103,交簡,244,20140128,1","

李音儀"
435,"TNDM,103,交簡,245,20140129,1","

高俊珊"
436,"TNDM,103,交簡,249,20140127,1","

游育倫"
437,"TNDM,103,交簡,26,20140114,1","

游育倫"
438,"TNDM,103,交簡,262,20140128,1","

曾子珍"
439,"TNDM,103,交簡,29,20140106,1","

羅郁棣"
440,"TNDM,103,交簡,30,20140115,1","

吳坤芳"
441,"TNDM,103,交簡,301,20140129,1","

張玉萱"
442,"TNDM,103,交簡,39,20140107,1","

鄭彩鳳"
443,"TNDM,103,交簡,47,20140107,1","

高俊珊"
444,"TNDM,103,交簡,50,20140114,1","

游育倫"
445,"TNDM,103,交簡,62,20140109,1","

高俊珊"
446,"TNDM,103,交簡,67,20140115,1","

吳坤芳"
447,"TNDM,103,交簡,69,20140117,1","

曾子珍"
448,"TNDM,103,交簡,76,20140108,1","

鄭彩鳳"
449,"TPDM,102,交簡,2308,20140103,1","

吳承學"
450,"TPDM,102,交簡,2337,20140104,1","

吳承學"
451,"TPDM,102,交簡,2356,20140107,1","

吳承學"
