,案號,法官
41,"CTDM,109,交簡,3137,20210112,1","

黃三友"
42,"CTDM,109,交簡,3140,20210106,1","

廖華君"
43,"CTDM,110,交簡,116,20210129,1","

廖華君"
44,"CTDM,110,交簡,25,20210111,1","

廖華君"
45,"CTDM,110,交簡,26,20210112,1","

陳箐"
46,"CTDM,110,交簡,29,20210119,1","

廖華君"
47,"CTDM,110,交簡,47,20210125,1","

張瑋珍"
48,"CTDM,110,交簡,6,20210106,1","

廖華君"
49,"CTDM,110,交簡,62,20210122,1","

陳箐"
50,"CTDM,110,交簡,63,20210122,1","

陳箐"
51,"CTDM,110,交簡,7,20210112,1","

廖華君"
52,"CTDM,110,交簡,70,20210126,1","

廖華君"
53,"CTDM,110,交簡,86,20210127,1","

廖華君"
54,"CTDM,110,交簡,9,20210111,1","

陳箐"
55,"CTDM,110,交簡,94,20210127,1","

陳箐"
56,"CYDM,110,嘉交簡,10,20210112,1","

張佐榕"
57,"CYDM,110,嘉交簡,22,20210127,1","

凃啟夫"
58,"CYDM,110,嘉交簡,26,20210127,1","

凃啟夫"
59,"CYDM,110,嘉交簡,39,20210118,1","

沈芳伃"
60,"CYDM,110,嘉交簡,48,20210127,1","

凃啟夫"
61,"CYDM,110,嘉交簡,49,20210120,1","

沈芳伃"
62,"CYDM,110,嘉交簡,5,20210112,1","

張佐榕"
63,"CYDM,110,嘉交簡,59,20210115,1","

王品惠"
64,"CYDM,110,嘉交簡,61,20210115,1","

王品惠"
65,"CYDM,110,嘉交簡,63,20210120,1","

張佐榕"
66,"CYDM,110,嘉交簡,71,20210121,1","

張佐榕"
67,"CYDM,110,嘉交簡,75,20210126,1","

謝其達"
68,"CYDM,110,嘉交簡,8,20210114,1","

沈芳伃"
69,"CYDM,110,嘉交簡,84,20210128,1","

沈芳伃"
70,"CYDM,110,嘉交簡,85,20210129,1","

法官：凃啟夫"
71,"CYDM,110,嘉交簡,89,20210129,1","

周欣怡"
72,"CYDM,110,嘉交簡,92,20210127,1","

王品惠"
73,"CYDM,110,嘉交簡,99,20210129,1","

沈芳伃"
74,"CYDM,110,朴交簡,19,20210118,1","

林家賢"
75,"CYDM,110,朴交簡,20,20210127,1","

朴子簡易庭法官 凃啟夫"
76,"CYDM,110,朴交簡,28,20210127,1","

張佐榕"
77,"CYDM,110,朴交簡,33,20210129,1","

張佐榕"
78,"FYEM,110,豐交簡,14,20210107,1","

段奇琬 (Judge Duan Qi-Wan)"
79,"FYEM,110,豐交簡,2,20210107,1","

段奇琬"
80,"FYEM,110,豐交簡,3,20210107,1","

段奇琬"
81,"FYEM,110,豐交簡,31,20210115,1","

段奇琬"
82,"FYEM,110,豐交簡,36,20210115,1","

段奇琬"
83,"FYEM,110,豐交簡,58,20210128,1","

段奇琬"
84,"FYEM,110,豐交簡,9,20210107,1","

段奇琬"
85,"HLDM,110,花交簡,10,20210125,1","

高郁茹"
86,"HLDM,110,花交簡,4,20210105,1","

高郁茹"
87,"ILDM,109,交簡,1021,20210112,1","

張文愷"
88,"ILDM,109,交簡,1095,20210104,1","

張文愷"
89,"ILDM,109,交簡,1118,20210115,1","

張文愷"
90,"ILDM,109,交簡,1127,20210115,1","

張文愷"
91,"ILDM,110,交簡,62,20210129,1","

陳盈孜"
92,"KLDM,110,基交簡,1,20210129,1","

鄭虹真"
93,"KLDM,110,基交簡,16,20210121,1","

鄭富容"
94,"KLDM,110,基交簡,17,20210118,1","

施又傑"
95,"KLDM,110,基交簡,23,20210122,1","

李辛茹"
96,"KLDM,110,基交簡,26,20210122,1","

鄭虹真"
97,"KLDM,110,基交簡,28,20210129,1","

李辛茹"
98,"KLDM,110,基交簡,5,20210108,1","

李辛茹"
99,"KMEM,109,城交簡,83,20210104,1","

王鴻均"
100,"KMEM,110,城交簡,1,20210129,1","

蔡旻穎"
101,"KMEM,110,城交簡,2,20210125,1","

王鴻均"
102,"KMEM,110,城交簡,4,20210129,1","

蔡旻穎"
103,"KMEM,110,城交簡,5,20210129,1","

蔡旻穎"
104,"KSDM,109,交簡,2585,20210120,1","

洪韻筑"
105,"KSDM,109,交簡,2851,20210115,1","

翁瑄禮"
106,"KSDM,109,交簡,3126,20210108,1","

翁瑄禮"
107,"KSDM,109,交簡,3171,20210115,1","

胡家瑋"
108,"KSDM,109,交簡,3259,20210127,1","

呂明燕"
109,"KSDM,109,交簡,3356,20210108,1","

洪韻筑"
110,"KSDM,109,交簡,3363,20210108,1","

洪韻筑"
111,"KSDM,109,交簡,3366,20210108,1","

洪韻筑"
112,"KSDM,109,交簡,3368,20210108,1","

洪韻筑"
113,"KSDM,109,交簡,3372,20210108,1","

洪韻筑"
114,"KSDM,109,交簡,3375,20210105,1","

胡家瑋"
115,"KSDM,109,交簡,3390,20210108,1","

洪韻筑"
116,"KSDM,109,交簡,3391,20210111,1","

胡家瑋"
117,"KSDM,109,交簡,3399,20210108,1","

洪韻筑"
118,"KSDM,109,交簡,3403,20210111,1","

洪韻筑"
119,"KSDM,109,交簡,3408,20210105,1","

胡家瑋"
120,"KSDM,109,交簡,3425,20210126,1","

翁瑄禮"
121,"KSDM,109,交簡,3426,20210108,1","

胡家瑋"
122,"KSDM,109,交簡,3447,20210111,1","

洪韻筑"
123,"KSDM,109,交簡,3462,20210111,1","

洪韻筑"
124,"KSDM,109,交簡,3466,20210127,1","

翁瑄禮"
125,"KSDM,109,交簡,3469,20210108,1","

李爭春"
126,"KSDM,109,交簡,3471,20210111,1","

洪韻筑"
127,"KSDM,109,交簡,3472,20210111,1","

洪韻筑"
128,"KSDM,109,交簡,3473,20210111,1","

李爭春"
129,"KSDM,109,交簡,3475,20210126,1","

翁瑄禮"
130,"KSDM,109,交簡,3477,20210111,1","

胡家瑋"
131,"KSDM,109,交簡,3481,20210111,1","

洪韻筑"
132,"KSDM,109,交簡,3487,20210114,1","

洪韻筑"
133,"KSDM,109,交簡,3488,20210112,1","

洪韻筑"
134,"KSDM,109,交簡,3490,20210112,1","

洪韻筑"
135,"KSDM,109,交簡,3495,20210114,1","

洪韻筑"
136,"KSDM,109,交簡,3498,20210114,1","

洪韻筑"
137,"KSDM,109,交簡,3499,20210125,1","

胡家瑋"
138,"KSDM,109,交簡,3503,20210114,1","

洪韻筑"
139,"KSDM,109,交簡,3504,20210127,1","

翁瑄禮"
140,"KSDM,109,交簡,3507,20210126,1","

洪韻筑"
141,"KSDM,109,交簡,3509,20210126,1","

翁瑄禮"
142,"KSDM,109,交簡,3517,20210114,1","

洪韻筑"
143,"KSDM,109,交簡,3521,20210126,1","

翁瑄禮"
144,"KSDM,109,交簡,3522,20210112,1","

洪韻筑"
145,"KSDM,109,交簡,3529,20210106,1","

李爭春"
146,"KSDM,109,交簡,3531,20210112,1","

洪韻筑"
147,"KSDM,109,交簡,3534,20210126,1","

翁瑄禮"
148,"KSDM,109,交簡,3537,20210111,1","

李爭春"
149,"KSDM,109,交簡,3538,20210112,1","

洪韻筑"
150,"KSDM,109,交簡,3540,20210108,1","

李爭春"
151,"KSDM,109,交簡,3541,20210112,1","

洪韻筑"
152,"KSDM,109,交簡,3542,20210111,1","

李爭春"
153,"KSDM,109,交簡,3543,20210126,1","

翁瑄禮"
154,"KSDM,109,交簡,3544,20210112,1","

洪韻筑"
155,"KSDM,109,交簡,3546,20210112,1","

洪韻筑"
156,"KSDM,109,交簡,3547,20210108,1","

翁瑄禮"
157,"KSDM,109,交簡,3548,20210111,1","

李爭春"
158,"KSDM,109,交簡,3551,20210112,1","

洪韻筑"
159,"KSDM,109,交簡,3552,20210111,1","

李爭春"
160,"KSDM,109,交簡,3553,20210111,1","

李爭春"
161,"KSDM,109,交簡,3554,20210127,1","

翁瑄禮"
162,"KSDM,109,交簡,3560,20210108,1","

翁瑄禮"
163,"KSDM,109,交簡,3561,20210105,1","

胡家瑋 (Judge Hu Jia-wei)"
164,"KSDM,109,交簡,3562,20210118,1","

洪韻筑"
165,"KSDM,109,交簡,3563,20210111,1","

李爭春"
166,"KSDM,109,交簡,3567,20210126,1","

翁瑄禮"
167,"KSDM,109,交簡,3568,20210108,1","

翁瑄禮"
168,"KSDM,109,交簡,3571,20210118,1","

洪韻筑"
169,"KSDM,109,交簡,3573,20210126,1","

翁瑄禮"
170,"KSDM,109,交簡,3574,20210111,1","

李爭春"
171,"KSDM,109,交簡,3577,20210105,1","

胡家瑋"
172,"KSDM,109,交簡,3578,20210118,1","

洪韻筑"
173,"KSDM,109,交簡,3579,20210128,1","

洪韻筑"
174,"KSDM,109,交簡,3580,20210118,1","

洪韻筑"
175,"KSDM,109,交簡,3586,20210118,1","

洪韻筑"
176,"KSDM,109,交簡,3588,20210126,1","

翁瑄禮"
177,"KSDM,109,交簡,3590,20210106,1","

李爭春"
178,"KSDM,109,交簡,3591,20210112,1","

洪韻筑"
179,"KSDM,109,交簡,3593,20210118,1","

洪韻筑"
180,"KSDM,109,交簡,3595,20210113,1","

胡家瑋"
181,"KSDM,109,交簡,3601,20210111,1","

李爭春"
182,"KSDM,109,交簡,3611,20210111,1","

李爭春"
183,"KSDM,109,交簡,3613,20210108,1","

翁瑄禮"
184,"KSDM,109,交簡,3615,20210111,1","

李爭春"
185,"KSDM,109,交簡,3616,20210108,1","

胡家瑋 (Judge Hu Jia-wei)"
186,"KSDM,109,交簡,3621,20210105,1","

胡家瑋"
187,"KSDM,109,交簡,3623,20210113,1","

胡家瑋"
188,"KSDM,109,交簡,3626,20210105,1","

胡家瑋"
189,"KSDM,109,交簡,3627,20210108,1","

翁瑄禮"
190,"KSDM,109,交簡,3628,20210108,1","

翁瑄禮"
191,"KSDM,109,交簡,3630,20210111,1","

李爭春"
192,"KSDM,109,交簡,3632,20210108,1","

李爭春"
193,"KSDM,109,交簡,3633,20210128,1","

翁瑄禮"
194,"KSDM,109,交簡,3634,20210105,1","

胡家瑋"
195,"KSDM,109,交簡,3635,20210106,1","

李爭春"
196,"KSDM,109,交簡,3636,20210120,1","

洪韻筑"
197,"KSDM,109,交簡,3637,20210118,1","

洪韻筑"
198,"KSDM,110,交簡,104,20210119,1","

胡家瑋"
199,"KSDM,110,交簡,105,20210114,1","

陳中和"
200,"KSDM,110,交簡,106,20210122,1","

陳中和"
201,"KSDM,110,交簡,107,20210114,1","

陳中和"
202,"KSDM,110,交簡,114,20210114,1","

陳中和"
203,"KSDM,110,交簡,115,20210122,1","

陳中和"
204,"KSDM,110,交簡,117,20210114,1","

陳中和"
205,"KSDM,110,交簡,126,20210119,1","

胡家瑋"
206,"KSDM,110,交簡,127,20210125,1","

胡家瑋"
207,"KSDM,110,交簡,130,20210127,1","

胡家瑋"
208,"KSDM,110,交簡,133,20210129,1","

洪韻筑"
209,"KSDM,110,交簡,142,20210125,1","

胡家瑋"
210,"KSDM,110,交簡,145,20210122,1","

陳中和"
211,"KSDM,110,交簡,146,20210122,1","

陳中和"
212,"KSDM,110,交簡,148,20210122,1","

陳中和"
213,"KSDM,110,交簡,150,20210122,1","

陳中和"
214,"KSDM,110,交簡,151,20210122,1","

陳中和"
215,"KSDM,110,交簡,152,20210122,1","

陳中和"
216,"KSDM,110,交簡,158,20210129,1","

胡家瑋"
217,"KSDM,110,交簡,16,20210107,1","

陳中和"
218,"KSDM,110,交簡,183,20210129,1","

陳中和"
219,"KSDM,110,交簡,184,20210129,1","

陳中和"
220,"KSDM,110,交簡,185,20210129,1","

陳中和"
221,"KSDM,110,交簡,188,20210129,1","

陳中和"
222,"KSDM,110,交簡,190,20210129,1","

陳中和"
223,"KSDM,110,交簡,195,20210129,1","

陳中和"
224,"KSDM,110,交簡,21,20210114,1","

陳中和"
225,"KSDM,110,交簡,22,20210107,1","

陳中和"
226,"KSDM,110,交簡,23,20210107,1","

陳中和"
227,"KSDM,110,交簡,25,20210128,1","

洪韻筑"
228,"KSDM,110,交簡,26,20210113,1","

胡家瑋"
229,"KSDM,110,交簡,27,20210119,1","

胡家瑋"
230,"KSDM,110,交簡,3,20210129,1","

洪韻筑"
231,"KSDM,110,交簡,3047,20210110,1","

莊維澤"
232,"KSDM,110,交簡,3051,20210110,1","

莊維澤"
233,"KSDM,110,交簡,3058,20210110,1","

莊維澤"
234,"KSDM,110,交簡,3086,20210110,1","

莊維澤"
235,"KSDM,110,交簡,3087,20210110,1","

莊維澤"
236,"KSDM,110,交簡,31,20210128,1","

洪韻筑"
237,"KSDM,110,交簡,32,20210112,1","

陳中和"
238,"KSDM,110,交簡,33,20210128,1","

洪韻筑"
239,"KSDM,110,交簡,34,20210111,1","

胡家瑋"
240,"KSDM,110,交簡,35,20210107,1","

陳中和"
241,"KSDM,110,交簡,38,20210128,1","

洪韻筑"
242,"KSDM,110,交簡,6,20210119,1","

胡家瑋"
243,"KSDM,110,交簡,61,20210119,1","

胡家瑋"
244,"KSDM,110,交簡,62,20210128,1","

洪韻筑"
245,"KSDM,110,交簡,63,20210113,1","

胡家瑋"
246,"KSDM,110,交簡,64,20210113,1","

胡家瑋"
247,"KSDM,110,交簡,68,20210128,1","

洪韻筑"
248,"KSDM,110,交簡,7,20210111,1","

胡家瑋"
249,"KSDM,110,交簡,74,20210128,1","

洪韻筑"
250,"KSDM,110,交簡,76,20210119,1","

胡家瑋"
251,"KSDM,110,交簡,81,20210129,1","

洪韻筑"
252,"KSDM,110,交簡,82,20210115,1","

胡家瑋"
253,"KSDM,110,交簡,9,20210112,1","

陳中和"
254,"KSDM,110,交簡,94,20210115,1","

胡家瑋"
255,"MKEM,110,馬交簡,9,20210122,1","

陳立祥"
256,"MLDM,109,苗交簡,1007,20210128,1","

高御庭"
257,"MLDM,109,苗交簡,1015,20210113,1","

陳雅菡"
258,"MLDM,109,苗交簡,1021,20210113,1","

陳雅菡"
259,"MLDM,109,苗交簡,1026,20210121,1","

高御庭"
260,"MLDM,109,苗交簡,1034,20210105,1","

魏宏安"
261,"MLDM,109,苗交簡,1040,20210122,1","

朱俊瑋"
262,"MLDM,109,苗交簡,1041,20210121,1","

高御庭"
263,"MLDM,109,苗交簡,1043,20210121,1","

高御庭"
264,"MLDM,109,苗交簡,837,20210125,1","

林卉聆"
265,"MLDM,110,苗交簡,20,20210121,1","

高御庭"
266,"MLDM,110,苗交簡,21,20210122,1","

郭世顏"
267,"MLDM,110,苗交簡,23,20210121,1","

柳章峰"
268,"MLDM,110,苗交簡,27,20210122,1","

朱俊瑋"
269,"MLDM,110,苗交簡,34,20210128,1","

高御庭"
270,"MLDM,110,苗交簡,8,20210122,1","

朱俊瑋"
271,"NTDM,109,埔交簡,200,20210114,1","

蔡霈蓁"
272,"NTDM,109,投交簡,584,20210121,1","

蔡霈蓁"
273,"NTDM,109,投交簡,609,20210129,1","

孫于淦"
274,"NTDM,109,投交簡,627,20210112,1","

孫于淦"
275,"NTDM,109,投交簡,642,20210125,1","

孫于淦"
276,"NTDM,109,投交簡,650,20210122,1","

林昱志"
277,"NTDM,109,投交簡,660,20210121,1","

孫于淦"
278,"NTDM,110,埔交簡,9,20210122,1","

林昱志"
279,"NTDM,110,投交簡,16,20210121,1","

孫于淦"
280,"PCDM,109,交簡,2157,20210120,1","

黎錦福"
281,"PCDM,109,交簡,2210,20210106,1","

徐蘭萍"
282,"PCDM,110,交簡,28,20210112,1","

徐蘭萍"
283,"PCDM,110,交簡,35,20210119,1","

黎錦福"
284,"PCDM,110,交簡,37,20210119,1","

黎錦福"
285,"PCDM,110,交簡,5,20210105,1","

黎錦福"
286,"PCDM,110,交簡,88,20210129,1","

徐蘭萍"
287,"PTDM,109,交簡,2413,20210105,1","

簡光昌"
288,"PTDM,109,交簡,2417,20210129,1","

黃紀錄"
289,"PTDM,109,交簡,2441,20210129,1","

黃紀錄"
290,"PTDM,109,交簡,2529,20210129,1","

黃紀錄"
291,"PTDM,109,交簡,2613,20210115,1","

簡光昌"
292,"PTDM,109,交簡,2615,20210118,1","

簡光昌"
293,"PTDM,109,交簡,2643,20210119,1","

簡光昌"
294,"PTDM,109,交簡,2651,20210122,1","

涂裕洪"
295,"PTDM,109,交簡,2652,20210128,1","

簡光昌"
296,"PTDM,109,交簡,2653,20210128,1","

簡光昌"
297,"PTDM,109,交簡,2662,20210129,1","

簡光昌"
298,"PTDM,109,交簡,2671,20210129,1","

簡光昌"
299,"PTDM,109,交簡,2675,20210129,1","

簡光昌"
300,"PTDM,109,交簡,2686,20210125,1","

簡光昌"
301,"PTDM,109,交簡,2711,20210122,1","

涂裕洪"
302,"PTDM,109,交簡,2722,20210118,1","

涂裕洪"
303,"PTDM,109,交簡,2726,20210122,1","

涂裕洪"
304,"PTDM,109,交簡,2744,20210119,1","

涂裕洪"
305,"PTDM,109,交簡,2797,20210125,1","

簡光昌"
306,"PTDM,109,交簡,2801,20210119,1","

涂裕洪"
307,"PTDM,109,交簡,2803,20210125,1","

簡光昌"
308,"PTDM,109,交簡,2804,20210113,1","

涂裕洪"
309,"PTDM,109,交簡,2809,20210129,1","

黃紀錄"
310,"PTDM,109,交簡,2811,20210129,1","

黃紀錄"
311,"PTDM,109,交簡,2824,20210125,1","

簡光昌"
312,"PTDM,109,交簡,2825,20210106,1","

涂裕洪"
313,"PTDM,109,交簡,2828,20210112,1","

涂裕洪"
314,"PTDM,110,交簡,101,20210129,1","

黃紀錄"
315,"PTDM,110,交簡,115,20210121,1","

沈婷勻 (Judge Shen Ting-yun)"
316,"PTDM,110,交簡,116,20210129,1","

黃紀錄"
317,"PTDM,110,交簡,119,20210129,1","

黃紀錄"
318,"PTDM,110,交簡,128,20210129,1","

黃紀錄"
319,"PTDM,110,交簡,13,20210129,1","

黃紀錄"
320,"PTDM,110,交簡,142,20210129,1","

黃紀錄"
321,"PTDM,110,交簡,144,20210129,1","

黃紀錄"
322,"PTDM,110,交簡,147,20210126,1","

涂裕洪"
323,"PTDM,110,交簡,148,20210127,1","

涂裕洪"
324,"PTDM,110,交簡,16,20210129,1","

黃紀錄"
325,"PTDM,110,交簡,161,20210129,1","

涂裕洪"
326,"PTDM,110,交簡,23,20210129,1","

黃紀錄"
327,"PTDM,110,交簡,66,20210118,1","

涂裕洪"
328,"PTDM,110,交簡,68,20210129,1","

黃紀錄"
329,"PTDM,110,交簡,77,20210129,1","

黃紀錄"
330,"PTDM,110,交簡,78,20210113,1","

涂裕洪"
331,"PTDM,110,交簡,95,20210122,1","

鄭永彬"
332,"PTDM,110,交簡,96,20210125,1","

涂裕洪"
333,"SCDM,109,竹交簡,569,20210129,1","

魏瑞紅"
334,"SCDM,109,竹交簡,628,20210129,1","

魏瑞紅"
335,"SCDM,109,竹交簡,879,20210129,1","

華澹寧"
336,"SCDM,109,竹交簡,891,20210122,1","

華澹寧"
337,"SCDM,109,竹交簡,948,20210129,1","

華澹寧"
338,"SCDM,110,竹交簡,16,20210115,1","

廖素琪"
339,"SCDM,110,竹交簡,22,20210121,1","

楊祐庭"
340,"SCDM,110,竹交簡,33,20210129,1","

林哲瑜"
341,"SCDM,110,竹交簡,36,20210112,1","

楊祐庭"
342,"SCDM,110,竹交簡,62,20210118,1","

蔡玉琪"
343,"SCDM,110,竹交簡,8,20210127,1","

陳麗芬"
344,"SLEM,110,士交簡,14,20210118,1","

莊明達"
345,"SLEM,110,士交簡,16,20210118,1","

莊明達"
346,"SLEM,110,士交簡,18,20210126,1","

莊明達"
347,"SLEM,110,士交簡,2,20210113,1","

莊明達"
348,"SLEM,110,士交簡,25,20210129,1","

莊明達"
349,"TCDM,109,中交簡,3325,20210107,1","

王振佑"
350,"TCDM,109,中交簡,3380,20210105,1","

陳玉聰"
351,"TCDM,109,中交簡,3382,20210106,1","

林怡姿"
352,"TCDM,109,中交簡,3393,20210112,1","

蔡宗儒"
353,"TCDM,109,中交簡,3398,20210106,1","

曹錫泓"
354,"TCDM,110,中交簡,100,20210127,1","

何紹輔"
355,"TCDM,110,中交簡,115,20210129,1","

謝珮汝"
356,"TCDM,110,中交簡,125,20210125,1","

林怡姿"
357,"TCDM,110,中交簡,128,20210126,1","

徐煥淵"
358,"TCDM,110,中交簡,134,20210127,1","

吳怡嫺"
359,"TCDM,110,中交簡,138,20210129,1","

黃司熒"
360,"TCDM,110,中交簡,140,20210129,1","

路逸涵"
361,"TCDM,110,中交簡,147,20210128,1","

吳珈禎"
362,"TCDM,110,中交簡,17,20210108,1","

陳昱翔"
363,"TCDM,110,中交簡,178,20210129,1","

陳怡珊"
364,"TCDM,110,中交簡,196,20210129,1","

李宜璇"
365,"TCDM,110,中交簡,198,20210129,1","

陳怡君"
366,"TCDM,110,中交簡,199,20210129,1","

吳珈禎"
367,"TCDM,110,中交簡,200,20210129,1","

戰諭威"
368,"TCDM,110,中交簡,22,20210114,1","

王靖茹"
369,"TCDM,110,中交簡,227,20210129,1","

陳怡君"
370,"TCDM,110,中交簡,25,20210112,1","

何紹輔"
371,"TCDM,110,中交簡,30,20210108,1","

吳珈禎"
372,"TCDM,110,中交簡,31,20210114,1","

廖弼妍"
373,"TCDM,110,中交簡,36,20210112,1","

蔡宗儒"
374,"TCDM,110,中交簡,38,20210114,1","

江健鋒"
375,"TCDM,110,中交簡,40,20210112,1","

戰諭威"
376,"TCDM,110,中交簡,43,20210118,1","

黃光進"
377,"TCDM,110,中交簡,53,20210125,1","

李婉玉"
378,"TCDM,110,中交簡,54,20210115,1","

陳玉聰"
379,"TCDM,110,中交簡,56,20210122,1","

路逸涵"
380,"TCDM,110,中交簡,57,20210115,1","

徐煥淵"
381,"TCDM,110,中交簡,72,20210128,1","

吳珈禎"
382,"TCDM,110,中交簡,79,20210129,1","

陳怡君"
383,"TCDM,110,中交簡,84,20210122,1","

路逸涵"
384,"TCDM,110,中交簡,86,20210126,1","

李婉玉"
385,"TCDM,110,中交簡,94,20210128,1","

蔡宗儒"
386,"TCDM,110,交簡,12,20210127,1","

林雷安"
387,"TCDM,110,交簡,14,20210122,1","

廖弼妍"
388,"TCDM,110,交簡,26,20210129,1","

李宜璇"
389,"TCDM,110,交簡,33,20210122,1","

林怡姿"
390,"TCDM,110,交簡,34,20210122,1","

林怡姿"
391,"TCDM,110,交簡,57,20210129,1","

李宜璇"
392,"TCDM,110,交簡,60,20210129,1","

許慧珍"
393,"TNDM,109,交簡,3437,20210125,1","

陳郁婷"
394,"TNDM,109,交簡,3640,20210126,1","

蔡直青"
395,"TNDM,109,交簡,3729,20210127,1","

陳貽明"
396,"TNDM,109,交簡,3749,20210125,1","

陳世旻"
397,"TNDM,109,交簡,3779,20210107,1","

陳振謙"
398,"TNDM,110,交簡,110,20210118,1","

陳振謙"
399,"TNDM,110,交簡,123,20210118,1","

高如宜"
400,"TNDM,110,交簡,140,20210129,1","

高俊珊"
401,"TNDM,110,交簡,141,20210122,1","

陳郁婷"
402,"TNDM,110,交簡,154,20210122,1","

孫淑玉"
403,"TNDM,110,交簡,155,20210121,1","

林岳葳"
404,"TNDM,110,交簡,160,20210129,1","

陳振謙"
405,"TNDM,110,交簡,18,20210105,1","

蔡奇秀"
406,"TNDM,110,交簡,180,20210127,1","

高如宜"
407,"TNDM,110,交簡,182,20210129,1","

高俊珊"
408,"TNDM,110,交簡,186,20210128,1","

陳嘉臨"
409,"TNDM,110,交簡,19,20210113,1","

陳振謙"
410,"TNDM,110,交簡,202,20210129,1","

陳淑勤"
411,"TNDM,110,交簡,232,20210129,1","

高如宜"
412,"TNDM,110,交簡,26,20210114,1","

黃鏡芳"
413,"TNDM,110,交簡,28,20210115,1","

張菁"
414,"TNDM,110,交簡,31,20210108,1","

鍾邦久"
415,"TNDM,110,交簡,40,20210112,1","

孫淑玉"
416,"TNDM,110,交簡,41,20210112,1","

莊政達"
417,"TNDM,110,交簡,45,20210125,1","

陳世旻"
418,"TNDM,110,交簡,46,20210107,1","

高如宜"
419,"TNDM,110,交簡,51,20210129,1","

高俊珊"
420,"TNDM,110,交簡,53,20210108,1","

陳薇"
421,"TNDM,110,交簡,71,20210115,1","

張菁"
422,"TNDM,110,交簡,72,20210108,1","

張婉寧"
423,"TPDM,109,交簡,1220,20210129,1","

王筑萱 (Judge Wang Chiu-hsuan)"
424,"TPDM,109,交簡,879,20210112,1","

王筑萱"
425,"TPDM,110,交簡,1,20210112,1","

黃文昭"
426,"TPDM,110,交簡,14,20210114,1","

馮昌偉"
427,"TPDM,110,交簡,24,20210113,1","

趙書郁"
428,"TPDM,110,交簡,25,20210118,1","

黃文昭"
429,"TPDM,110,交簡,35,20210120,1","

曾正龍"
430,"TPDM,110,交簡,37,20210120,1","

郭又禎"
431,"TPDM,110,交簡,39,20210121,1","

李陸華"
432,"TPDM,110,交簡,4,20210113,1","

黃鈺純"
433,"TPDM,110,交簡,50,20210127,1","

黃鈺純"
434,"TPDM,110,交簡,6,20210105,1","

李陸華"
435,"TPDM,110,交簡,60,20210127,1","

曾正龍"
436,"TPDM,110,交簡,61,20210127,1","

劉俊源"
437,"TPDM,110,交簡,63,20210128,1","

趙書郁"
438,"TPDM,110,交簡,71,20210129,1","

許筑婷"
439,"TTDM,109,東交簡,308,20210108,1","

黃柏仁"
440,"TTDM,110,東交簡,12,20210122,1","

李昆儒"
441,"TTDM,110,東交簡,27,20210128,1","

李昆儒"
442,"TTDM,110,東交簡,6,20210129,1","

陳昱維"
443,"TTDM,110,東交簡,7,20210115,1","

蔡政晏"
444,"TYDM,109,壢交簡,3586,20210106,1","

施育傑"
445,"TYDM,109,壢交簡,3616,20210113,1","

呂宜臻"
