,案號,法官
41,"CYDM,105,嘉交簡,15,20160112,1","

楊鑫忠"
42,"CYDM,105,嘉交簡,17,20160112,1","

楊鑫忠"
43,"CYDM,105,嘉交簡,41,20160115,1","

楊鑫忠"
44,"CYDM,105,嘉交簡,42,20160114,1","

林正雄"
45,"CYDM,105,嘉交簡,6,20160118,1","

張佐榕"
46,"CYDM,105,嘉交簡,60,20160120,1","

楊鑫忠"
47,"CYDM,105,嘉交簡,78,20160127,1","

楊鑫忠"
48,"CYDM,105,嘉交簡,82,20160127,1","

楊鑫忠"
49,"CYDM,105,嘉交簡,90,20160126,1","

張道周"
50,"HLDM,105,交簡,1,20160128,1","

吳志強"
51,"HLDM,105,花交簡,11,20160108,1","

李欣潔"
52,"HLDM,105,花交簡,23,20160111,1","

李欣潔"
53,"HLDM,105,花交簡,25,20160128,1","

吳志強"
54,"HLDM,105,花交簡,26,20160111,1","

李欣潔"
55,"HLDM,105,花交簡,32,20160129,1","

陸怡璇 (Lu Yi-xuan)"
56,"HLDM,105,花交簡,33,20160115,1","

李欣潔"
57,"HLDM,105,花交簡,9,20160106,1","

李欣潔"
58,"HUEM,104,虎交簡,331,20160112,1","

簡廷恩"
59,"HUEM,104,虎交簡,332,20160113,1","

張淵森"
60,"HUEM,104,虎交簡,343,20160106,1","

王子榮"
61,"HUEM,104,虎交簡,346,20160129,1","

張淵森"
62,"HUEM,105,虎交簡,2,20160122,1","

梁智賢"
63,"HUEM,105,虎交簡,3,20160114,1","

簡廷恩"
64,"HUEM,105,虎交簡,4,20160129,1","

張淵森"
65,"ILDM,104,交簡,1497,20160114,1","

李岳"
66,"ILDM,104,交簡,1534,20160114,1","

李岳"
67,"ILDM,104,交簡,1538,20160114,1","

李岳"
68,"ILDM,105,交簡,23,20160128,1","

李岳"
69,"ILDM,105,交簡,26,20160127,1","

李岳"
70,"ILDM,105,交簡,33,20160130,1","

李岳"
71,"ILDM,105,交簡,74,20160126,1","

許乃文"
72,"ILDM,105,交簡,8,20160115,1","

許乃文"
73,"KLDM,104,基交簡,1168,20160104,1","

陳怡安"
74,"KLDM,105,基交簡,1,20160107,1","

謝昀芳"
75,"KLDM,105,基交簡,102,20160130,1","

謝昀芳"
76,"KLDM,105,基交簡,107,20160130,1","

謝昀芳"
77,"KLDM,105,基交簡,110,20160129,1","

李謀榮"
78,"KLDM,105,基交簡,111,20160129,1","

齊潔"
79,"KLDM,105,基交簡,115,20160130,1","

鄭虹真"
80,"KLDM,105,基交簡,16,20160108,1","

周霙蘭"
81,"KLDM,105,基交簡,22,20160108,1","

周霙蘭"
82,"KLDM,105,基交簡,25,20160115,1","

陳怡安"
83,"KLDM,105,基交簡,33,20160108,1","

李謀榮"
84,"KLDM,105,基交簡,34,20160105,1","

李辛茹"
85,"KLDM,105,基交簡,41,20160107,1","

謝昀芳"
86,"KLDM,105,基交簡,43,20160118,1","

鄭景文"
87,"KLDM,105,基交簡,49,20160105,1","

李辛茹"
88,"KLDM,105,基交簡,5,20160105,1","

李辛茹"
89,"KLDM,105,基交簡,50,20160111,1","

鄭虹真"
90,"KLDM,105,基交簡,51,20160115,1","

陳怡安"
91,"KLDM,105,基交簡,53,20160107,1","

鄭富容"
92,"KLDM,105,基交簡,57,20160108,1","

李謀榮"
93,"KLDM,105,基交簡,58,20160105,1","

齊潔"
94,"KLDM,105,基交簡,62,20160115,1","

陳怡安"
95,"KLDM,105,基交簡,69,20160106,1","

李辛茹"
96,"KLDM,105,基交簡,74,20160113,1","

李辛茹"
97,"KLDM,105,基交簡,81,20160125,1","

李謀榮"
98,"KLDM,105,基交簡,87,20160126,1","

謝昀芳"
99,"KLDM,105,基交簡,88,20160126,1","

謝昀芳"
100,"KLDM,105,基交簡,94,20160125,1","

李謀榮"
101,"KSDM,104,交簡,6710,20160111,1","

朱世璋"
102,"KSDM,104,交簡,6925,20160105,1","

林揚奇"
103,"KSDM,104,交簡,6978,20160113,1","

王俊彥"
104,"KSDM,104,交簡,6979,20160126,1","

陳力揚"
105,"KSDM,104,交簡,6989,20160104,1","

林揚奇"
106,"KSDM,104,交簡,6994,20160112,1","

林于心"
107,"KSDM,104,交簡,6996,20160105,1","

林揚奇"
108,"KSDM,104,交簡,7007,20160113,1","

王俊彥"
109,"KSDM,104,交簡,7009,20160113,1","

王俊彥"
110,"KSDM,104,交簡,7015,20160128,1","

陳力揚"
111,"KSDM,104,交簡,7030,20160126,1","

陳力揚"
112,"KSDM,104,交簡,7039,20160105,1","

林揚奇"
113,"KSDM,104,交簡,7040,20160126,1","

陳力揚"
114,"KSDM,104,交簡,7043,20160126,1","

陳力揚"
115,"KSDM,104,交簡,7045,20160129,1","

陳力揚"
116,"KSDM,104,交簡,7049,20160106,1","

林揚奇"
117,"KSDM,104,交簡,7053,20160113,1","

王俊彥"
118,"KSDM,104,交簡,7055,20160105,1","

林揚奇"
119,"KSDM,104,交簡,7059,20160113,1","

王俊彥"
120,"KSDM,104,交簡,7071,20160113,1","

王俊彥"
121,"KSDM,104,交簡,7073,20160104,1","

林揚奇"
122,"KSDM,104,交簡,7076,20160126,1","

陳力揚"
123,"KSDM,104,交簡,7078,20160128,1","

陳力揚"
124,"KSDM,104,交簡,7091,20160126,1","

陳力揚"
125,"KSDM,104,交簡,7095,20160126,1","

陳力揚"
126,"KSDM,104,交簡,7101,20160113,1","

王俊彥"
127,"KSDM,104,交簡,7105,20160126,1","

陳力揚"
128,"KSDM,104,交簡,7113,20160126,1","

陳力揚"
129,"KSDM,104,交簡,7115,20160106,1","

林揚奇"
130,"KSDM,104,交簡,7120,20160106,1","

林于心"
131,"KSDM,104,交簡,7126,20160113,1","

王俊彥"
132,"KSDM,104,交簡,7128,20160126,1","

陳力揚"
133,"KSDM,104,交簡,7131,20160107,1","

林揚奇"
134,"KSDM,104,交簡,7132,20160112,1","

林于心"
135,"KSDM,104,交簡,7133,20160106,1","

林揚奇"
136,"KSDM,104,交簡,7139,20160128,1","

陳力揚"
137,"KSDM,104,交簡,7147,20160113,1","

王俊彥"
138,"KSDM,104,交簡,7159,20160128,1","

陳力揚"
139,"KSDM,104,交簡,7163,20160114,1","

林于心"
140,"KSDM,104,交簡,7165,20160128,1","

陳力揚"
141,"KSDM,104,交簡,7166,20160128,1","

陳力揚"
142,"KSDM,104,交簡,7176,20160104,1","

翁熒雪"
143,"KSDM,104,交簡,7179,20160113,1","

王俊彥"
144,"KSDM,104,交簡,7180,20160128,1","

陳力揚"
145,"KSDM,104,交簡,7184,20160111,1","

林于心"
146,"KSDM,104,交簡,7186,20160111,1","

林于心"
147,"KSDM,104,交簡,7187,20160104,1","

翁熒雪"
148,"KSDM,104,交簡,7192,20160104,1","

翁熒雪"
149,"KSDM,104,交簡,7198,20160113,1","

王俊彥"
150,"KSDM,104,交簡,7202,20160106,1","

林于心"
151,"KSDM,104,交簡,7207,20160107,1","

黃三友"
152,"KSDM,104,交簡,7208,20160111,1","

林揚奇"
153,"KSDM,104,交簡,7209,20160111,1","

林揚奇"
154,"KSDM,105,交簡,1,20160107,1","

翁熒雪"
155,"KSDM,105,交簡,10,20160112,1","

林于心"
156,"KSDM,105,交簡,109,20160121,1","

林于心"
157,"KSDM,105,交簡,116,20160129,1","

陳力揚"
158,"KSDM,105,交簡,121,20160121,1","

林于心"
159,"KSDM,105,交簡,123,20160118,1","

林揚奇"
160,"KSDM,105,交簡,124,20160129,1","

陳力揚"
161,"KSDM,105,交簡,125,20160129,1","

陳力揚"
162,"KSDM,105,交簡,13,20160111,1","

林于心"
163,"KSDM,105,交簡,130,20160108,1","

翁熒雪"
164,"KSDM,105,交簡,136,20160122,1","

林于心"
165,"KSDM,105,交簡,137,20160114,1","

翁熒雪"
166,"KSDM,105,交簡,14,20160121,1","

林于心"
167,"KSDM,105,交簡,144,20160113,1","

林俊寬"
168,"KSDM,105,交簡,147,20160121,1","

林揚奇"
169,"KSDM,105,交簡,149,20160118,1","

林俊寬"
170,"KSDM,105,交簡,150,20160122,1","

林于心"
171,"KSDM,105,交簡,152,20160113,1","

王俊彥"
172,"KSDM,105,交簡,156,20160129,1","

陳力揚"
173,"KSDM,105,交簡,157,20160114,1","

林于心"
174,"KSDM,105,交簡,158,20160121,1","

林于心"
175,"KSDM,105,交簡,16,20160129,1","

陳力揚"
176,"KSDM,105,交簡,160,20160121,1","

黃三友"
177,"KSDM,105,交簡,164,20160115,1","

黃三友"
178,"KSDM,105,交簡,169,20160112,1","

翁熒雪"
179,"KSDM,105,交簡,171,20160129,1","

陳力揚"
180,"KSDM,105,交簡,175,20160129,1","

陳力揚"
181,"KSDM,105,交簡,177,20160122,1","

林于心"
182,"KSDM,105,交簡,178,20160113,1","

林俊寬"
183,"KSDM,105,交簡,180,20160122,1","

林于心"
184,"KSDM,105,交簡,185,20160125,1","

翁熒雪"
185,"KSDM,105,交簡,187,20160129,1","

陳力揚"
186,"KSDM,105,交簡,188,20160129,1","

陳力揚"
187,"KSDM,105,交簡,19,20160129,1","

陳力揚"
188,"KSDM,105,交簡,191,20160119,1","

翁熒雪"
189,"KSDM,105,交簡,195,20160129,1","

陳力揚"
190,"KSDM,105,交簡,198,20160118,1","

翁熒雪"
191,"KSDM,105,交簡,2,20160112,1","

翁熒雪"
192,"KSDM,105,交簡,200,20160126,1","

林揚奇"
193,"KSDM,105,交簡,205,20160129,1","

陳力揚"
194,"KSDM,105,交簡,206,20160128,1","

林于心"
195,"KSDM,105,交簡,209,20160125,1","

林揚奇"
196,"KSDM,105,交簡,21,20160113,1","

林俊寬"
197,"KSDM,105,交簡,219,20160122,1","

林于心"
198,"KSDM,105,交簡,22,20160115,1","

林揚奇"
199,"KSDM,105,交簡,220,20160129,1","

陳力揚"
200,"KSDM,105,交簡,222,20160127,1","

林揚奇"
201,"KSDM,105,交簡,223,20160119,1","

翁熒雪"
202,"KSDM,105,交簡,227,20160119,1","

翁熒雪"
203,"KSDM,105,交簡,231,20160128,1","

林于心"
204,"KSDM,105,交簡,232,20160129,1","

林俊寬"
205,"KSDM,105,交簡,238,20160129,1","

陳力揚"
206,"KSDM,105,交簡,24,20160128,1","

陳力揚"
207,"KSDM,105,交簡,242,20160127,1","

陳芸珮"
208,"KSDM,105,交簡,243,20160122,1","

林于心"
209,"KSDM,105,交簡,244,20160119,1","

翁熒雪"
210,"KSDM,105,交簡,245,20160119,1","

翁熒雪"
211,"KSDM,105,交簡,246,20160129,1","

陳力揚"
212,"KSDM,105,交簡,248,20160127,1","

林揚奇"
213,"KSDM,105,交簡,254,20160130,1","

林揚奇"
214,"KSDM,105,交簡,256,20160128,1","

林揚奇"
215,"KSDM,105,交簡,259,20160128,1","

林揚奇"
216,"KSDM,105,交簡,260,20160129,1","

陳力揚"
217,"KSDM,105,交簡,263,20160128,1","

林于心"
218,"KSDM,105,交簡,264,20160128,1","

林于心"
219,"KSDM,105,交簡,268,20160125,1","

翁熒雪"
220,"KSDM,105,交簡,270,20160128,1","

林揚奇"
221,"KSDM,105,交簡,271,20160129,1","

陳力揚"
222,"KSDM,105,交簡,272,20160129,1","

陳力揚"
223,"KSDM,105,交簡,276,20160128,1","

林于心"
224,"KSDM,105,交簡,277,20160128,1","

林于心"
225,"KSDM,105,交簡,28,20160107,1","

翁熒雪"
226,"KSDM,105,交簡,284,20160129,1","

陳力揚"
227,"KSDM,105,交簡,285,20160129,1","

陳力揚"
228,"KSDM,105,交簡,29,20160113,1","

林俊寬"
229,"KSDM,105,交簡,292,20160129,1","

陳力揚"
230,"KSDM,105,交簡,293,20160128,1","

林于心"
231,"KSDM,105,交簡,294,20160128,1","

林于心"
232,"KSDM,105,交簡,298,20160129,1","

林俊寬"
233,"KSDM,105,交簡,3,20160115,1","

林揚奇"
234,"KSDM,105,交簡,302,20160128,1","

林于心"
235,"KSDM,105,交簡,303,20160129,1","

陳力揚"
236,"KSDM,105,交簡,305,20160128,1","

林于心"
237,"KSDM,105,交簡,307,20160129,1","

陳力揚"
238,"KSDM,105,交簡,308,20160128,1","

林于心"
239,"KSDM,105,交簡,309,20160129,1","

陳力揚"
240,"KSDM,105,交簡,316,20160130,1","

林揚奇"
241,"KSDM,105,交簡,318,20160125,1","

翁熒雪"
242,"KSDM,105,交簡,32,20160113,1","

林俊寬"
243,"KSDM,105,交簡,321,20160129,1","

陳力揚"
244,"KSDM,105,交簡,322,20160127,1","

翁熒雪"
245,"KSDM,105,交簡,323,20160128,1","

林于心"
246,"KSDM,105,交簡,324,20160128,1","

林于心"
247,"KSDM,105,交簡,326,20160129,1","

陳力揚"
248,"KSDM,105,交簡,33,20160115,1","

林揚奇"
249,"KSDM,105,交簡,336,20160128,1","

翁熒雪"
250,"KSDM,105,交簡,340,20160129,1","

林俊寬"
251,"KSDM,105,交簡,351,20160128,1","

翁熒雪"
252,"KSDM,105,交簡,362,20160129,1","

林俊寬"
253,"KSDM,105,交簡,378,20160129,1","

陳力揚"
254,"KSDM,105,交簡,38,20160114,1","

林揚奇"
255,"KSDM,105,交簡,4,20160128,1","

陳力揚"
256,"KSDM,105,交簡,40,20160114,1","

林于心"
257,"KSDM,105,交簡,41,20160115,1","

林揚奇"
258,"KSDM,105,交簡,411,20160130,1","

翁熒雪"
259,"KSDM,105,交簡,427,20160130,1","

翁熒雪"
260,"KSDM,105,交簡,43,20160114,1","

林揚奇"
261,"KSDM,105,交簡,44,20160129,1","

陳力揚"
262,"KSDM,105,交簡,47,20160114,1","

翁熒雪"
263,"KSDM,105,交簡,56,20160107,1","

翁熒雪"
264,"KSDM,105,交簡,60,20160121,1","

林于心"
265,"KSDM,105,交簡,61,20160113,1","

翁熒雪"
266,"KSDM,105,交簡,64,20160114,1","

林揚奇"
267,"KSDM,105,交簡,68,20160129,1","

陳力揚"
268,"KSDM,105,交簡,72,20160112,1","

林于心"
269,"KSDM,105,交簡,73,20160112,1","

林于心"
270,"KSDM,105,交簡,75,20160128,1","

陳力揚"
271,"KSDM,105,交簡,79,20160128,1","

陳力揚"
272,"KSDM,105,交簡,80,20160128,1","

陳力揚"
273,"KSDM,105,交簡,82,20160107,1","

翁熒雪"
274,"KSDM,105,交簡,83,20160112,1","

林于心"
275,"KSDM,105,交簡,84,20160118,1","

林揚奇"
276,"KSDM,105,交簡,86,20160128,1","

陳力揚"
277,"KSDM,105,交簡,87,20160113,1","

林俊寬"
278,"KSDM,105,交簡,9,20160128,1","

陳力揚"
279,"KSDM,105,交簡,91,20160107,1","

翁熒雪"
280,"KSDM,105,交簡,92,20160129,1","

陳力揚"
281,"KSDM,105,交簡,93,20160114,1","

林揚奇"
282,"KSDM,105,交簡,98,20160121,1","

林于心"
283,"KSDM,105,交簡,99,20160129,1","

陳力揚"
284,"MLDM,104,苗交簡,1567,20160107,1","

魏正杰"
285,"MLDM,104,苗交簡,1568,20160113,1","

林卉聆"
286,"MLDM,104,苗交簡,1611,20160111,1","

黃思惠"
287,"MLDM,104,苗交簡,1615,20160129,1","

紀雅惠"
288,"MLDM,105,苗交簡,48,20160112,1","

王筆毅"
289,"MLDM,105,苗交簡,72,20160122,1","

王筆毅"
290,"MLDM,105,苗交簡,73,20160126,1","

黃思惠"
291,"MLDM,105,苗交簡,79,20160130,1","

楊清益"
292,"NTDM,104,埔交簡,269,20160107,1","

許凱傑"
293,"NTDM,104,投交簡,667,20160107,1","

許凱傑"
294,"NTDM,105,投交簡,2,20160121,1","

許凱傑"
295,"NTDM,105,投交簡,6,20160113,1","

廖健男"
296,"PCDM,104,審交簡,814,20160111,1","

王唯怡"
297,"PCDM,105,交簡,114,20160114,1","

徐蘭萍"
298,"PCDM,105,交簡,247,20160125,1","

徐蘭萍"
299,"PCDM,105,交簡,248,20160126,1","

許品逸"
300,"PCDM,105,交簡,281,20160127,1","

李俊彥"
301,"PCDM,105,交簡,282,20160127,1","

許品逸"
302,"PCDM,105,交簡,287,20160127,1","

徐蘭萍"
303,"PCDM,105,交簡,288,20160130,1","

徐子涵"
304,"PCDM,105,交簡,289,20160127,1","

徐蘭萍"
305,"PCDM,105,交簡,296,20160127,1","

徐蘭萍"
306,"PCDM,105,交簡,51,20160108,1","

洪珮婷"
307,"PCDM,105,審交簡,10,20160111,1","

王唯怡"
308,"PCDM,105,審交簡,19,20160115,1","

劉正偉"
309,"PCDM,105,審交簡,3,20160115,1","

王唯怡"
310,"PCDM,105,審交簡,51,20160129,1","

劉元斐"
311,"PKEM,104,港交簡,282,20160130,1","

蔡鎮宇"
312,"PKEM,104,港交簡,295,20160108,1","

黃偉銘"
313,"PKEM,104,港交簡,297,20160130,1","

蔡鎮宇"
314,"PKEM,104,港交簡,300,20160108,1","

黃偉銘"
315,"PKEM,104,港交簡,301,20160126,1","

陳育良"
316,"PKEM,104,港交簡,302,20160130,1","

蔡鎮宇"
317,"PKEM,104,港交簡,304,20160127,1","

陳育良"
318,"PKEM,104,港交簡,308,20160118,1","

黃偉銘"
319,"PKEM,105,港交簡,5,20160130,1","

蔡鎮宇"
320,"PKEM,105,港交簡,8,20160127,1","

陳育良"
321,"PTDM,104,交簡,2390,20160128,1","

陳茂亭"
322,"PTDM,104,交簡,2404,20160115,1","

孫少輔"
323,"PTDM,104,交簡,2462,20160115,1","

孫少輔"
324,"PTDM,104,交簡,2467,20160108,1","

王奕華"
325,"PTDM,104,交簡,2472,20160115,1","

麥元馨"
326,"PTDM,104,交簡,2515,20160115,1","

孫少輔"
327,"PTDM,104,交簡,2547,20160111,1","

程士傑"
328,"PTDM,104,交簡,2575,20160107,1","

翁世容"
329,"PTDM,104,交簡,2576,20160115,1","

孫少輔"
330,"PTDM,104,交簡,2592,20160111,1","

程士傑"
331,"PTDM,104,交簡,2596,20160111,1","

程士傑"
332,"PTDM,105,交簡,22,20160115,1","

孫少輔"
333,"PTDM,105,交簡,2518,20160106,1","

鄭琬薇"
334,"PTDM,105,交簡,2546,20160106,1","

鄭琬薇"
335,"PTDM,105,交簡,35,20160127,1","

李宗濡"
336,"PTDM,105,交簡,63,20160126,1","

程士傑"
337,"PTDM,105,交簡,83,20160115,1","

孫少輔"
338,"PTDM,105,交簡,89,20160125,1","

劉明潔"
339,"SCDM,104,審交簡,733,20160114,1","

黃美文"
340,"SCDM,104,竹交簡,646,20160104,1","

邱巧寧"
341,"SCDM,104,竹交簡,693,20160119,1","

郭哲宏"
342,"SCDM,104,竹交簡,695,20160119,1","

郭哲宏"
343,"SCDM,104,竹交簡,696,20160126,1","

蔡玉琪"
344,"SCDM,104,竹交簡,711,20160112,1","

莊仁杰"
345,"SCDM,105,審交簡,41,20160114,1","

李毓華"
346,"SDEM,105,沙交簡,26,20160106,1","

林宗成"
347,"SDEM,105,沙交簡,30,20160105,1","

林宗成"
348,"SDEM,105,沙交簡,40,20160106,1","

林宗成"
349,"SDEM,105,沙交簡,42,20160129,1","

林宗成"
350,"SDEM,105,沙交簡,51,20160129,1","

林宗成"
351,"SDEM,105,沙交簡,60,20160115,1","

林宗成"
352,"SDEM,105,沙交簡,89,20160129,1","

林宗成"
353,"SLEM,105,士交簡,1,20160115,1","

張嘉芬"
354,"SLEM,105,士交簡,1,20160118,1","

張嘉芬"
355,"SLEM,105,士交簡,100,20160129,1","

張嘉芬"
356,"SLEM,105,士交簡,105,20160130,1","

張嘉芬"
357,"SLEM,105,士交簡,113,20160130,1","

張嘉芬"
358,"SLEM,105,士交簡,121,20160130,1","

張嘉芬"
359,"SLEM,105,士交簡,122,20160130,1","

張嘉芬"
360,"SLEM,105,士交簡,123,20160130,1","

張嘉芬"
361,"SLEM,105,士交簡,20,20160115,1","

張嘉芬"
362,"SLEM,105,士交簡,20,20160118,1","

張嘉芬"
363,"SLEM,105,士交簡,25,20160115,1","

張嘉芬"
364,"SLEM,105,士交簡,25,20160118,1","

張嘉芬"
365,"SLEM,105,士交簡,26,20160115,1","

張嘉芬"
366,"SLEM,105,士交簡,26,20160118,1","

張嘉芬"
367,"SLEM,105,士交簡,30,20160115,1","

張嘉芬"
368,"SLEM,105,士交簡,30,20160118,1","

張嘉芬"
369,"SLEM,105,士交簡,32,20160115,1","

張嘉芬"
370,"SLEM,105,士交簡,32,20160118,1","

張嘉芬"
371,"SLEM,105,士交簡,33,20160115,1","

張嘉芬"
372,"SLEM,105,士交簡,33,20160118,1","

張嘉芬"
373,"SLEM,105,士交簡,34,20160115,1","

張嘉芬"
374,"SLEM,105,士交簡,34,20160118,1","

張嘉芬"
375,"SLEM,105,士交簡,40,20160115,1","

張嘉芬"
376,"SLEM,105,士交簡,40,20160118,1","

張嘉芬"
377,"SLEM,105,士交簡,52,20160118,1","

張嘉芬"
378,"SLEM,105,士交簡,56,20160118,1","

張嘉芬"
379,"SLEM,105,士交簡,62,20160129,1","

張嘉芬"
380,"SLEM,105,士交簡,66,20160118,1","

張嘉芬"
381,"SLEM,105,士交簡,7,20160115,1","

張嘉芬"
382,"SLEM,105,士交簡,7,20160118,1","

張嘉芬"
383,"SLEM,105,士交簡,74,20160118,1","

張嘉芬"
384,"SLEM,105,士交簡,81,20160118,1","

張嘉芬"
385,"SLEM,105,士交簡,84,20160118,1","

張嘉芬"
386,"SLEM,105,士交簡,92,20160129,1","

張嘉芬"
387,"SLEM,105,士交簡,93,20160129,1","

張嘉芬"
388,"TCDM,104,中交簡,3861,20160114,1","

蕭一弘"
389,"TCDM,104,中交簡,4091,20160114,1","

陳翌欣"
390,"TCDM,104,中交簡,4125,20160111,1","

王靖茹"
391,"TCDM,104,中交簡,4141,20160114,1","

劉奕榔"
392,"TCDM,104,中交簡,4159,20160121,1","

胡芷瑜"
393,"TCDM,104,審交簡,1612,20160105,1","

鍾堯航"
394,"TCDM,104,審交簡,1651,20160105,1","

許月馨"
395,"TCDM,104,審交簡,1708,20160105,1","

許月馨"
396,"TCDM,104,審交簡,1709,20160108,1","

許月馨"
397,"TCDM,104,審交簡,1726,20160119,1","

許月馨"
398,"TCDM,104,審交簡,1735,20160119,1","

許月馨"
399,"TCDM,104,審交簡,1736,20160119,1","

許月馨"
400,"TCDM,104,審交簡,1747,20160104,1","

黃龍忠"
401,"TCDM,104,審交簡,1756,20160118,1","

鄭舜元"
402,"TCDM,104,審交簡,1763,20160104,1","

黃龍忠"
403,"TCDM,105,中交簡,1,20160108,1","

陳翌欣"
404,"TCDM,105,中交簡,104,20160127,1","

黃佳琪"
405,"TCDM,105,中交簡,106,20160126,1","

江彥儀"
406,"TCDM,105,中交簡,133,20160122,1","

廖素琪"
407,"TCDM,105,中交簡,134,20160118,1","

簡源希"
408,"TCDM,105,中交簡,135,20160127,1","

蔡美華"
409,"TCDM,105,中交簡,139,20160129,1","

黃玉琪"
410,"TCDM,105,中交簡,140,20160120,1","

郭振杰"
411,"TCDM,105,中交簡,15,20160125,1","

唐中興"
412,"TCDM,105,中交簡,156,20160128,1","

陳翌欣"
413,"TCDM,105,中交簡,168,20160122,1","

陳怡君"
414,"TCDM,105,中交簡,176,20160118,1","

李秋娟"
415,"TCDM,105,中交簡,191,20160128,1","

陳翌欣"
416,"TCDM,105,中交簡,203,20160122,1","

陳怡君"
417,"TCDM,105,中交簡,217,20160119,1","

蔡美華"
418,"TCDM,105,中交簡,219,20160126,1","

黃齡玉"
419,"TCDM,105,中交簡,225,20160121,1","

曾佩琦"
420,"TCDM,105,中交簡,235,20160121,1","

王品惠"
421,"TCDM,105,中交簡,249,20160128,1","

黃司熒"
422,"TCDM,105,中交簡,25,20160122,1","

陳怡君"
423,"TCDM,105,中交簡,257,20160126,1","

曾佩琦"
424,"TCDM,105,中交簡,264,20160130,1","

陳翌欣"
425,"TCDM,105,中交簡,282,20160130,1","

陳怡君"
426,"TCDM,105,中交簡,304,20160130,1","

林芳如"
427,"TCDM,105,中交簡,327,20160130,1","

蔡美華"
428,"TCDM,105,中交簡,328,20160130,1","

林芳如"
429,"TCDM,105,中交簡,34,20160107,1","

黃齡玉"
430,"TCDM,105,中交簡,39,20160107,1","

蔡美華"
431,"TCDM,105,中交簡,41,20160113,1","

陳翌欣"
432,"TCDM,105,中交簡,43,20160125,1","

王靖茹"
433,"TCDM,105,中交簡,68,20160119,1","

唐中興"
434,"TCDM,105,中交簡,73,20160118,1","

陳翌欣"
435,"TCDM,105,中交簡,75,20160111,1","

李秋娟"
436,"TCDM,105,中交簡,84,20160108,1","

蔡美華"
437,"TCDM,105,中交簡,85,20160128,1","

黃司熒"
438,"TCDM,105,中交簡,9,20160112,1","

簡源希"
439,"TCDM,105,審交簡,123,20160130,1","

劉麗瑛"
440,"TCDM,105,審交簡,16,20160127,1","

鄭舜元"
441,"TCDM,105,審交簡,18,20160113,1","

黃龍忠"
442,"TCDM,105,審交簡,2,20160106,1","

許月馨"
443,"TCDM,105,審交簡,3,20160118,1","

鄭舜元"
444,"TCDM,105,審交簡,30,20160129,1","

張德寬"
445,"TCDM,105,審交簡,45,20160119,1","

劉麗瑛"
446,"TCDM,105,審交簡,47,20160126,1","

鍾堯航"
447,"TCDM,105,審交簡,49,20160128,1","

鍾堯航"
448,"TCDM,105,審交簡,54,20160125,1","

簡芳潔"
449,"TCDM,105,審交簡,58,20160121,1","

黃龍忠"
