,案號,刑期,呼氣酒精濃度,是否累犯,是否坦承犯行,有無出現交通事故,有無乘客,是否為職業駕駛,交通工具,家庭經濟,教育程度,除酒駕以外的交通違規,易科罰金,併科罰金
18,"CHDM,109,交簡,65,20200131,1",2 months,0.48毫克/公升,No,是,無,無,否,普通重型機車,勉強維持,高中畢業,無,"NT$1,000 per day","NT$45,000"
19,"CHDM,109,交簡,78,20200131,1",2 months,0.5138 毫克/公升,no,是,無,無,無,自小客車,未提及,未提及,頂替罪（被告黄仁傑）,"NT$1,000 per day",0元
20,"CHDM,109,交簡,80,20200107,1",6 months,0.70毫克/公升,yes,是,是,無,否,普通重型機車,小康,國中畢業,無,"NT$1,000 per day",0元
21,"CHDM,109,交簡,99,20200114,1",5 months,未提及,否,是,未提及,未提及,否,普通重型機車,未提及,未提及,未提及,可,0元
22,"CPEM,108,竹北交簡,528,20200106,1",2 months,0.51毫克/公升,No,否,否,否,否,電動自行車,勉持,高職畢業,無,Yes,"NT$10,000"
23,"CPEM,108,竹北交簡,546,20200120,1",2 months,0.76毫克/公升,否,是,否,不明,否,機車,勉持,高中畢業,不明,"可易科罰金，NT$1,000 per day",0元
24,"CPEM,108,竹北交簡,563,20200120,1",3 months,0.26毫克/公升,yes,是,否,不明,不明,機車,小康,國中畢業,無,"NT$1,000 per day",0元
25,"CPEM,108,竹東交簡,210,20200109,1",6 months,0.34毫克/公升,yes,是,否,否,否,自用小客車,小康,高職肄業,無,"NT$1,000 per day",0元
26,"CPEM,109,竹北交簡,1,20200130,1",3 months,0.54毫克/公升,no,否認初，後坦承,否,不明,不明,機車,不明,不明,不明,yes,"NT$15,000"
27,"CPEM,109,竹北交簡,8,20200110,1",3 months,0.52毫克/公升,no,是,是,無,否,自用小客車,勉持之生活狀況,大學畢業,追撞他人駕駛之自用小客車,"yes, NT$1,000 per day",0元
28,"CTDM,108,交簡,2897,20200108,1",5 months,0.90毫克/公升,no,是,否,否,否,普通重型機車,小康,高中畢業,騎車未戴安全帽,yes,"NT$10,000"
29,"CTDM,108,交簡,2898,20200107,1",6 months,0.56毫克/公升,yes,是,否,否,否,普通重型機車,勉持,國中畢業,抽菸,"NT$1,000 per day",0元
30,"CTDM,108,交簡,3038,20200108,1",6 months,0.34毫克/公升,yes,是,否,是,否,普通重型機車,小康,高中畢業,未戴安全帽,yes,20000元
31,"CTDM,108,交簡,3246,20200106,1",4 months,每公升1.59毫克,no,是,是,否,否,自用小貨車,無收入,國中畢業,無,yes,"NT$15,000"
32,"CTDM,108,交簡,3287,20200102,1",5 months,0.36毫克/公升,yes,是,否,不明,否,普通重型機車,尚可,國小畢業,無,"NT$1,000 per day",0元
33,"CTDM,108,交簡,3291,20200102,1",3 months,0.29毫克/公升,Yes,是,否,無,否,機車,勉持,高中畢業,肇事逃逸,Yes,"NT$15,000"
34,"CTDM,108,交簡,3405,20200109,1",2 months,0.25毫克/公升,否,是,否,否,否,普通重型機車,勉持,國中畢業,公共危險罪（有期徒刑以上）,可易科罰金,0元
35,"CTDM,109,交簡,11,20200107,1",3 months,0.44毫克/公升,no,是,否,否,否,機車,勉持,高中畢業,無,yes,20000元
36,"CTDM,109,交簡,12,20200107,1",4 months,0.35毫克/公升,yes,是,否,否,否,機車,勉持,國小畢業,無,yes,"NT$5,000"
37,"CTDM,109,交簡,17,20200107,1",3 months,0.59毫克/公升,Yes,是,否,無,否,機車,小康,高中畢業,無照騎乘機車,Yes,25000元
38,"CTDM,109,交簡,173,20200121,1",3 months,0.37毫克/公升,No,是,否,不明,否,機車,勉持,國中畢業,停紅燈超越停止線,Yes,"NT$15,000"
39,"CTDM,109,交簡,199,20200120,1",6 months,0.55毫克/公升,no,是,否,無,否,機車,貧寒,國中畢業,無,yes,"NT$10,000"
40,"CTDM,109,交簡,204,20200131,1",4 months,0.28毫克/公升,yes,是,否,否,否,普通重型機車,勉持,國中畢業,無,yes,0元
41,"CTDM,109,交簡,215,20200120,1",4 months,0.29毫克/公升,yes,是,否,無,否,機車,勉持,高職畢業,無,"NT$1,000 per day",0元
42,"CTDM,109,交簡,24,20200108,1",5 months,0.89毫克/公升,yes,是,無,無,否,電動車,勉持,小學畢業,無,yes,20000元
43,"CTDM,109,交簡,25,20200109,1",2 months,0.91毫克/公升,no,是,否,否,否,輕型機車,勉持,國小畢業,無,yes,"20,000元"
44,"CTDM,109,交簡,3,20200109,1",2 months,0.32毫克/公升,否,是,否,否,否,普通重型機車,勉持,國中畢業,闖紅燈,可,0元
45,"CTDM,109,交簡,78,20200114,1",3 months,0.32毫克/公升,Yes,是,否,不明,否,機車,勉持,高職畢業,無,Yes,"NT$15,000"
46,"CTDM,109,交簡,8,20200108,1",2 months,0.53毫克/公升,no,是,否,否,否,普通重型機車,小康,高中肄業,無,yes,"NT$10,000"
47,"CTDM,109,交簡,96,20200120,1",6 months,0.90毫克/公升,yes,是,否,否,否,普通重型機車,無業,國小畢業,公共危險案件,yes,"NT$15,000"
48,"CTDM,109,交簡,97,20200114,1",5 months,0.36毫克/公升,yes,是,否,不明,否,普通重型機車,不佳,高職畢業,無,yes,"30,000元"
49,"CYDM,109,嘉交簡,102,20200131,1",3 months,0.61毫克/公升,No,是,否,不明,否,不明,勉持,高職畢業,不明,"NT$1,000 per day",0元
50,"CYDM,109,嘉交簡,105,20200131,1",2 months,每公升0.28毫克,否,是,否,無,否,普通重型機車,家境清寒,高職畢業,停等紅燈超越停止線,"可易科罰金，NT$1,000 per day",0元
51,"CYDM,109,嘉交簡,19,20200113,1",3 months,0.58毫克,no,是,否,不明,否,自用小客車,勉持,大學畢業,無,"NT$1,000 per day",0元
52,"CYDM,109,嘉交簡,23,20200108,1",4 months,1.486MG/L,否,是,是,否,否,小客車,貧寒,高職畢業,無（但曾於89年間、90年間及99年間因酒駕為警查獲）,可易科罰金,0元
53,"CYDM,109,嘉交簡,24,20200106,1",4 months,1.12毫克/公升,否,是,否,不明,否,自用小貨車,勉持,高中肄業,闖紅燈,"可易科罰金，NT$1,000 per day",0元
54,"CYDM,109,嘉交簡,3,20200107,1",3 months,0.59毫克/公升,no,是,是,無,否,機車,貧寒,高職肄業,違反麻醉藥品管理條例、竊盜、贓物,"NT$1,000 per day",0元
55,"CYDM,109,嘉交簡,32,20200131,1",5 months,0.83毫克/公升,否,未提及,是,未提及,否,自用小貨車,勉持,國中畢業,未提及,"可易科罰金，NT$1,000 per day",0元
56,"CYDM,109,嘉交簡,58,20200116,1",5 months,1.05毫克/公升,yes,坦承,有,無,否,自用小客車,勉持,高中畢業,無,"NT$1,000 per day",0元
57,"CYDM,109,嘉交簡,60,20200120,1",5 months,0.68毫克,yes,是,是,無,是,營業大貨車,勉持,國中畢業,公共危險案（累犯）,"NT$1,000 per day",0元
58,"CYDM,109,嘉交簡,70,20200130,1",2 months,0.4毫克/公升,No,是,無,無,否,機車,不好,初中二年級肄業,曾有1次酒駕之公共危險案件,"NT$1,000 per day",0元
59,"CYDM,109,嘉交簡,73,20200120,1",4 months,未提及,否,是,是,未提及,否,未提及,未提及,國中畢業,未提及,"可易科罰金，NT$1,000 per day",0元
60,"CYDM,109,嘉交簡,74,20200130,1",4 months,1.05毫克/公升,no,是,是,無,否,普通重型機車,貧寒,國中畢業,肇事逃逸,"yes, NT$1,000 per day","NT$9,000"
61,"CYDM,109,嘉交簡,80,20200121,1",3 months,0.36毫克/公升,no,是,否,否,否,機車,中低收入戶,高職畢業,無,"yes, NT$1,000 per day",0元
62,"CYDM,109,嘉交簡,85,20200131,1",5 months,0.29毫克,yes,是,否,否,否,自用小客車,貧寒,高職畢業,曾於95年、99年間有2次酒後駕車紀錄,"NT$1,000 per day",0元
63,"CYDM,109,嘉交簡,86,20200130,1",3 months,0.31毫克/公升,yes,是,無,無,否,機車,貧寒,高職畢業,無,"yes, NT$1,000 per day","NT$9,000"
64,"CYDM,109,嘉交簡,89,20200130,1",4 months,0.90毫克/公升,no,是,是,無,否,普通重型機車,勉持,國中畢業,無,"yes, NT$1,000 per day",0元
65,"CYDM,109,朴交簡,11,20200121,1",5 months,0.39毫克,yes,是,否,否,否,自用小客車,小康,高中肄業,無,"NT$1,000 per day",0元
66,"FYEM,109,豐交簡,1,20200116,1",5 months,0.47毫克/公升,yes,是,無,無,否,機車,小康,高職畢業,無,"NT$1,000 per day",0元
67,"FYEM,109,豐交簡,10,20200116,1",4 months,0.81毫克/公升,yes,是,無,無,否,機車,貧寒,高職畢業,無,"NT$1,000 per day",0元
68,"FYEM,109,豐交簡,14,20200116,1",4 months,0.39毫克/公升,yes,是,無,無,否,機車,小康,五專畢業,無,"NT$1,000 per day",0元
69,"FYEM,109,豐交簡,15,20200116,1",2 months,0.38毫克/公升,否,坦承,無,無,否,動力交通工具,勉持,國中畢業,無,"可易科罰金，NT$1,000 per day",0元
70,"FYEM,109,豐交簡,31,20200121,1",5 months,0.29毫克/公升,yes,是,無,無,否,機車,勉持之生活狀況,高職畢業,無,"NT$1,000 per day",0元
71,"FYEM,109,豐交簡,32,20200121,1",4 months,0.31毫克/公升,yes,是,無,無,否,機車,勉持之生活狀況,國中肄業,無,"NT$1,000 per day",0元
72,"FYEM,109,豐交簡,37,20200121,1",5 months,0.37毫克/公升,yes,是,無,無,否,機車,勉持之生活狀況,國中畢業,無,"NT$1,000 per day",0元
73,"FYEM,109,豐交簡,38,20200121,1",3 months,1.02毫克/公升,否,是,無,無,否,機車,小康,國中畢業,無,"可易科罰金，NT$1,000 per day",0元
74,"FYEM,109,豐交簡,42,20200120,1",5 months,1.07毫克/公升,yes,是,是,無,否,機車,勉持之生活狀況,國中畢業,無,"NT$1,000 per day",0元
75,"FYEM,109,豐交簡,54,20200121,1",3 months,0.57毫克/公升,否,是,是,無,否,小客貨車,勉持之生活狀況,小學畢業,無,"可易科罰金，NT$1,000 per day",0元
76,"FYEM,109,豐交簡,69,20200121,1",4 months,0.36毫克/公升,yes,是,無,無,否,機車,勉持之生活狀況,高職畢業,無,"NT$1,000 per day",0元
77,"HLDM,109,交簡,1,20200107,1",6 months,1.14毫克/公升,yes,是,否,否,是,車,勉持,國小畢業,3次不能安全駕駛致交通危險案件,"NT$1,000 per day",0元
78,"HLDM,109,交簡,2,20200109,1",6 months,0.97毫克/公升,否,是,否,否,否,普通重型機車,小康,專科肄業,無照駕駛,"可易科罰金，NT$2,000 per day",0元
79,"HLDM,109,玉交簡,5,20200114,1",2 months,0.32毫克,否,是,否,不明,是,汽機車,勉持,小學畢業,不明,"可易科罰金，NT$1,000 per day",0元
80,"HLDM,109,花交簡,20,20200106,1",2 months,0.30毫克/公升,No,是,否,否,否,普通重型機車,小康,國中畢業,無,"NT$1,000 per day",0元
81,"HLDM,109,花交簡,26,20200116,1",5 months,0.32毫克/公升,yes,是,否,無,否,普通重型機車,貧寒,國小畢業,無,"NT$1,000 per day",0元
82,"HLDM,109,花交簡,8,20200103,1",3 months,0.43毫克/公升,yes,是,否,不明,否,重型機車,勉持,大學畢業,未依規定使用方向燈,"NT$1,000 per day",0元
83,"ILDM,108,交簡,1005,20200102,1",易科罰金,0.31毫克/公升,否,是,否,不明,否,自用小客貨車,小康,國中畢業,曾經犯不能安全駕駛之公共危險案件,,不是易科罰金，是指刑期外另外的罰金。
84,"ILDM,108,交簡,1006,20200102,1",3 months,0.76毫克/公升,yes,是,否,不明,否,自用小客車,勉持,高中畢業,無,"NT$1,000 per day",0元
85,"ILDM,108,交簡,1116,20200122,1",5 months,0.53mg/L,yes,是,否,否,否,普通重型機車,不明,不明,無駕駛執照,"NT$1,000 per day",0元
86,"ILDM,108,交簡,1153,20200103,1",6 months,0.43毫克/公升,yes,是,否,否,否,普通重型機車,勉持之生活狀況,國中畢業,未戴安全帽,"NT$1,000 per day",0元
87,"ILDM,109,交簡,30,20200113,1",5 months,0.70毫克/公升,yes,是,是,否,否,普通輕型機車,小康,高中畢業,駕照業經酒駕吊銷,"NT$1,000 per day",0元
88,"ILDM,109,交簡,33,20200131,1",2 months,1.065毫克/公升,No,是,是,無,否,電動腳踏車,小康,高職畢業,無,"NT$1,000 per day",0元
89,"ILDM,109,交簡,41,20200117,1",4 months,0.36毫克/公升,yes,是,否,否,否,自用小客車,勉持之生活狀況,國中肄業,無照駕駛,"NT$1,000 per day",0元
90,"ILDM,109,交簡,48,20200113,1",2 months,0.67毫克/公升,No,是,否,否,否,機車,小康,高中肄業,無,"NT$1,000 per day",0元
91,"ILDM,109,交簡,49,20200131,1",3 months,0.63毫克/公升,否,是,是,不明,不明,車輛,不明,不明,曾因不能安全駕駛致交通危險案件,可,0元
92,"ILDM,109,交簡,58,20200131,1",5 months,0.41毫克/公升,yes,是,否,否,否,自用小客車,勉持之生活狀況,高中肄業,駕照業經酒駕吊銷,"NT$1,000 per day",0元
93,"KLDM,109,基交簡,1,20200114,1",3 months,0.52毫克/公升,否,是,否,不明,否,機車,勉持,小學畢業,不明,可易科罰金,0元
94,"KLDM,109,基交簡,17,20200130,1",3 months,0.47毫克/公升,yes,否,否,不明,否,動力交通工具,不明,專科畢業,不明,"NT$1,000 per day",0元
95,"KLDM,109,基交簡,20,20200107,1",3 months,0.46毫克/公升,No,否,是,未提及,是,漁船,小康,國小畢業,曾因酒後駕車之公共危險案件經臺灣高雄地方檢察署檢察官以100年度偵字第2728號為緩起訴處分確定,"NT$1,000 per day",0元
96,"KLDM,109,基交簡,22,20200130,1",2 months,0.34毫克/公升,No,是,否,不明,否,普通重型機車,不明,高職畢業,不明,"NT$1,000 per day",0元
97,"KLDM,109,基交簡,40,20200122,1",4 months,未提及,no,是,否,未提及,否,動力交通工具,小康,大專畢業,未提及,yes,0元
98,"KLDM,109,基交簡,43,20200131,1",3 months,0.78毫克/公升,no,是,是,無,否,自用小客貨車,小康,國中畢業,追撞前車,"yes, NT$1,000 per day",0元
99,"KLDM,109,基交簡,47,20200131,1",2 months,未提及,否,是,否,未提及,否,未提及,勉持,國中畢業,未提及,可,0元
100,"KLDM,109,基交簡,50,20200130,1",2 months,0.61毫克,No,是,否,否,否,自小客車,不富裕,未提及,未提及,Yes,"60,000元"
101,"KLDM,109,基交簡,7,20200107,1",5 months,0.69毫克/公升,yes,是,否,否,否,普通重型機車,勉持,國中肄業,無,"NT$1,000 per day",0元
102,"KLDM,109,基交簡,8,20200106,1",3 months,0.32毫克/公升,否,是,否,不明,否,普通重型機車,勉持,國小畢業,無,可易科罰金,0元
103,"KSDM,108,交簡,3271,20200106,1",3 months,未提及,yes,是,否,未提及,未提及,普通重型機車,未提及,智識程度,未提及,"NT$1,000 per day",0元
104,"KSDM,108,交簡,3304,20200106,1",4 months,未指定,yes,是,是,未指定,未指定,動力交通工具,未指定,智識程度,未指定,yes,0元
105,"KSDM,108,交簡,3315,20200108,1",2 months,0.51毫克/公升,yes,是,是,無,否,普通重型機車,低收入戶,高職畢業,無,"NT$1,000 per day",0元
106,"KSDM,108,交簡,3393,20200108,1",4 months,未指定,yes,是,否,未指定,未指定,動力交通工具,未指定,智識程度,未指定,"NT$1,000 per day",0元
107,"KSDM,108,交簡,3395,20200108,1",4 months,未指定,yes,是,否,未指定,未指定,動力交通工具,未指定,智識程度,未指定,"NT$1,000 per day",0元
108,"KSDM,108,交簡,3452,20200113,1",6 months,未指定,yes,是,是,未指定,未指定,動力交通工具,未指定,智識程度,未指定,yes,"NT$100,000"
109,"KSDM,108,交簡,3500,20200103,1",4 months,"0.33毫克/公升 (first offense), 0.79毫克/公升 (second offense)",yes,否,否,否,否,電動輔助自行車,勉持,國中肄業,未二段式左轉,yes,0元
110,"KSDM,108,交簡,3504,20200102,1",6 months,0.88毫克/公升,yes,是,否,無,否,普通重型機車,勉持,國中畢業,無,yes,20000元
111,"KSDM,108,交簡,3509,20200102,1",2 months,0.41毫克/公升,no,是,否,不明,否,普通重型機車,貧寒,高職畢業,無,yes,"NT$5,000"
112,"KSDM,108,交簡,3514,20200131,1",5 months,未提及,yes,是,否,未提及,未提及,動力交通工具,未提及,智識程度,未提及,yes,25000元
113,"KSDM,108,交簡,3524,20200102,1",3 months,0.31毫克/公升,否,是,否,否,否,電動自行車,小康,專科畢業,無,可,0元
114,"KSDM,108,交簡,3525,20200117,1",3 months,0.41毫克/公升,yes,是,否,不明,不明,普通重型機車,不明,智識程度,不明,"NT$1,000 per day",0元
115,"KSDM,108,交簡,3537,20200102,1",3 months,0.35毫克/公升,no,是,否,不明,否,普通重型機車,勉持,國中肄業,肇事逃逸、竊盜、施用毒品,yes,0元
116,"KSDM,108,交簡,3541,20200103,1",3 months,每公升0.93毫克,no,是,是,無,否,普通重型機車,勉持,國小畢業,無,yes,"NT$10,000"
117,"KSDM,108,交簡,3549,20200131,1",4 months,0.63毫克/公升,否,是,否,否,否,普通重型機車,未明確,智識程度,無,可,0元
118,"KSDM,108,交簡,3556,20200103,1",2 months,0.51毫克/公升,No,是,否,無,否,普通重型機車,未明確披露，但有記錄,未明確披露，但有記錄,無,"NT$1,000 per day",0元
119,"KSDM,108,交簡,3557,20200102,1",4 months,0.26毫克/公升,否,是,否,否,否,普通重型機車,勉持,高職畢業,無,可,0元
120,"KSDM,108,交簡,3558,20200103,1",3 months,0.52毫克/公升,no,是,是,無,否,自用小客車,勉持,國中畢業,無,yes,0元
121,"KSDM,108,交簡,3559,20200117,1",3 months,0.29毫克/公升,否,是,否,不明,否,普通重型機車,不明,智識程度,無,可,0元
122,"KSDM,108,交簡,3564,20200117,1",3 months,0.44毫克/公升,no,是,否,不明,否,自用小客車,不明,智識程度,無照駕駛,yes,0元
123,"KSDM,108,交簡,3567,20200117,1",2 months,0.46毫克/公升,no,是,是,無,否,普通重型機車,未明確,智識程度,無,yes,"NT$10,000"
124,"KSDM,108,交簡,3572,20200102,1",3 months,0.69毫克/公升,no,是,否,無,否,普通重型機車,勉持,國中畢業,無,yes,20000元
125,"KSDM,108,交簡,3574,20200102,1",2 months,0.68毫克/公升,no,是,否,否,否,普通重型機車,貧寒,高職畢業,無,yes,"NT$10,000"
126,"KSDM,108,交簡,3577,20200117,1",2 months,0.25毫克/公升,否,是,否,不明,否,普通重型機車,不明,智識程度,無照騎乘,"可易科罰金，NT$1,000 per day",0元
127,"KSDM,108,交簡,3579,20200117,1",3 months,0.58毫克/公升,yes,是,否,不明,否,普通重型機車,不明,智識程度,無,yes,"NT$10,000"
128,"KSDM,108,交簡,3580,20200103,1",3 months,0.79毫克/公升,否,是,是,無,否,自用小客車,未提及,未提及,未提及,可,0元
129,"KSDM,108,交簡,3586,20200117,1",3 months,0.53毫克/公升,no,是,是,否,否,普通重型機車,未明確,智識程度,無,yes,"NT$15,000"
130,"KSDM,108,交簡,3591,20200102,1",3 months,0.25毫克/公升,no,是,否,無,否,普通重型機車,小康,國中畢業,無,yes,"NT$10,000"
131,"KSDM,108,交簡,3592,20200103,1",5 months,0.84毫克/公升,yes,是,否,無,否,自用小客車,小康,高職畢業,違反槍砲彈藥刀械管制條例、公共危險罪,"NT$1,000 per day",0元
132,"KSDM,108,交簡,3593,20200117,1",4 months,0.63毫克/公升,yes,是,否,無,否,普通重型機車,未明確,智識程度,有他次酒駕前科,yes,20000元
133,"KSDM,108,交簡,3595,20200103,1",5 months,0.57毫克/公升,yes,是,否,無,否,自用小客貨車,勉持,二、三專畢業,無,yes,0元
134,"KSDM,108,交簡,3606,20200117,1",8 months,附件一、二所示濃度,yes,坦承,無,無,否,自用小貨車,自述之家庭經濟狀況,自述之智識程度,無,yes,"30,000元"
135,"KSDM,108,交簡,3607,20200103,1",5 months,0.37毫克/公升,yes,是,否,否,否,普通重型機車,勉持,高職畢業,有2次酒駕經查獲,"NT$1,000 per day",0元
136,"KSDM,108,交簡,3608,20200117,1",2 months,0.46毫克/公升,no,是,否,不明,否,普通重型機車,不明,智識程度,無,yes,"NT$15,000"
137,"KSDM,108,交簡,3610,20200102,1",3 months,0.66毫克/公升,no,是,否,無,否,普通重型機車,勉持,專科肄業,無,yes,"NT$10,000"
138,"KSDM,108,交簡,3612,20200103,1",3 months,0.41毫克/公升,no,是,否,無,否,自用小貨車,未明確披露,未明確披露,無,yes,0元
139,"KSDM,108,交簡,3626,20200102,1",2 months,0.58毫克/公升,no,是,是,無,否,普通重型機車,勉持,國中畢業,無,yes,"NT$15,000"
140,"KSDM,108,交簡,3636,20200103,1",2 months,0.34毫克/公升,否,是,否,否,否,普通重型機車,未提供具體資料，但有記錄,未提供具體資料，但有記錄,未提及,可,0元
141,"KSDM,108,交簡,3637,20200117,1",4 months,1.03毫克/公升,No,是,否,不明,否,普通重型機車,不明,不明,無,Yes,25000元
142,"KSDM,108,交簡,3640,20200117,1",5 months,0.52毫克/公升,yes,是,否,無,否,普通重型機車,未明確,智識程度未明確,有他次酒駕前科,yes,20000元
143,"KSDM,108,交簡,3641,20200102,1",2 months,0.28毫克/公升,否,是,否,無,否,普通重型機車,勉持,高中肄業,無,可,0元
144,"KSDM,108,交簡,3645,20200102,1",3 months,0.25毫克/公升,no,是,否,無,否,普通重型機車,小康,大學畢業,無,yes,"NT$10,000"
145,"KSDM,108,交簡,3647,20200103,1",4 months,0.81毫克/公升,否,是,否,無,否,普通重型機車,見警詢筆錄受詢問人欄,見警詢筆錄受詢問人欄,無,可,0元
146,"KSDM,108,交簡,3648,20200102,1",4 months,0.47毫克/公升,no,是,否,無,否,普通重型機車,小康,專科畢業,無,yes,"NT$5,000"
147,"KSDM,108,交簡,3650,20200102,1",2 months,1.05毫克/公升,no,是,否,不明,否,普通重型機車,勉持,高職畢業,不明,yes,25000元
148,"KSDM,108,交簡,3652,20200103,1",4 months,0.28毫克/公升,yes,是,否,否,否,普通重型機車,小康,五專畢業,無照騎乘,"NT$1,000 per day",0元
149,"KSDM,108,交簡,3653,20200103,1",4 months,"0.33毫克/公升 (first offense), 0.79毫克/公升 (second offense)",yes,否,否,否,否,電動輔助自行車,勉持,國中肄業,未二段式左轉,yes,0元
150,"KSDM,108,交簡,3655,20200117,1",5 months,0.96毫克/公升,yes,是,否,無,否,普通重型機車,未明確提及,智識程度未明確提及,有他次酒駕前科,"NT$1,000 per day",0元
151,"KSDM,108,交簡,3657,20200117,1",8 months,附件一、二所示濃度,yes,坦承,無,無,否,自用小貨車,未明確,智識程度,無,yes,"30,000元"
152,"KSDM,108,交簡,3664,20200117,1",3 months,0.48毫克/公升,否,是,否,不明,否,普通重型機車,不明,智識程度,無,可,0元
153,"KSDM,108,交簡,3665,20200102,1",4 months,0.76毫克/公升,no,是,否,無,否,普通重型機車,勉持,國中畢業,無,yes,0元
154,"KSDM,108,交簡,3666,20200102,1",5 months,0.45毫克/公升,否,是,否,不明,否,普通重型機車,勉持,高職畢業,無照駕車,可,0元
155,"KSDM,108,交簡,3667,20200102,1",4 months,0.65毫克/公升,yes,是,否,無,否,普通重型機車,貧寒,國中畢業,無,yes,"NT$10,000"
156,"KSDM,108,交簡,3668,20200107,1",4 months,0.66毫克/公升,否,是,無,無,否,自小客貨車,貧寒,國中畢業,無,可,0元
157,"KSDM,108,交簡,3671,20200103,1",3 months,0.61毫克/公升,yes,是,否,否,否,普通重型機車,勉持,高中肄業,無,"NT$1,000 per day",0元
158,"KSDM,108,交簡,3673,20200102,1",3 months,0.8毫克/公升,No,是,是,無,否,普通重型機車,勉持之生活狀況,國中畢業,無,Yes,20000元
159,"KSDM,108,交簡,3674,20200117,1",3 months,0.95毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,不明,yes,"NT$10,000"
160,"KSDM,108,交簡,3676,20200117,1",2 months,0.63毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,不明,yes,"20,000元"
161,"KSDM,108,交簡,3677,20200103,1",3 months,0.42毫克/公升,no,是,無,無,否,普通重型機車,勉持,高職畢業,無照騎車,yes,0元
162,"KSDM,108,交簡,3681,20200102,1",4 months,0.90毫克/公升,否,是,否,否,否,普通重型機車,小康,大學畢業,未打方向燈,可,0元
163,"KSDM,108,交簡,3683,20200103,1",3 months,0.83毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,無,yes,0元
164,"KSDM,108,交簡,3687,20200117,1",4 months,0.71毫克/公升,yes,是,否,無,否,普通重型機車,未明確,智識程度,有他次酒駕前科,"NT$1,000 per day",0元
165,"KSDM,108,交簡,3688,20200117,1",3 months,0.27毫克/公升,no,是,否,不明,否,自用小客車,不明,不明,無照駕駛,yes,20000元
166,"KSDM,108,交簡,3689,20200102,1",4 months,0.66毫克/公升,yes,是,否,否,否,普通重型機車,勉持,國中畢業,無照駕車,"NT$1,000 per day",0元
167,"KSDM,108,交簡,3690,20200103,1",4 months,0.26毫克/公升,yes,是,否,否,否,普通重型機車,勉持,國中畢業,無,"NT$1,000 per day",0元
