,案號,法官
111,"KSDM,103,交簡,7452,20150109,1","

鄭瑋"
112,"KSDM,103,交簡,7454,20150105,1","

葉逸如"
113,"KSDM,103,交簡,7458,20150116,1","

王令冠"
114,"KSDM,103,交簡,7459,20150114,1","

鄭珮玟"
115,"KSDM,103,交簡,7460,20150105,1","

葉逸如"
116,"KSDM,104,交簡,10,20150112,1","

葉逸如"
117,"KSDM,104,交簡,110,20150109,1","

鄭瑋"
118,"KSDM,104,交簡,111,20150113,1","

鄭瑋"
119,"KSDM,104,交簡,113,20150112,1","

葉逸如"
120,"KSDM,104,交簡,123,20150121,1","

王令冠"
121,"KSDM,104,交簡,126,20150112,1","

柯盛益"
122,"KSDM,104,交簡,128,20150121,1","

王令冠"
123,"KSDM,104,交簡,129,20150122,1","

王令冠"
124,"KSDM,104,交簡,13,20150112,1","

葉逸如"
125,"KSDM,104,交簡,131,20150112,1","

葉逸如"
126,"KSDM,104,交簡,132,20150112,1","

葉逸如"
127,"KSDM,104,交簡,134,20150112,1","

葉逸如"
128,"KSDM,104,交簡,135,20150112,1","

葉逸如"
129,"KSDM,104,交簡,136,20150112,1","

葉逸如"
130,"KSDM,104,交簡,138,20150122,1","

王令冠"
131,"KSDM,104,交簡,14,20150116,1","

王令冠"
132,"KSDM,104,交簡,140,20150112,1","

葉逸如"
133,"KSDM,104,交簡,143,20150109,1","

鄭瑋"
134,"KSDM,104,交簡,144,20150115,1","

陳鑕靂"
135,"KSDM,104,交簡,146,20150122,1","

王令冠"
136,"KSDM,104,交簡,148,20150109,1","

鄭瑋"
137,"KSDM,104,交簡,149,20150114,1","

葉逸如"
138,"KSDM,104,交簡,150,20150112,1","

葉逸如"
139,"KSDM,104,交簡,156,20150112,1","

葉逸如"
140,"KSDM,104,交簡,16,20150121,1","

鄭珮玟"
141,"KSDM,104,交簡,165,20150122,1","

王令冠"
142,"KSDM,104,交簡,166,20150123,1","

王令冠"
143,"KSDM,104,交簡,17,20150126,1","

鄭瑋"
144,"KSDM,104,交簡,171,20150108,1","

柯盛益"
145,"KSDM,104,交簡,179,20150123,1","

王令冠"
146,"KSDM,104,交簡,18,20150112,1","

葉逸如"
147,"KSDM,104,交簡,184,20150112,1","

葉逸如"
148,"KSDM,104,交簡,186,20150114,1","

葉逸如"
149,"KSDM,104,交簡,187,20150114,1","

鄭瑋"
150,"KSDM,104,交簡,188,20150126,1","

鄭珮玟"
151,"KSDM,104,交簡,189,20150114,1","

葉逸如"
152,"KSDM,104,交簡,19,20150116,1","

王令冠"
153,"KSDM,104,交簡,192,20150114,1","

鄭瑋"
154,"KSDM,104,交簡,198,20150112,1","

柯盛益"
155,"KSDM,104,交簡,204,20150120,1","

陳鑕靂"
156,"KSDM,104,交簡,205,20150112,1","

葉逸如"
157,"KSDM,104,交簡,207,20150112,1","

葉逸如"
158,"KSDM,104,交簡,21,20150116,1","

王令冠"
159,"KSDM,104,交簡,211,20150114,1","

葉逸如"
160,"KSDM,104,交簡,215,20150112,1","

葉逸如"
161,"KSDM,104,交簡,216,20150114,1","

鄭瑋"
162,"KSDM,104,交簡,217,20150112,1","

葉逸如"
163,"KSDM,104,交簡,220,20150113,1","

鄭瑋"
164,"KSDM,104,交簡,221,20150126,1","

鄭瑋"
165,"KSDM,104,交簡,222,20150126,1","

鄭珮玟"
166,"KSDM,104,交簡,23,20150112,1","

葉逸如"
167,"KSDM,104,交簡,234,20150108,1","

林柏壽"
168,"KSDM,104,交簡,248,20150123,1","

葉逸如"
169,"KSDM,104,交簡,249,20150120,1","

陳鑕靂"
170,"KSDM,104,交簡,25,20150120,1","

王令冠"
171,"KSDM,104,交簡,252,20150109,1","

柯盛益"
172,"KSDM,104,交簡,254,20150112,1","

葉逸如"
173,"KSDM,104,交簡,256,20150112,1","

柯盛益"
174,"KSDM,104,交簡,259,20150130,1","

鄭瑋"
175,"KSDM,104,交簡,262,20150126,1","

鄭瑋"
176,"KSDM,104,交簡,267,20150113,1","

鄭瑋"
177,"KSDM,104,交簡,275,20150120,1","

葉逸如"
178,"KSDM,104,交簡,276,20150114,1","

鄭瑋"
179,"KSDM,104,交簡,277,20150115,1","

柯盛益"
180,"KSDM,104,交簡,293,20150114,1","

葉逸如"
181,"KSDM,104,交簡,296,20150120,1","

葉逸如"
182,"KSDM,104,交簡,3,20150114,1","

鄭瑋"
183,"KSDM,104,交簡,302,20150113,1","

鄭瑋"
184,"KSDM,104,交簡,306,20150129,1","

鄭珮玟"
185,"KSDM,104,交簡,31,20150116,1","

王令冠"
186,"KSDM,104,交簡,315,20150126,1","

鄭瑋"
187,"KSDM,104,交簡,317,20150114,1","

葉逸如"
188,"KSDM,104,交簡,326,20150119,1","

葉逸如"
189,"KSDM,104,交簡,328,20150127,1","

王令冠"
190,"KSDM,104,交簡,336,20150127,1","

王令冠"
191,"KSDM,104,交簡,337,20150130,1","

鄭瑋"
192,"KSDM,104,交簡,347,20150126,1","

葉逸如"
193,"KSDM,104,交簡,348,20150116,1","

柯盛益"
194,"KSDM,104,交簡,352,20150115,1","

柯盛益"
195,"KSDM,104,交簡,355,20150119,1","

葉逸如"
196,"KSDM,104,交簡,36,20150113,1","

鄭瑋"
197,"KSDM,104,交簡,361,20150120,1","

葉逸如"
198,"KSDM,104,交簡,368,20150119,1","

柯盛益"
199,"KSDM,104,交簡,371,20150127,1","

王令冠"
200,"KSDM,104,交簡,380,20150126,1","

葉逸如"
201,"KSDM,104,交簡,382,20150120,1","

葉逸如"
202,"KSDM,104,交簡,384,20150120,1","

葉逸如"
203,"KSDM,104,交簡,386,20150126,1","

葉逸如"
204,"KSDM,104,交簡,388,20150119,1","

柯盛益"
205,"KSDM,104,交簡,39,20150113,1","

鄭瑋"
206,"KSDM,104,交簡,40,20150112,1","

葉逸如"
207,"KSDM,104,交簡,405,20150120,1","

葉逸如"
208,"KSDM,104,交簡,406,20150120,1","

葉逸如"
209,"KSDM,104,交簡,407,20150129,1","

王令冠"
210,"KSDM,104,交簡,408,20150129,1","

王令冠"
211,"KSDM,104,交簡,412,20150126,1","

葉逸如"
212,"KSDM,104,交簡,414,20150126,1","

葉逸如"
213,"KSDM,104,交簡,416,20150122,1","

柯盛益"
214,"KSDM,104,交簡,418,20150129,1","

王令冠"
215,"KSDM,104,交簡,420,20150123,1","

郭育秀"
216,"KSDM,104,交簡,423,20150130,1","

王令冠"
217,"KSDM,104,交簡,432,20150126,1","

葉逸如"
218,"KSDM,104,交簡,433,20150126,1","

葉逸如"
219,"KSDM,104,交簡,440,20150130,1","

王令冠"
220,"KSDM,104,交簡,442,20150126,1","

葉逸如"
221,"KSDM,104,交簡,444,20150130,1","

王令冠"
222,"KSDM,104,交簡,449,20150130,1","

王令冠"
223,"KSDM,104,交簡,450,20150126,1","

柯盛益"
224,"KSDM,104,交簡,456,20150130,1","

王令冠"
225,"KSDM,104,交簡,460,20150130,1","

王令冠"
226,"KSDM,104,交簡,463,20150122,1","

鄭瑋"
227,"KSDM,104,交簡,464,20150130,1","

王令冠"
228,"KSDM,104,交簡,479,20150130,1","

王令冠"
229,"KSDM,104,交簡,481,20150128,1","

葉逸如"
230,"KSDM,104,交簡,482,20150128,1","

葉逸如"
231,"KSDM,104,交簡,483,20150130,1","

郭育秀"
232,"KSDM,104,交簡,492,20150128,1","

葉逸如"
233,"KSDM,104,交簡,497,20150127,1","

柯盛益"
234,"KSDM,104,交簡,498,20150126,1","

葉逸如"
235,"KSDM,104,交簡,503,20150128,1","

葉逸如"
236,"KSDM,104,交簡,515,20150127,1","

柯盛益"
237,"KSDM,104,交簡,516,20150129,1","

柯盛益"
238,"KSDM,104,交簡,526,20150128,1","

葉逸如"
239,"KSDM,104,交簡,536,20150130,1","

葉逸如"
240,"KSDM,104,交簡,54,20150112,1","

葉逸如"
241,"KSDM,104,交簡,540,20150129,1","

柯盛益"
242,"KSDM,104,交簡,544,20150130,1","

葉逸如"
243,"KSDM,104,交簡,548,20150130,1","

葉逸如"
244,"KSDM,104,交簡,55,20150116,1","

王令冠"
245,"KSDM,104,交簡,568,20150130,1","

葉逸如"
246,"KSDM,104,交簡,571,20150129,1","

柯盛益"
247,"KSDM,104,交簡,578,20150130,1","

葉逸如"
248,"KSDM,104,交簡,58,20150112,1","

葉逸如"
249,"KSDM,104,交簡,582,20150130,1","

葉逸如"
250,"KSDM,104,交簡,6,20150113,1","

鄭瑋"
251,"KSDM,104,交簡,609,20150130,1","

葉逸如"
252,"KSDM,104,交簡,613,20150130,1","

柯盛益"
253,"KSDM,104,交簡,619,20150130,1","

葉逸如"
254,"KSDM,104,交簡,626,20150130,1","

葉逸如"
255,"KSDM,104,交簡,63,20150112,1","

葉逸如"
256,"KSDM,104,交簡,634,20150130,1","

曾建豪"
257,"KSDM,104,交簡,64,20150114,1","

葉逸如"
258,"KSDM,104,交簡,65,20150120,1","

王令冠"
259,"KSDM,104,交簡,66,20150120,1","

王令冠"
260,"KSDM,104,交簡,67,20150120,1","

王令冠"
261,"KSDM,104,交簡,68,20150120,1","

王令冠"
262,"KSDM,104,交簡,69,20150109,1","

鄭瑋"
263,"KSDM,104,交簡,72,20150120,1","

王令冠"
264,"KSDM,104,交簡,74,20150116,1","

鄭珮玟"
265,"KSDM,104,交簡,75,20150114,1","

鄭珮玟"
266,"KSDM,104,交簡,8,20150107,1","

柯盛益"
267,"KSDM,104,交簡,86,20150112,1","

葉逸如"
268,"KSDM,104,交簡,88,20150113,1","

鄭瑋"
269,"KSDM,104,交簡,89,20150108,1","

柯盛益"
270,"KSDM,104,交簡,9,20150109,1","

鄭瑋"
271,"KSDM,104,交簡,91,20150113,1","

鄭瑋"
272,"KSDM,104,交簡,94,20150112,1","

葉逸如"
273,"KSDM,104,交簡,96,20150106,1","

柯盛益"
274,"KSDM,104,交簡,97,20150108,1","

柯盛益"
275,"KSDM,104,交簡,99,20150113,1","

鄭瑋"
276,"MLDM,103,苗交簡,1432,20150130,1","

羅貞元"
277,"MLDM,103,苗交簡,1438,20150130,1","

羅貞元"
278,"MLDM,103,苗交簡,1441,20150130,1","

羅貞元"
279,"MLDM,103,苗交簡,1456,20150130,1","

羅貞元"
280,"MLDM,103,苗交簡,1497,20150130,1","

羅貞元"
281,"NTDM,103,埔交簡,226,20150121,1","

許凱傑"
282,"NTDM,103,埔交簡,231,20150112,1","

許凱傑"
283,"NTDM,103,埔交簡,238,20150129,1","

許凱傑"
284,"NTDM,103,埔交簡,240,20150121,1","

許凱傑"
285,"NTDM,103,埔交簡,242,20150121,1","

許凱傑"
286,"NTDM,103,投交簡,575,20150126,1","

許凱傑"
287,"NTDM,103,投交簡,581,20150112,1","

許凱傑"
288,"NTDM,103,投交簡,584,20150129,1","

許凱傑"
289,"NTDM,103,投交簡,605,20150121,1","

許凱傑"
290,"NTDM,103,投交簡,613,20150121,1","

許凱傑"
291,"NTDM,104,埔交簡,13,20150130,1","

許凱傑"
292,"NTDM,104,埔交簡,20,20150130,1","

許凱傑"
293,"NTDM,104,埔交簡,26,20150130,1","

許凱傑"
294,"NTDM,104,投交簡,17,20150130,1","

許凱傑"
295,"NTDM,104,投交簡,28,20150130,1","

許凱傑"
296,"NTDM,104,投交簡,6,20150130,1","

許凱傑"
297,"PCDM,103,交簡,7645,20150108,1","

徐子涵"
298,"PCDM,103,審交簡,781,20150106,1","

王唯怡"
299,"PCDM,104,交簡,158,20150121,1","

徐蘭萍"
300,"PCDM,104,交簡,159,20150120,1","

胡佩芬"
301,"PCDM,104,交簡,162,20150126,1","

莊哲誠"
302,"PCDM,104,交簡,163,20150127,1","

陳明珠"
303,"PCDM,104,交簡,164,20150121,1","

徐子涵"
304,"PCDM,104,交簡,319,20150130,1","

徐子涵"
305,"PCDM,104,交簡,322,20150130,1","

徐蘭萍"
306,"PCDM,104,交簡,325,20150129,1","

胡佩芬"
307,"PCDM,104,交簡,326,20150130,1","

王屏夏"
308,"PCDM,104,交簡,368,20150130,1","

黎錦福"
309,"PCDM,104,審交簡,1,20150119,1","

王唯怡"
310,"PCDM,104,審交簡,13,20150123,1","

王唯怡"
311,"PCDM,104,審交簡,34,20150122,1","

劉元斐"
312,"PCDM,104,審交簡,43,20150127,1","

王唯怡"
313,"PKEM,103,港交簡,187,20150108,1","

尤開民"
314,"PKEM,103,港交簡,239,20150130,1","

張淵森"
315,"PKEM,103,港交簡,245,20150108,1","

黃偉銘"
316,"PKEM,104,港交簡,10,20150122,1","

廖國勝"
317,"PKEM,104,港交簡,19,20150130,1","

黃偉銘"
318,"PKEM,104,港交簡,3,20150129,1","

黃偉銘"
319,"PKEM,104,港交簡,9,20150120,1","

廖國勝"
320,"PTDM,104,交簡,121,20150129,1","

孫少輔"
321,"PTDM,104,交簡,30,20150126,1","

王廷"
322,"PTDM,104,交簡,47,20150126,1","

王廷"
323,"PTDM,104,交簡,83,20150119,1","

楊宗翰"
324,"SCDM,104,竹交簡,112,20150126,1","

郭哲宏"
325,"SCDM,104,竹交簡,117,20150130,1","

吳宗航"
326,"SCDM,104,竹交簡,14,20150129,1","

魏瑞紅"
327,"SCDM,104,竹交簡,33,20150130,1","

王碩禧"
328,"SCDM,104,竹交簡,52,20150127,1","

江宜穎"
329,"SCDM,104,竹交簡,53,20150116,1","

莊仁杰"
330,"SCDM,104,竹交簡,66,20150126,1","

郭哲宏"
331,"SCDM,104,竹交簡,68,20150129,1","

魏瑞紅"
332,"SCDM,104,竹交簡,79,20150126,1","

郭哲宏"
333,"SCDM,104,竹交簡,88,20150120,1","

林宗穎"
334,"SCDM,104,竹交簡,94,20150119,1","

莊仁杰"
335,"SCDM,104,竹交簡,95,20150127,1","

李政達"
336,"SCDM,104,竹交簡,96,20150126,1","

郭哲宏"
337,"SLDM,104,審交簡,6,20150123,1","

林秀鳳"
338,"SLEM,104,士交簡,109,20150127,1","

張嘉芬"
339,"SLEM,104,士交簡,112,20150127,1","

張嘉芬"
340,"SLEM,104,士交簡,116,20150127,1","

張嘉芬"
341,"SLEM,104,士交簡,13,20150116,1","

張嘉芬"
342,"SLEM,104,士交簡,16,20150116,1","

張嘉芬"
343,"SLEM,104,士交簡,2,20150116,1","

張嘉芬"
344,"SLEM,104,士交簡,23,20150116,1","

張嘉芬"
345,"SLEM,104,士交簡,29,20150116,1","

張嘉芬"
346,"SLEM,104,士交簡,31,20150116,1","

張嘉芬"
347,"SLEM,104,士交簡,4,20150116,1","

張嘉芬"
348,"SLEM,104,士交簡,45,20150116,1","

張嘉芬"
349,"SLEM,104,士交簡,52,20150116,1","

張嘉芬"
350,"SLEM,104,士交簡,53,20150116,1","

張嘉芬"
351,"SLEM,104,士交簡,58,20150123,1","

張嘉芬"
352,"SLEM,104,士交簡,60,20150123,1","

張嘉芬"
353,"SLEM,104,士交簡,68,20150123,1","

張嘉芬"
354,"SLEM,104,士交簡,74,20150123,1","

張嘉芬"
355,"SLEM,104,士交簡,76,20150123,1","

張嘉芬"
356,"SLEM,104,士交簡,81,20150123,1","

張嘉芬"
357,"SLEM,104,士交簡,83,20150123,1","

張嘉芬"
358,"SLEM,104,士交簡,9,20150116,1","

張嘉芬"
359,"SLEM,104,士交簡,90,20150123,1","

張嘉芬"
360,"SLEM,104,士交簡,97,20150123,1","

張嘉芬"
361,"SLEM,104,士交簡,99,20150127,1","

張嘉芬"
362,"TCDM,103,中交簡,4596,20150107,1","

王靖茹"
363,"TCDM,103,中交簡,4617,20150107,1","

王靖茹"
364,"TCDM,103,中交簡,4685,20150105,1","

陳怡君"
365,"TCDM,103,中交簡,4727,20150107,1","

王靖茹"
366,"TCDM,103,中交簡,4784,20150130,1","

黃司熒"
367,"TCDM,103,中交簡,4798,20150121,1","

陳怡君"
368,"TCDM,103,中交簡,4810,20150108,1","

郭振杰"
369,"TCDM,103,審交簡,520,20150105,1","

黃龍忠"
370,"TCDM,104,中交簡,101,20150119,1","

廖欣儀"
371,"TCDM,104,中交簡,171,20150130,1","

蔡美華"
372,"TCDM,104,中交簡,20,20150121,1","

陳怡君"
373,"TCDM,104,中交簡,209,20150130,1","

蔡美華"
374,"TCDM,104,中交簡,239,20150130,1","

蔡美華"
375,"TCDM,104,中交簡,35,20150112,1","

蔡美華"
376,"TCDM,104,中交簡,42,20150113,1","

王品惠"
377,"TCDM,104,中交簡,61,20150123,1","

廖素琪"
378,"TCDM,104,中交簡,72,20150116,1","

蔡美華"
379,"TCDM,104,中交簡,73,20150126,1","

王靖茹"
380,"TCDM,104,中交簡,95,20150123,1","

劉敏芳"
381,"TCDM,104,中交簡,97,20150123,1","

林芳如"
382,"TCDM,104,審交簡,36,20150122,1","

熊祥雲 (Judge Hsiung Hsiang-Yun)"
383,"TCDM,104,審交簡,39,20150126,1","

許月馨"
384,"TCDM,104,審交簡,46,20150129,1","

李嘉益"
385,"TCDM,104,審交簡,47,20150129,1","

熊祥雲 (Judge Hsiung Hsiang-Yun)"
386,"TLEM,104,六交簡,14,20150127,1","

陳定國"
387,"TNDM,104,交簡,10,20150108,1","

鄭彩鳳"
388,"TNDM,104,交簡,100,20150115,1","

吳坤芳"
389,"TNDM,104,交簡,103,20150114,1","

鄧希賢"
390,"TNDM,104,交簡,105,20150112,1","

鄭彩鳳"
391,"TNDM,104,交簡,107,20150113,1","

鄧希賢"
392,"TNDM,104,交簡,109,20150122,1","

吳坤芳"
393,"TNDM,104,交簡,113,20150130,1","

吳坤芳"
394,"TNDM,104,交簡,114,20150114,1","

鄭彩鳳"
395,"TNDM,104,交簡,118,20150114,1","

鄭彩鳳"
396,"TNDM,104,交簡,126,20150116,1","

陳振謙"
397,"TNDM,104,交簡,128,20150120,1","

鄭彩鳳"
398,"TNDM,104,交簡,13,20150108,1","

鄭彩鳳"
399,"TNDM,104,交簡,130,20150120,1","

鄭彩鳳"
400,"TNDM,104,交簡,136,20150121,1","

鄭彩鳳"
401,"TNDM,104,交簡,152,20150121,1","

鄭彩鳳"
402,"TNDM,104,交簡,158,20150128,1","

吳坤芳"
403,"TNDM,104,交簡,161,20150128,1","

鄭彩鳳"
404,"TNDM,104,交簡,164,20150130,1","

鄭彩鳳"
405,"TNDM,104,交簡,168,20150123,1","

鄧希賢"
406,"TNDM,104,交簡,17,20150108,1","

鄭彩鳳"
407,"TNDM,104,交簡,178,20150130,1","

鄭彩鳳"
408,"TNDM,104,交簡,182,20150128,1","

吳坤芳"
409,"TNDM,104,交簡,185,20150130,1","

鄭彩鳳"
410,"TNDM,104,交簡,191,20150130,1","

鄭彩鳳"
411,"TNDM,104,交簡,192,20150130,1","

吳坤芳"
412,"TNDM,104,交簡,209,20150130,1","

鄭彩鳳"
413,"TNDM,104,交簡,211,20150130,1","

鄭彩鳳"
414,"TNDM,104,交簡,214,20150130,1","

鄭彩鳳"
415,"TNDM,104,交簡,220,20150130,1","

鄭彩鳳"
416,"TNDM,104,交簡,225,20150130,1","

鄭彩鳳"
417,"TNDM,104,交簡,226,20150130,1","

吳坤芳"
418,"TNDM,104,交簡,227,20150130,1","

吳坤芳"
419,"TNDM,104,交簡,232,20150130,1","

吳坤芳"
420,"TNDM,104,交簡,26,20150108,1","

鄭彩鳳"
421,"TNDM,104,交簡,27,20150113,1","

吳坤芳"
422,"TNDM,104,交簡,29,20150108,1","

鄭彩鳳"
423,"TNDM,104,交簡,36,20150108,1","

鄭彩鳳"
424,"TNDM,104,交簡,44,20150113,1","

吳坤芳"
425,"TNDM,104,交簡,49,20150108,1","

鄭彩鳳"
426,"TNDM,104,交簡,54,20150109,1","

鄭彩鳳"
427,"TNDM,104,交簡,55,20150109,1","

鄭彩鳳"
428,"TNDM,104,交簡,60,20150113,1","

吳坤芳"
429,"TNDM,104,交簡,65,20150109,1","

鄭彩鳳"
430,"TNDM,104,交簡,69,20150109,1","

鄭彩鳳"
431,"TNDM,104,交簡,71,20150114,1","

鄧希賢"
432,"TNDM,104,交簡,79,20150109,1","

鄭彩鳳"
433,"TNDM,104,交簡,88,20150109,1","

鄭彩鳳"
434,"TNDM,104,交簡,90,20150114,1","

鄧希賢"
435,"TNDM,104,審交簡,22,20150130,1","

吳坤芳"
436,"TNDM,104,審交簡,8,20150119,1","

鄭彩鳳"
437,"TPDM,103,交簡,3913,20150109,1","

陳筠諼"
438,"TPDM,103,交簡,3914,20150109,1","

陳筠諼"
439,"TPDM,103,交簡,3936,20150123,1","

林呈樵"
440,"TPDM,103,交簡,3941,20150119,1","

陳筠諼"
441,"TPDM,103,交簡,3991,20150116,1","

陳筠諼"
442,"TPDM,103,交簡,4001,20150123,1","

林呈樵"
443,"TPDM,103,交簡,4033,20150130,1","

陳智暉"
444,"TPDM,104,交簡,1,20150123,1","

林呈樵"
445,"TPDM,104,交簡,110,20150130,1","

陳智暉"
446,"TPDM,104,交簡,123,20150126,1","

陳筠諼"
447,"TPDM,104,交簡,126,20150122,1","

林伊倫"
448,"TPDM,104,交簡,128,20150126,1","

張耀宇"
