,案號,法官
193,"KSDM,107,交簡,3835,20190109,1","

陳美芳"
194,"KSDM,107,交簡,3836,20190117,1","

張瀞文"
195,"KSDM,107,交簡,3841,20190117,1","

洪韻婷"
196,"KSDM,107,交簡,3845,20190117,1","

張瀞文"
197,"KSDM,107,交簡,3853,20190114,1","

陳美芳"
198,"KSDM,107,交簡,3857,20190122,1","

洪韻婷"
199,"KSDM,107,交簡,3859,20190122,1","

洪韻婷"
200,"KSDM,107,交簡,3862,20190116,1","

陳美芳"
201,"KSDM,107,交簡,3863,20190122,1","

洪韻婷"
202,"KSDM,107,交簡,3864,20190117,1","

楊甯伃"
203,"KSDM,107,交簡,3865,20190122,1","

洪韻婷"
204,"KSDM,107,交簡,3867,20190108,1","

張瀞文"
205,"KSDM,107,交簡,3870,20190122,1","

張瀞文"
206,"KSDM,107,交簡,3871,20190114,1","

陳美芳"
207,"KSDM,107,交簡,3872,20190123,1","

張瀞文"
208,"KSDM,107,交簡,3874,20190122,1","

洪韻婷"
209,"KSDM,107,交簡,3876,20190121,1","

張瀞文 (Judge Chang Chen-Wen)"
210,"KSDM,107,交簡,3879,20190117,1","

楊甯伃"
211,"KSDM,107,交簡,3880,20190122,1","

洪韻婷"
212,"KSDM,107,交簡,3881,20190103,1","

蔡書瑜"
213,"KSDM,107,交簡,3886,20190117,1","

楊甯伃"
214,"KSDM,107,交簡,3888,20190117,1","

楊甯伃"
215,"KSDM,107,交簡,3889,20190122,1","

陳美芳"
216,"KSDM,107,交簡,3890,20190117,1","

洪毓良"
217,"KSDM,107,交簡,3894,20190117,1","

楊甯伃"
218,"KSDM,107,交簡,3896,20190109,1","

洪毓良"
219,"KSDM,107,交簡,3897,20190117,1","

洪韻婷"
220,"KSDM,107,交簡,3898,20190116,1","

陳美芳"
221,"KSDM,107,交簡,3899,20190116,1","

陳美芳"
222,"KSDM,107,交簡,3902,20190103,1","

洪毓良"
223,"KSDM,107,交簡,3905,20190114,1","

蔡書瑜"
224,"KSDM,107,交簡,3906,20190117,1","

楊甯伃"
225,"KSDM,107,交簡,3907,20190123,1","

張瀞文"
226,"KSDM,107,交簡,3911,20190117,1","

楊甯伃"
227,"KSDM,107,交簡,3912,20190116,1","

陳美芳"
228,"KSDM,107,交簡,3913,20190108,1","

蔡書瑜"
229,"KSDM,107,交簡,3915,20190122,1","

洪韻婷"
230,"KSDM,107,交簡,3916,20190116,1","

陳美芳"
231,"KSDM,107,交簡,3917,20190108,1","

張瀞文"
232,"KSDM,107,交簡,3918,20190117,1","

洪韻婷"
233,"KSDM,107,交簡,3919,20190123,1","

張瀞文"
234,"KSDM,107,交簡,3921,20190123,1","

張瀞文"
235,"KSDM,107,交簡,3924,20190109,1","

蔡書瑜"
236,"KSDM,107,交簡,3925,20190117,1","

洪韻婷"
237,"KSDM,107,交簡,3927,20190116,1","

陳美芳"
238,"KSDM,108,交簡,1,20190130,1","

洪韻婷"
239,"KSDM,108,交簡,102,20190131,1","

陳美芳"
240,"KSDM,108,交簡,11,20190115,1","

洪毓良"
241,"KSDM,108,交簡,110,20190128,1","

洪毓良"
242,"KSDM,108,交簡,111,20190128,1","

洪毓良"
243,"KSDM,108,交簡,114,20190128,1","

洪毓良"
244,"KSDM,108,交簡,115,20190125,1","

蔡書瑜"
245,"KSDM,108,交簡,12,20190131,1","

張瀞文"
246,"KSDM,108,交簡,123,20190125,1","

陳美芳"
247,"KSDM,108,交簡,124,20190131,1","

張瀞文"
248,"KSDM,108,交簡,132,20190131,1","

陳美芳"
249,"KSDM,108,交簡,136,20190129,1","

蔡書瑜"
250,"KSDM,108,交簡,137,20190129,1","

洪毓良"
251,"KSDM,108,交簡,14,20190123,1","

陳美芳"
252,"KSDM,108,交簡,141,20190129,1","

洪毓良"
253,"KSDM,108,交簡,143,20190125,1","

蔡書瑜"
254,"KSDM,108,交簡,146,20190131,1","

張瀞文"
255,"KSDM,108,交簡,15,20190130,1","

洪韻婷"
256,"KSDM,108,交簡,151,20190131,1","

陳美芳"
257,"KSDM,108,交簡,152,20190128,1","

蔡書瑜"
258,"KSDM,108,交簡,157,20190128,1","

蔡書瑜"
259,"KSDM,108,交簡,161,20190129,1","

洪毓良"
260,"KSDM,108,交簡,166,20190129,1","

洪毓良"
261,"KSDM,108,交簡,173,20190125,1","

蔡書瑜"
262,"KSDM,108,交簡,185,20190129,1","

洪毓良"
263,"KSDM,108,交簡,186,20190129,1","

蔡書瑜"
264,"KSDM,108,交簡,19,20190121,1","

楊甯伃"
265,"KSDM,108,交簡,193,20190131,1","

陳美芳"
266,"KSDM,108,交簡,197,20190130,1","

洪毓良"
267,"KSDM,108,交簡,2,20190130,1","

張瀞文"
268,"KSDM,108,交簡,20,20190121,1","

楊甯伃"
269,"KSDM,108,交簡,208,20190130,1","

洪毓良"
270,"KSDM,108,交簡,219,20190130,1","

洪毓良"
271,"KSDM,108,交簡,221,20190130,1","

洪毓良"
272,"KSDM,108,交簡,223,20190130,1","

洪毓良"
273,"KSDM,108,交簡,23,20190131,1","

張瀞文"
274,"KSDM,108,交簡,241,20190130,1","

洪毓良"
275,"KSDM,108,交簡,244,20190131,1","

蔡書瑜"
276,"KSDM,108,交簡,273,20190131,1","

洪毓良"
277,"KSDM,108,交簡,29,20190121,1","

楊甯伃"
278,"KSDM,108,交簡,31,20190130,1","

洪韻婷"
279,"KSDM,108,交簡,32,20190121,1","

蔡書瑜"
280,"KSDM,108,交簡,37,20190121,1","

楊甯伃"
281,"KSDM,108,交簡,38,20190129,1","

楊甯伃"
282,"KSDM,108,交簡,4,20190109,1","

洪毓良"
283,"KSDM,108,交簡,40,20190115,1","

洪毓良"
284,"KSDM,108,交簡,41,20190123,1","

陳美芳"
285,"KSDM,108,交簡,42,20190130,1","

洪韻婷"
286,"KSDM,108,交簡,48,20190130,1","

洪韻婷"
287,"KSDM,108,交簡,5,20190130,1","

洪韻婷"
288,"KSDM,108,交簡,51,20190125,1","

蔡書瑜"
289,"KSDM,108,交簡,53,20190115,1","

蔡書瑜"
290,"KSDM,108,交簡,56,20190121,1","

楊甯伃"
291,"KSDM,108,交簡,58,20190116,1","

洪毓良"
292,"KSDM,108,交簡,59,20190130,1","

洪韻婷"
293,"KSDM,108,交簡,60,20190130,1","

張瀞文"
294,"KSDM,108,交簡,61,20190121,1","

楊甯伃"
295,"KSDM,108,交簡,62,20190128,1","

蔡書瑜"
296,"KSDM,108,交簡,63,20190110,1","

洪毓良"
297,"KSDM,108,交簡,64,20190131,1","

張瀞文"
298,"KSDM,108,交簡,65,20190110,1","

洪毓良"
299,"KSDM,108,交簡,67,20190123,1","

陳美芳"
300,"KSDM,108,交簡,69,20190131,1","

張瀞文"
301,"KSDM,108,交簡,72,20190125,1","

蔡書瑜"
302,"KSDM,108,交簡,78,20190110,1","

洪毓良"
303,"KSDM,108,交簡,8,20190130,1","

洪韻婷"
304,"KSDM,108,交簡,81,20190131,1","

張瀞文"
305,"KSDM,108,交簡,83,20190131,1","

張瀞文"
306,"KSDM,108,交簡,85,20190110,1","

洪毓良"
307,"KSDM,108,交簡,92,20190125,1","

陳美芳"
308,"KSDM,108,交簡,94,20190131,1","

張瀞文"
309,"KSDM,108,交簡,95,20190131,1","

張瀞文"
310,"KSDM,108,交簡,98,20190125,1","

陳美芳"
311,"MKEM,107,馬交簡,144,20190109,1","

陳順輝"
312,"MKEM,107,馬交簡,149,20190109,1","

陳順輝"
313,"MLDM,107,苗交簡,1235,20190103,1","

胡文傑"
314,"MLDM,107,苗交簡,1267,20190107,1","

羅貞元"
315,"MLDM,107,苗交簡,1268,20190111,1","

朱俊瑋"
316,"MLDM,108,苗交簡,2,20190116,1","

柳章峰"
317,"MLDM,108,苗交簡,33,20190124,1","

朱俊瑋"
318,"MLDM,108,苗交簡,46,20190124,1","

顏碩瑋"
319,"MLDM,108,苗交簡,65,20190131,1","

胡文傑"
320,"MLDM,108,苗交簡,66,20190131,1","

胡文傑"
321,"NTDM,107,埔交簡,181,20190111,1","

葛耀陽"
322,"NTDM,107,埔交簡,182,20190125,1","

張家豪"
323,"NTDM,107,投交簡,517,20190123,1","

蔡如惠"
324,"NTDM,107,投交簡,521,20190107,1","

張家豪"
325,"NTDM,107,投交簡,524,20190107,1","

張家豪"
326,"NTDM,107,投交簡,543,20190129,1","

張家豪"
327,"NTDM,107,投交簡,556,20190111,1","

葛耀陽"
328,"NTDM,107,投交簡,560,20190111,1","

葛耀陽"
329,"NTDM,107,投交簡,565,20190107,1","

孫于淦"
330,"NTDM,107,投交簡,574,20190107,1","

孫于淦"
331,"PCDM,107,審交簡,405,20190110,1","

黃湘瑩"
332,"PCDM,107,審交簡,437,20190124,1","

黃湘瑩"
333,"PCDM,108,交簡,73,20190118,1","

黎錦福"
334,"PCDM,108,交簡,90,20190119,1","

徐蘭萍"
335,"PTDM,107,交簡,2503,20190119,1","

劉容妤"
336,"PTDM,107,交簡,2520,20190121,1","

陳嘉瑜"
337,"PTDM,107,交簡,2524,20190125,1","

陳嘉瑜"
338,"PTDM,107,交簡,2529,20190128,1","

陳嘉瑜"
339,"PTDM,107,交簡,2573,20190128,1","

陳嘉瑜"
340,"PTDM,107,交簡,2579,20190128,1","

陳嘉瑜"
341,"PTDM,107,交簡,2581,20190128,1","

陳嘉瑜"
342,"PTDM,107,交簡,2709,20190115,1","

陳嘉瑜"
343,"PTDM,107,交簡,2791,20190117,1","

蕭筠蓉"
344,"PTDM,107,交簡,2797,20190102,1","

潘正屏"
345,"PTDM,107,交簡,2800,20190102,1","

潘正屏"
346,"PTDM,107,交簡,2805,20190102,1","

潘正屏"
347,"PTDM,107,交簡,2807,20190108,1","

潘正屏"
348,"PTDM,107,交簡,2808,20190108,1","

潘正屏"
349,"PTDM,107,交簡,2824,20190131,1","

劉容妤"
350,"PTDM,107,交簡,2829,20190117,1","

蕭筠蓉"
351,"PTDM,107,交簡,2835,20190122,1","

潘正屏"
352,"PTDM,107,交簡,2839,20190108,1","

潘正屏"
353,"PTDM,107,交簡,2841,20190122,1","

陳芸葶"
354,"PTDM,107,交簡,2847,20190117,1","

潘正屏"
355,"PTDM,107,交簡,2848,20190115,1","

陳嘉瑜"
356,"PTDM,107,交簡,2850,20190128,1","

潘正屏"
357,"PTDM,107,交簡,2854,20190129,1","

潘正屏"
358,"PTDM,107,交簡,2869,20190131,1","

劉容妤"
359,"PTDM,107,交簡,2875,20190121,1","

黃柏霖"
360,"PTDM,107,交簡,2876,20190122,1","

陳芸葶"
361,"PTDM,107,交簡,2879,20190108,1","

潘正屏"
362,"PTDM,107,交簡,2880,20190116,1","

陳嘉瑜"
363,"PTDM,107,交簡,2883,20190129,1","

潘正屏"
364,"PTDM,107,交簡,2884,20190108,1","

潘正屏"
365,"PTDM,107,交簡,2887,20190102,1","

潘正屏"
366,"PTDM,107,交簡,2888,20190119,1","

潘正屏"
367,"PTDM,107,交簡,2889,20190128,1","

陳嘉瑜"
368,"PTDM,107,交簡,2892,20190115,1","

潘正屏"
369,"PTDM,107,交簡,2894,20190115,1","

陳嘉瑜"
370,"PTDM,107,交簡,2898,20190129,1","

潘正屏"
371,"PTDM,107,交簡,2902,20190131,1","

劉容妤"
372,"PTDM,107,交簡,2912,20190123,1","

陳嘉瑜"
373,"PTDM,107,交簡,2920,20190122,1","

潘正屏"
374,"PTDM,107,交簡,2921,20190117,1","

潘正屏"
375,"PTDM,107,交簡,2922,20190129,1","

潘正屏"
376,"PTDM,107,交簡,2925,20190122,1","

陳芸葶"
377,"PTDM,107,交簡,2926,20190102,1","

潘正屏"
378,"PTDM,107,交簡,2927,20190117,1","

陳嘉瑜"
379,"PTDM,107,交簡,2929,20190129,1","

潘正屏"
380,"PTDM,107,交簡,2930,20190121,1","

陳嘉瑜"
381,"PTDM,107,交簡,2936,20190119,1","

潘正屏"
382,"PTDM,107,交簡,2938,20190117,1","

陳嘉瑜"
383,"PTDM,107,軍交簡,2,20190123,1","

潘正屏"
384,"PTDM,108,交簡,102,20190131,1","

劉容妤"
385,"PTDM,108,交簡,103,20190124,1","

陳茂亭"
386,"PTDM,108,交簡,107,20190121,1","

鄭琬薇"
387,"PTDM,108,交簡,108,20190122,1","

曾思薇"
388,"PTDM,108,交簡,110,20190123,1","

蕭筠蓉"
389,"PTDM,108,交簡,120,20190119,1","

陳嘉瑜"
390,"PTDM,108,交簡,128,20190130,1","

張瑞德"
391,"PTDM,108,交簡,139,20190121,1","

莊鎮遠"
392,"PTDM,108,交簡,14,20190110,1","

鄭琬薇"
393,"PTDM,108,交簡,145,20190123,1","

陳嘉瑜"
394,"PTDM,108,交簡,149,20190131,1","

曾思薇"
395,"PTDM,108,交簡,15,20190107,1","

莊鎮遠"
396,"PTDM,108,交簡,152,20190122,1","

李宗濡"
397,"PTDM,108,交簡,155,20190129,1","

林鈴淑"
398,"PTDM,108,交簡,156,20190131,1","

劉容妤"
399,"PTDM,108,交簡,157,20190128,1","

陳嘉瑜"
400,"PTDM,108,交簡,16,20190122,1","

蕭筠蓉"
401,"PTDM,108,交簡,169,20190123,1","

陳嘉瑜"
402,"PTDM,108,交簡,177,20190131,1","

劉容妤"
403,"PTDM,108,交簡,180,20190130,1","

張瑞德"
404,"PTDM,108,交簡,182,20190131,1","

吳珈禎"
405,"PTDM,108,交簡,195,20190125,1","

陳嘉瑜"
406,"PTDM,108,交簡,196,20190129,1","

林鈴淑"
407,"PTDM,108,交簡,197,20190131,1","

李宗濡"
408,"PTDM,108,交簡,20,20190131,1","

王筱維"
409,"PTDM,108,交簡,203,20190124,1","

鄭琬薇"
410,"PTDM,108,交簡,208,20190129,1","

潘正屏"
411,"PTDM,108,交簡,22,20190131,1","

劉容妤"
412,"PTDM,108,交簡,234,20190131,1","

潘正屏"
413,"PTDM,108,交簡,246,20190131,1","

吳珈禎"
414,"PTDM,108,交簡,27,20190114,1","

潘正屏"
415,"PTDM,108,交簡,30,20190115,1","

陳嘉瑜"
416,"PTDM,108,交簡,32,20190115,1","

潘正屏"
417,"PTDM,108,交簡,33,20190116,1","

陳嘉瑜"
418,"PTDM,108,交簡,34,20190122,1","

陳芸葶"
419,"PTDM,108,交簡,35,20190117,1","

陳嘉瑜"
420,"PTDM,108,交簡,37,20190107,1","

許嘉仁"
421,"PTDM,108,交簡,4,20190108,1","

潘正屏"
422,"PTDM,108,交簡,41,20190121,1","

潘正屏"
423,"PTDM,108,交簡,45,20190115,1","

李宗濡"
424,"PTDM,108,交簡,50,20190114,1","

鄭琬薇"
425,"PTDM,108,交簡,53,20190124,1","

潘正屏"
426,"PTDM,108,交簡,58,20190131,1","

劉容妤"
427,"PTDM,108,交簡,59,20190115,1","

林鈴淑"
428,"PTDM,108,交簡,6,20190111,1","

潘正屏"
429,"PTDM,108,交簡,60,20190121,1","

黃柏霖"
430,"PTDM,108,交簡,61,20190111,1","

曾思薇"
431,"PTDM,108,交簡,63,20190110,1","

莊鎮遠"
432,"PTDM,108,交簡,67,20190125,1","

吳珈禎"
433,"PTDM,108,交簡,8,20190115,1","

林鈴淑"
434,"PTDM,108,交簡,80,20190122,1","

陳芸葶"
435,"PTDM,108,交簡,9,20190115,1","

李宗濡"
436,"SCDM,107,竹交簡,922,20190102,1","

王碧瑩"
437,"SCDM,107,竹交簡,977,20190130,1","

華澹寧"
438,"SCDM,107,竹交簡,988,20190103,1","

傅伊君"
439,"SCDM,107,竹交簡,993,20190131,1","

傅曉瑄"
440,"SCDM,108,竹交簡,11,20190130,1","

華澹寧"
441,"SCDM,108,竹交簡,19,20190119,1","

楊祐庭"
442,"SCDM,108,竹交簡,32,20190130,1","

華澹寧"
443,"SCDM,108,竹交簡,53,20190119,1","

華澹寧"
444,"SCDM,108,竹交簡,62,20190130,1","

華澹寧"
445,"SCDM,108,竹交簡,70,20190131,1","

傅曉瑄"
