,案號,法官
309,"PTDM,105,交簡,2286,20170113,1","

鄭琬薇"
310,"PTDM,105,交簡,2297,20170105,1","

鄭琬薇"
311,"PTDM,105,交簡,2299,20170124,1","

鄭琬薇"
312,"PTDM,105,交簡,2316,20170113,1","

鄭琬薇"
313,"PTDM,105,交簡,2334,20170104,1","

鄭琬薇"
314,"PTDM,105,交簡,2337,20170110,1","

陳茂亭"
315,"PTDM,105,交簡,2347,20170110,1","

陳茂亭"
316,"PTDM,105,交簡,2356,20170104,1","

鄭琬薇"
317,"PTDM,105,交簡,2359,20170106,1","

鄭琬薇"
318,"PTDM,105,交簡,2363,20170113,1","

鄭琬薇"
319,"PTDM,105,交簡,2371,20170104,1","

鄭琬薇"
320,"PTDM,105,交簡,2373,20170120,1","

鄭琬薇"
321,"PTDM,105,交簡,2385,20170104,1","

鄭琬薇"
322,"PTDM,105,交簡,2390,20170105,1","

鄭琬薇"
323,"PTDM,105,交簡,2396,20170106,1","

鄭琬薇"
324,"PTDM,105,交簡,2404,20170105,1","

鄭琬薇"
325,"PTDM,105,交簡,2408,20170105,1","

鄭琬薇"
326,"PTDM,105,交簡,2412,20170105,1","

鄭琬薇"
327,"PTDM,105,交簡,2415,20170125,1","

鄭琬薇"
328,"PTDM,105,交簡,2416,20170113,1","

鄭琬薇"
329,"PTDM,105,交簡,2418,20170105,1","

鄭琬薇"
330,"PTDM,105,交簡,2424,20170104,1","

鄭琬薇"
331,"PTDM,105,交簡,2426,20170105,1","

鄭琬薇"
332,"PTDM,105,交簡,2428,20170104,1","

鄭琬薇"
333,"PTDM,105,交簡,2429,20170113,1","

鄭琬薇"
334,"PTDM,105,交簡,2432,20170105,1","

鄭琬薇"
335,"PTDM,105,交簡,2433,20170125,1","

鄭琬薇"
336,"PTDM,105,交簡,2435,20170106,1","

鄭琬薇"
337,"PTDM,105,交簡,2441,20170105,1","

鄭琬薇"
338,"PTDM,105,交簡,2450,20170105,1","

鄭琬薇"
339,"PTDM,105,交簡,2453,20170111,1","

鄭琬薇"
340,"PTDM,105,交簡,2454,20170117,1","

鄭琬薇"
341,"PTDM,105,交簡,2459,20170117,1","

鄭琬薇"
342,"PTDM,105,交簡,2468,20170113,1","

鄭琬薇"
343,"PTDM,105,交簡,2470,20170117,1","

鄭琬薇"
344,"PTDM,105,交簡,2474,20170117,1","

鄭琬薇"
345,"PTDM,105,交簡,2475,20170106,1","

鄭琬薇"
346,"PTDM,105,交簡,2478,20170105,1","

鄭琬薇"
347,"PTDM,105,交簡,2479,20170106,1","

鄭琬薇"
348,"PTDM,105,交簡,2481,20170125,1","

鄭琬薇"
349,"PTDM,105,交簡,2491,20170106,1","

鄭琬薇"
350,"PTDM,105,交簡,2493,20170117,1","

鄭琬薇"
351,"PTDM,105,交簡,2494,20170113,1","

鄭琬薇"
352,"PTDM,105,交簡,2495,20170105,1","

鄭琬薇"
353,"PTDM,105,交簡,2497,20170106,1","

鄭琬薇"
354,"PTDM,105,交簡,2499,20170111,1","

鄭琬薇"
355,"PTDM,105,交簡,2502,20170106,1","

鄭琬薇"
356,"PTDM,105,交簡,2506,20170117,1","

鄭琬薇"
357,"PTDM,105,交簡,2510,20170117,1","

鄭琬薇"
358,"PTDM,105,交簡,2515,20170113,1","

鄭琬薇"
359,"PTDM,105,交簡,2516,20170120,1","

鄭琬薇"
360,"PTDM,105,交簡,2517,20170125,1","

鄭琬薇"
361,"PTDM,105,交簡,2521,20170120,1","

鄭琬薇"
362,"PTDM,105,交簡,2526,20170117,1","

鄭琬薇"
363,"PTDM,105,交簡,2528,20170113,1","

鄭琬薇"
364,"PTDM,105,交簡,2529,20170118,1","

鄭琬薇"
365,"PTDM,105,交簡,2531,20170118,1","

鄭琬薇"
366,"PTDM,105,交簡,2532,20170120,1","

鄭琬薇"
367,"PTDM,105,交簡,2533,20170106,1","

鄭琬薇"
368,"PTDM,105,交簡,2535,20170113,1","

鄭琬薇"
369,"PTDM,105,交簡,2538,20170120,1","

鄭琬薇"
370,"PTDM,105,交簡,2539,20170125,1","

鄭琬薇"
371,"PTDM,105,交簡,2540,20170120,1","

鄭琬薇"
372,"PTDM,105,交簡,2543,20170113,1","

鄭琬薇"
373,"PTDM,105,交簡,2545,20170113,1","

鄭琬薇"
374,"PTDM,105,交簡,2548,20170120,1","

鄭琬薇"
375,"PTDM,105,交簡,2550,20170117,1","

鄭琬薇"
376,"PTDM,105,交簡,2551,20170113,1","

鄭琬薇"
377,"PTDM,105,交簡,2553,20170118,1","

鄭琬薇"
378,"PTDM,105,交簡,2557,20170118,1","

鄭琬薇"
379,"PTDM,105,交簡,2558,20170106,1","

鄭琬薇"
380,"PTDM,105,交簡,2560,20170120,1","

鄭琬薇"
381,"PTDM,105,交簡,2565,20170113,1","

鄭琬薇"
382,"PTDM,105,交簡,2566,20170117,1","

鄭琬薇"
383,"PTDM,105,交簡,2567,20170113,1","

鄭琬薇"
384,"PTDM,105,交簡,2569,20170125,1","

鄭琬薇"
385,"PTDM,105,交簡,2571,20170113,1","

鄭琬薇"
386,"PTDM,105,交簡,2572,20170117,1","

鄭琬薇"
387,"PTDM,105,交簡,2578,20170106,1","

鄭琬薇"
388,"PTDM,105,交簡,2579,20170117,1","

鄭琬薇"
389,"PTDM,105,交簡,2589,20170113,1","

鄭琬薇"
390,"PTDM,105,交簡,2590,20170120,1","

鄭琬薇"
391,"PTDM,105,交簡,2591,20170117,1","

鄭琬薇"
392,"PTDM,105,交簡,2592,20170125,1","

鄭琬薇"
393,"PTDM,105,交簡,2593,20170113,1","

鄭琬薇"
394,"PTDM,105,交簡,2598,20170117,1","

鄭琬薇"
395,"PTDM,105,交簡,2599,20170118,1","

鄭琬薇"
396,"PTDM,105,交簡,2600,20170106,1","

鄭琬薇"
397,"PTDM,105,交簡,2602,20170117,1","

鄭琬薇"
398,"PTDM,105,交簡,2606,20170120,1","

鄭琬薇"
399,"PTDM,105,交簡,2607,20170118,1","

鄭琬薇"
400,"PTDM,105,交簡,2608,20170120,1","

鄭琬薇"
401,"PTDM,105,交簡,2612,20170118,1","

鄭琬薇"
402,"PTDM,105,交簡,2615,20170118,1","

鄭琬薇"
403,"PTDM,105,交簡,2622,20170118,1","

鄭琬薇"
404,"PTDM,105,交簡,2626,20170120,1","

鄭琬薇"
405,"PTDM,105,交簡,2630,20170125,1","

鄭琬薇"
406,"PTDM,105,交簡,2632,20170125,1","

鄭琬薇"
407,"PTDM,105,交簡,2633,20170118,1","

鄭琬薇"
408,"PTDM,105,交簡,2637,20170118,1","

鄭琬薇"
409,"PTDM,105,交簡,2638,20170118,1","

鄭琬薇"
410,"PTDM,105,交簡,2640,20170120,1","

鄭琬薇"
411,"PTDM,105,交簡,2647,20170120,1","

鄭琬薇"
412,"PTDM,105,交簡,2649,20170117,1","

鄭琬薇"
413,"PTDM,106,交簡,1,20170118,1","

鄭琬薇"
414,"PTDM,106,交簡,10,20170125,1","

鄭琬薇"
415,"PTDM,106,交簡,108,20170125,1","

孫少輔"
416,"PTDM,106,交簡,112,20170123,1","

莊鎮遠"
417,"PTDM,106,交簡,117,20170124,1","

鍾佩真"
418,"PTDM,106,交簡,122,20170124,1","

曾思薇"
419,"PTDM,106,交簡,18,20170111,1","

王筱維"
420,"PTDM,106,交簡,22,20170125,1","

孫少輔"
421,"PTDM,106,交簡,25,20170123,1","

涂裕洪"
422,"PTDM,106,交簡,34,20170112,1","

程士傑"
423,"PTDM,106,交簡,38,20170123,1","

莊鎮遠"
424,"PTDM,106,交簡,4,20170118,1","

鄭琬薇"
425,"PTDM,106,交簡,43,20170125,1","

鄭琬薇"
426,"PTDM,106,交簡,45,20170125,1","

鄭琬薇"
427,"PTDM,106,交簡,46,20170118,1","

鄭琬薇"
428,"PTDM,106,交簡,48,20170125,1","

鄭琬薇"
429,"PTDM,106,交簡,53,20170125,1","

鄭琬薇"
430,"PTDM,106,交簡,7,20170125,1","

鄭琬薇"
431,"PTDM,106,交簡,71,20170125,1","

孫少輔"
432,"PTDM,106,交簡,8,20170125,1","

鄭琬薇"
433,"PTDM,106,交簡,9,20170118,1","

鄭琬薇"
434,"PTDM,107,交簡,88,20170130,1","

王筱維"
435,"SCDM,105,竹交簡,684,20170117,1","

江宜穎"
436,"SCDM,105,竹交簡,866,20170113,1","

李政達"
437,"SCDM,106,竹交簡,25,20170124,1","

郭哲宏"
438,"SCDM,106,竹交簡,42,20170125,1","

傅伊君"
439,"SDEM,106,沙交簡,32,20170120,1","

林宗成"
440,"SDEM,106,沙交簡,34,20170120,1","

林宗成"
441,"SDEM,106,沙交簡,4,20170109,1","

林宗成"
