,案號,法官
166,"KSDM,108,交簡,3653,20200103,1","

詹尚晃"
167,"KSDM,108,交簡,3655,20200117,1","

黃傳堯"
168,"KSDM,108,交簡,3657,20200117,1","

黃傳堯"
169,"KSDM,108,交簡,3664,20200117,1","

黃傳堯"
170,"KSDM,108,交簡,3665,20200102,1","

方錦源"
171,"KSDM,108,交簡,3666,20200102,1","

詹尚晃"
172,"KSDM,108,交簡,3667,20200102,1","

方錦源"
173,"KSDM,108,交簡,3668,20200107,1","

詹尚晃"
174,"KSDM,108,交簡,3671,20200103,1","

呂明燕"
175,"KSDM,108,交簡,3673,20200102,1","

方錦源"
176,"KSDM,108,交簡,3674,20200117,1","

黃傳堯"
177,"KSDM,108,交簡,3676,20200117,1","

黃傳堯"
178,"KSDM,108,交簡,3677,20200103,1","

呂明燕"
179,"KSDM,108,交簡,3681,20200102,1","

詹尚晃"
180,"KSDM,108,交簡,3683,20200103,1","

呂明燕"
181,"KSDM,108,交簡,3687,20200117,1","

黃傳堯"
182,"KSDM,108,交簡,3688,20200117,1","

黃傳堯"
183,"KSDM,108,交簡,3689,20200102,1","

詹尚晃"
184,"KSDM,108,交簡,3690,20200103,1","

呂明燕"
185,"KSDM,108,交簡,3692,20200108,1","

李宜穎"
186,"KSDM,108,交簡,3694,20200102,1","

詹尚晃"
187,"KSDM,108,交簡,3697,20200102,1","

詹尚晃"
188,"KSDM,108,交簡,3700,20200102,1","

詹尚晃"
189,"KSDM,108,交簡,3705,20200117,1","

黃傳堯"
190,"KSDM,108,交簡,3706,20200117,1","

黃傳堯"
191,"KSDM,108,交簡,3713,20200103,1","

方錦源"
192,"KSDM,108,交簡,3714,20200107,1","

詹尚晃"
193,"KSDM,108,交簡,3721,20200102,1","

詹尚晃"
194,"KSDM,108,交簡,3739,20200107,1","

詹尚晃"
195,"KSDM,108,交簡,3751,20200107,1","

詹尚晃"
196,"KSDM,108,交簡,3754,20200103,1","

李宜穎"
197,"KSDM,108,交簡,3755,20200107,1","

詹尚晃"
198,"KSDM,108,交簡,3758,20200107,1","

詹尚晃"
199,"KSDM,108,交簡,3759,20200103,1","

方錦源"
200,"KSDM,108,交簡,3763,20200107,1","

方錦源"
201,"KSDM,108,交簡,3766,20200103,1","

方錦源"
202,"KSDM,108,交簡,3767,20200103,1","

詹尚晃"
203,"KSDM,108,交簡,3768,20200103,1","

詹尚晃"
204,"KSDM,108,交簡,3769,20200103,1","

方錦源"
205,"KSDM,108,交簡,3770,20200103,1","

李宜穎"
206,"KSDM,108,交簡,3771,20200107,1","

詹尚晃"
207,"KSDM,108,交簡,3774,20200103,1","

李宜穎"
208,"KSDM,108,交簡,3778,20200103,1","

方錦源"
209,"KSDM,108,交簡,3779,20200103,1","

呂明燕"
210,"KSDM,108,交簡,3781,20200103,1","

呂明燕"
211,"KSDM,108,交簡,3782,20200107,1","

詹尚晃"
212,"KSDM,108,交簡,3783,20200103,1","

李宜穎"
213,"KSDM,108,交簡,3788,20200103,1","

呂明燕"
214,"KSDM,108,交簡,3793,20200103,1","

方錦源"
215,"KSDM,108,交簡,3795,20200107,1","

詹尚晃"
216,"KSDM,108,交簡,3796,20200113,1","

李宜穎"
217,"KSDM,108,交簡,3797,20200107,1","

詹尚晃"
218,"KSDM,108,交簡,3798,20200103,1","

呂明燕"
219,"KSDM,108,交簡,3799,20200117,1","

詹尚晃"
220,"KSDM,108,交簡,3801,20200113,1","

李宜穎"
221,"KSDM,108,交簡,3802,20200103,1","

方錦源"
222,"KSDM,108,交簡,3804,20200108,1","

李宜穎"
223,"KSDM,108,交簡,3806,20200107,1","

詹尚晃"
224,"KSDM,108,交簡,3809,20200103,1","

詹尚晃"
225,"KSDM,108,交簡,3820,20200117,1","

李宜穎"
226,"KSDM,108,交簡,3821,20200103,1","

呂明燕"
227,"KSDM,108,交簡,3823,20200117,1","

李宜穎"
228,"KSDM,108,交簡,3825,20200117,1","

李宜穎"
229,"KSDM,108,交簡,3826,20200103,1","

呂明燕"
230,"KSDM,108,交簡,3827,20200117,1","

詹尚晃"
231,"KSDM,108,交簡,3828,20200107,1","

方錦源"
232,"KSDM,108,交簡,3830,20200103,1","

方錦源"
233,"KSDM,108,交簡,3833,20200117,1","

詹尚晃"
234,"KSDM,108,交簡,3836,20200121,1","

詹尚晃"
235,"KSDM,108,交簡,3838,20200109,1","

方錦源"
236,"KSDM,108,交簡,3840,20200117,1","

李宜穎"
237,"KSDM,108,交簡,3842,20200121,1","

詹尚晃"
238,"KSDM,108,交簡,3845,20200107,1","

詹尚晃"
239,"KSDM,108,交簡,3846,20200117,1","

李宜穎"
240,"KSDM,108,交簡,3847,20200117,1","

李宜穎"
241,"KSDM,108,交簡,3849,20200103,1","

呂明燕"
242,"KSDM,108,交簡,3853,20200107,1","

方錦源"
243,"KSDM,109,交簡,111,20200115,1","

方錦源"
244,"KSDM,109,交簡,116,20200114,1","

陳美芳"
245,"KSDM,109,交簡,125,20200121,1","

方錦源"
246,"KSDM,109,交簡,136,20200120,1","

方錦源"
247,"KSDM,109,交簡,138,20200121,1","

方錦源"
248,"KSDM,109,交簡,143,20200114,1","

洪毓良"
249,"KSDM,109,交簡,160,20200130,1","

方錦源"
250,"KSDM,109,交簡,176,20200121,1","

方錦源"
251,"KSDM,109,交簡,180,20200121,1","

方錦源"
252,"KSDM,109,交簡,20,20200121,1","

詹尚晃"
253,"KSDM,109,交簡,205,20200131,1","

方錦源"
254,"KSDM,109,交簡,22,20200108,1","

方錦源"
255,"KSDM,109,交簡,224,20200131,1","

方錦源"
256,"KSDM,109,交簡,226,20200130,1","

方錦源"
257,"KSDM,109,交簡,24,20200121,1","

詹尚晃"
258,"KSDM,109,交簡,27,20200121,1","

詹尚晃"
259,"KSDM,109,交簡,43,20200108,1","

方錦源"
260,"KSDM,109,交簡,45,20200110,1","

方錦源"
261,"KSDM,109,交簡,47,20200108,1","

方錦源"
262,"KSDM,109,交簡,48,20200108,1","

方錦源"
263,"KSDM,109,交簡,5,20200107,1","

方錦源"
264,"KSDM,109,交簡,53,20200121,1","

詹尚晃"
265,"KSDM,109,交簡,58,20200121,1","

詹尚晃"
266,"KSDM,109,交簡,59,20200110,1","

方錦源"
267,"KSDM,109,交簡,81,20200110,1","

方錦源"
268,"KSDM,109,交簡,91,20200110,1","

方錦源"
269,"KSDM,109,交簡,96,20200115,1","

方錦源"
270,"KSDM,109,交簡,97,20200110,1","

方錦源"
271,"MKEM,109,馬交簡,2,20200117,1","

陳立祥"
272,"MKEM,109,馬交簡,4,20200120,1","

陳順輝"
273,"MLDM,108,苗交簡,1254,20200110,1","

胡文傑"
274,"MLDM,108,苗交簡,1262,20200130,1","

林信宇"
275,"MLDM,108,苗交簡,1264,20200117,1","

許文棋"
276,"MLDM,109,苗交簡,55,20200131,1","

柳章峰"
277,"NHEM,108,湖交簡,687,20200130,1","

蔡志宏"
278,"NHEM,108,湖交簡,772,20200131,1","

施月燿"
279,"NTDM,108,埔交簡,182,20200117,1","

蔡志明"
280,"NTDM,108,埔交簡,238,20200108,1","

葛耀陽"
281,"NTDM,108,埔交簡,244,20200131,1","

楊國煜"
282,"NTDM,108,投交簡,361,20200109,1","

蔡如惠"
283,"NTDM,108,投交簡,389,20200109,1","

蔡如惠"
284,"NTDM,108,投交簡,441,20200117,1","

蔡志明"
285,"NTDM,109,埔交簡,1,20200114,1","

葉峻石"
286,"NTDM,109,埔交簡,7,20200116,1","

葛耀陽"
287,"NTDM,109,埔交簡,8,20200117,1","

孫于淦"
288,"NTDM,109,投交簡,1,20200107,1","

孫于淦"
289,"NTDM,109,投交簡,11,20200116,1","

葛耀陽"
290,"NTDM,109,投交簡,12,20200116,1","

葛耀陽"
291,"NTDM,109,投交簡,16,20200116,1","

葛耀陽"
292,"NTDM,109,投交簡,18,20200120,1","

葛耀陽"
293,"NTDM,109,投交簡,26,20200121,1","

黃益茂"
294,"NTDM,109,投交簡,7,20200114,1","

葉峻石"
295,"PCDM,108,交簡,3416,20200110,1","

沈易"
296,"PCDM,108,交簡,3494,20200122,1","

沈易"
297,"PCDM,108,交簡,3501,20200122,1","

沈易"
298,"PCDM,108,交簡,3538,20200108,1","

陳明珠"
299,"PCDM,108,交簡,3674,20200102,1","

黎錦福"
300,"PCDM,109,交簡,130,20200131,1","

徐蘭萍"
301,"PCDM,109,交簡,20,20200108,1","

黎錦福"
302,"PCDM,109,交簡,22,20200107,1","

徐蘭萍"
303,"PCDM,109,交簡,34,20200107,1","

黎錦福"
304,"PCDM,109,交簡,53,20200115,1","

黎錦福"
305,"PCDM,109,交簡,84,20200130,1","

徐蘭萍"
306,"PCDM,109,審交簡,15,20200121,1","

徐子涵"
307,"PCDM,109,審交簡,4,20200116,1","

黃湘瑩"
308,"PTDM,108,交簡,2144,20200109,1","

王曼寧"
309,"PTDM,108,交簡,2185,20200117,1","

王曼寧"
310,"PTDM,108,交簡,2199,20200107,1","

王曼寧"
311,"PTDM,108,交簡,2286,20200107,1","

王曼寧"
312,"PTDM,108,交簡,2299,20200109,1","

王曼寧"
313,"PTDM,108,交簡,2302,20200107,1","

王曼寧"
314,"PTDM,108,交簡,2374,20200107,1","

王曼寧"
315,"PTDM,108,交簡,2390,20200131,1","

王曼寧"
316,"PTDM,108,交簡,2401,20200115,1","

鄭永彬"
317,"PTDM,108,交簡,2420,20200115,1","

鄭永彬"
318,"PTDM,108,交簡,2431,20200130,1","

鄭永彬"
319,"PTDM,108,交簡,2444,20200117,1","

王曼寧"
320,"PTDM,108,交簡,2462,20200130,1","

鄭永彬"
321,"PTDM,108,交簡,2476,20200130,1","

鄭永彬"
322,"PTDM,108,交簡,2478,20200130,1","

鄭永彬"
323,"PTDM,108,交簡,2487,20200116,1","

王曼寧"
324,"PTDM,108,交簡,2495,20200130,1","

鄭永彬"
325,"PTDM,108,交簡,2500,20200116,1","

王曼寧"
326,"PTDM,108,交簡,2503,20200130,1","

鄭永彬"
327,"PTDM,108,交簡,2516,20200120,1","

蕭筠蓉"
328,"PTDM,108,交簡,2519,20200130,1","

鄭永彬"
329,"PTDM,108,交簡,2521,20200130,1","

鄭永彬"
330,"PTDM,108,交簡,2522,20200131,1","

鄭永彬"
331,"PTDM,108,交簡,2532,20200131,1","

鄭永彬"
332,"PTDM,108,交簡,2538,20200131,1","

鄭永彬"
333,"PTDM,108,交簡,2562,20200131,1","

鄭永彬"
334,"PTDM,108,交簡,2563,20200131,1","

鄭永彬"
335,"PTDM,108,交簡,2567,20200131,1","

鄭永彬"
336,"PTDM,108,交簡,2597,20200106,1","

鄭永彬"
337,"PTDM,108,交簡,2635,20200131,1","

王曼寧"
338,"PTDM,108,交簡,2646,20200131,1","

林敬超"
339,"PTDM,108,交簡,2734,20200110,1","

潘正屏"
340,"PTDM,108,交簡,2738,20200110,1","

潘正屏"
341,"PTDM,108,交簡,2740,20200113,1","

潘正屏"
342,"PTDM,108,交簡,2741,20200113,1","

潘正屏"
343,"PTDM,108,交簡,2748,20200130,1","

潘正屏"
344,"PTDM,108,交簡,2771,20200130,1","

潘正屏"
345,"PTDM,108,交簡,2789,20200116,1","

潘正屏"
346,"PTDM,108,交簡,2790,20200131,1","

王曼寧"
347,"PTDM,108,交簡,2799,20200131,1","

鄭永彬"
348,"PTDM,108,交簡,2800,20200115,1","

鄭永彬"
349,"PTDM,108,交簡,2806,20200107,1","

潘正屏"
350,"PTDM,108,交簡,2812,20200107,1","

鄭永彬"
351,"PTDM,108,交簡,2813,20200113,1","

潘正屏"
352,"PTDM,108,交簡,2816,20200130,1","

鄭永彬"
353,"PTDM,108,交簡,2828,20200107,1","

潘正屏"
354,"PTDM,108,交簡,2829,20200102,1","

潘正屏"
355,"PTDM,108,交簡,2837,20200115,1","

鄭永彬"
356,"PTDM,108,交簡,2847,20200115,1","

鄭永彬"
357,"PTDM,109,交簡,10,20200109,1","

潘正屏"
358,"PTDM,109,交簡,115,20200131,1","

陳茂亭"
359,"PTDM,109,交簡,145,20200130,1","

鄭永彬"
360,"PTDM,109,交簡,149,20200130,1","

潘正屏"
361,"PTDM,109,交簡,153,20200130,1","

潘正屏"
362,"PTDM,109,交簡,161,20200130,1","

鄭永彬"
363,"PTDM,109,交簡,17,20200130,1","

潘正屏"
364,"PTDM,109,交簡,180,20200130,1","

潘正屏"
365,"PTDM,109,交簡,25,20200130,1","

潘正屏"
366,"PTDM,109,交簡,37,20200130,1","

潘正屏"
367,"SCDM,108,竹交簡,815,20200109,1","

黃美文"
368,"SCDM,108,竹交簡,844,20200109,1","

黃美文"
369,"SCDM,108,竹交簡,869,20200109,1","

黃美文"
370,"SCDM,108,竹交簡,895,20200109,1","

黃美文"
371,"SCDM,108,竹交簡,900,20200131,1","

魏瑞紅"
372,"SCDM,108,竹交簡,919,20200131,1","

華澹寧"
373,"SCDM,108,竹交簡,925,20200109,1","

黃美文"
374,"SCDM,108,竹交簡,948,20200130,1","

黃美文"
375,"SCDM,109,竹交簡,2,20200110,1","

楊祐庭"
376,"SCDM,109,竹交簡,20,20200110,1","

廖素琪"
377,"SCDM,109,竹交簡,33,20200109,1","

廖素琪"
378,"SCDM,109,竹交簡,61,20200130,1","

楊祐庭"
379,"SCDM,109,竹交簡,7,20200122,1","

周煙平"
380,"SDEM,108,沙交簡,1116,20200121,1","

李嘉益"
381,"SLDM,108,審交簡,381,20200131,1","

李郁屏"
382,"SLEM,109,士交簡,18,20200130,1","

莊明達"
383,"SLEM,109,士交簡,26,20200130,1","

莊明達"
384,"SLEM,109,士交簡,29,20200130,1","

莊明達"
385,"SLEM,109,士交簡,32,20200130,1","

莊明達"
386,"SLEM,109,士交簡,34,20200130,1","

莊明達"
387,"SLEM,109,士交簡,5,20200130,1","

莊明達"
388,"SLEM,109,士交簡,9,20200130,1","

莊明達"
389,"TCDM,108,中交簡,3152,20200109,1","

郭德進"
390,"TCDM,108,中交簡,3196,20200109,1","

郭德進"
391,"TCDM,108,中交簡,3248,20200103,1","

吳逸儒"
392,"TCDM,108,中交簡,3261,20200115,1","

郭德進"
393,"TCDM,108,中交簡,3292,20200120,1","

彭國能"
394,"TCDM,108,中交簡,3370,20200110,1","

王振佑"
395,"TCDM,108,中交簡,3371,20200102,1","

王靖茹"
396,"TCDM,108,中交簡,3411,20200115,1","

郭德進"
397,"TCDM,108,中交簡,3434,20200121,1","

吳珈禎"
398,"TCDM,108,中交簡,3438,20200131,1","

黃司熒"
399,"TCDM,108,中交簡,3442,20200107,1","

陳怡君"
400,"TCDM,108,中交簡,3445,20200110,1","

黃龍忠"
401,"TCDM,108,中交簡,3446,20200103,1","

林德鑫"
402,"TCDM,108,中交簡,3450,20200108,1","

王靖茹"
403,"TCDM,108,中交簡,3454,20200110,1","

顏銀秋"
404,"TCDM,108,交簡,603,20200102,1","

黃龍忠"
405,"TCDM,109,中交簡,101,20200131,1","

李宜璇"
406,"TCDM,109,中交簡,103,20200121,1","

李婉玉"
407,"TCDM,109,中交簡,105,20200122,1","

陳昱翔"
408,"TCDM,109,中交簡,113,20200121,1","

蔡宗儒"
409,"TCDM,109,中交簡,124,20200131,1","

路逸涵"
410,"TCDM,109,中交簡,129,20200131,1","

黃司熒"
411,"TCDM,109,中交簡,131,20200122,1","

王怡蓁"
412,"TCDM,109,中交簡,133,20200120,1","

林雷安"
413,"TCDM,109,中交簡,136,20200131,1","

黃光進"
414,"TCDM,109,中交簡,140,20200121,1","

陳玉聰"
415,"TCDM,109,中交簡,149,20200121,1","

何紹輔"
416,"TCDM,109,中交簡,150,20200131,1","

田雅心"
417,"TCDM,109,中交簡,155,20200131,1","

黃司熒"
418,"TCDM,109,中交簡,164,20200131,1","

黃光進"
419,"TCDM,109,中交簡,176,20200130,1","

陳玉聰"
420,"TCDM,109,中交簡,178,20200131,1","

李宜璇"
421,"TCDM,109,中交簡,179,20200131,1","

陳怡君"
422,"TCDM,109,中交簡,180,20200131,1","

江文玉"
423,"TCDM,109,中交簡,188,20200131,1","

吳珈禎"
424,"TCDM,109,中交簡,2,20200108,1","

江健鋒"
425,"TCDM,109,中交簡,20,20200130,1","

羅國鴻"
426,"TCDM,109,中交簡,211,20200131,1","

黃司熒"
427,"TCDM,109,中交簡,217,20200131,1","

黃震岳"
428,"TCDM,109,中交簡,26,20200109,1","

王品惠"
429,"TCDM,109,中交簡,28,20200131,1","

陳怡君"
430,"TCDM,109,中交簡,31,20200130,1","

羅國鴻"
431,"TCDM,109,中交簡,38,20200109,1","

陳鈴香"
432,"TCDM,109,中交簡,44,20200131,1","

黃司熒"
433,"TCDM,109,中交簡,5,20200131,1","

李宜璇"
434,"TCDM,109,中交簡,53,20200117,1","

路逸涵 (Lu Yi-Han)"
435,"TCDM,109,中交簡,69,20200121,1","

陳玉聰"
436,"TCDM,109,中交簡,73,20200120,1","

蔡宗儒"
437,"TCDM,109,中交簡,74,20200121,1","

李婉玉"
438,"TCDM,109,中交簡,79,20200122,1","

王怡蓁"
439,"TCDM,109,中交簡,84,20200116,1","

王品惠"
440,"TCDM,109,中交簡,88,20200121,1","

吳珈禎"
441,"TCDM,109,交簡,22,20200116,1","

胡宜如"
442,"TCDM,109,交簡,30,20200121,1","

李婉玉"
443,"TCDM,109,交簡,36,20200122,1","

江文玉"
444,"TNDM,108,交簡,2620,20200106,1","

蔡直青"
445,"TNDM,108,交簡,2647,20200106,1","

蔡直青"
446,"TNDM,108,交簡,2737,20200109,1","

蔡直青"
