,案號,刑期,呼氣酒精濃度,是否累犯,是否坦承犯行,有無出現交通事故,有無乘客,是否為職業駕駛,交通工具,家庭經濟,教育程度,除酒駕以外的交通違規,易科罰金,併科罰金
35,"CTDM,111,交簡,10,20220106,1",2 months,0.58毫克/公升,No,是,無,不明,否,動力交通工具,勉持,專科畢業,無,Yes,"20,000元"
36,"CTDM,111,交簡,115,20220110,1",3 months,1.12毫克/公升,no,是,是,無,否,自用小客車,勉持,高中畢業,無,yes,"NT$10,000"
37,"CTDM,111,交簡,12,20220119,1",2 months,0.57毫克/公升,no,是,無,無,否,機車,貧寒,高職肄業,無,yes,"NT$5,000"
38,"CTDM,111,交簡,14,20220119,1",2 months,0.56毫克/公升,no,是,否,是,否,機車,小康,高職畢業,無,yes,"NT$10,000"
39,"CTDM,111,交簡,167,20220114,1",2 months,0.38毫克/公升,否,是,否,否,否,普通重型機車,勉持,國中畢業,未戴安全帽,可易科罰金,0元
40,"CTDM,111,交簡,175,20220120,1",2 months,0.48毫克/公升,no,是,無,無,否,機車,小康,高職畢業,無,yes,"NT$5,000"
41,"CTDM,111,交簡,193,20220114,1",3 months,1.02毫克/公升,no,是,是,無,否,自用小客車,勉持,高中肄業,無,yes,"NT$10,000"
42,"CTDM,111,交簡,199,20220121,1",3 months,1.75毫克/公升,no,是,無,不明,否,動力交通工具,勉持,國中畢業,無,yes,"NT$10,000"
43,"CTDM,111,交簡,228,20220120,1",2 months,0.98毫克/公升,no,是,否,否,否,普通重型機車,小康,高中肄業,安全帽帶未繫緊,yes,20000元
44,"CTDM,111,交簡,23,20220106,1",2 months,0.26毫克/公升,否,是,無,不明,否,動力交通工具,小康,高職畢業,無,可易科罰金,0元
45,"CTDM,111,交簡,231,20220122,1",2 months,0.50毫克/公升,是,是,無,無,否,機車,勉持,國中畢業,無,可易科,15000元
46,"CTDM,111,交簡,24,20220120,1",2 months,0.27毫克/公升,No,是,無,無,否,車輛,勉持,高職畢業,無,Yes,"20,000元"
47,"CTDM,111,交簡,263,20220126,1",2 months,0.28毫克/公升,no,是,否,不明,否,自用小客貨車,小康,高職畢業,不明,yes,"NT$15,000"
48,"CTDM,111,交簡,265,20220127,1",2 months,0.34毫克/公升,否,是,無,不明,否,動力交通工具,小康,高中畢業,無,可易科罰金,0元
49,"CTDM,111,交簡,27,20220113,1",3 months,0.39毫克/公升,no,是,否,不明,否,普通重型機車,勉持,大學畢業,曾有1次公共危險（酒後駕車）之前科紀錄,yes,"NT$15,000"
50,"CTDM,111,交簡,281,20220125,1",2 months,0.35毫克/公升,否,是,無,無,否,普通重型機車,勉持,高中肄業,無,"可易科罰金，NT$1,000 per day",0元
51,"CTDM,111,交簡,282,20220127,1",2 months,0.75毫克/公升,no,是,無,無,否,普通重型機車,勉持,高中畢業,無,yes,"NT$15,000"
52,"CTDM,111,交簡,287,20220127,1",3 months,0.94毫克/公升,no,是,是,無,否,自用小客車,貧寒,小學畢業,無,yes,"NT$5,000"
53,"CTDM,111,交簡,316,20220128,1",2 months,0.31毫克/公升,否,是,無,不明,否,動力交通工具,貧寒,高職畢業,無,"可易科罰金，NT$1,000 per day",0元
54,"CTDM,111,交簡,340,20220127,1",2 months,0.73毫克/公升,No,是,否,否,否,普通重型機車,勉持,大學畢業,無,Yes,"NT$10,000"
55,"CTDM,111,交簡,47,20220118,1",2 months,0.35毫克/公升,否,是,無,無,否,機車,勉持,高中畢業,無,可易科罰金,0元
56,"CTDM,111,交簡,48,20220119,1",2 months,0.30毫克/公升,no,是,否,不明,否,車輛,勉持,大學畢業,無,yes,"NT$10,000"
57,"CTDM,111,交簡,50,20220112,1",2 months,0.62毫克/公升,no,是,否,不明,否,自用小客車,勉持,碩士畢業,不明,yes,20000元
58,"CTDM,111,交簡,52,20220119,1",2 months,0.57毫克/公升,no,是,否,不明,否,動力交通工具,貧寒,國中畢業,無,yes,"20,000元"
59,"CTDM,111,交簡,63,20220112,1",5 months,0.29毫克/公升,yes,是,否,否,否,普通重型機車,勉持,高職畢業,未戴安全帽、騎車吸菸,"NT$1,000 per day",0元
60,"CTDM,111,交簡,68,20220112,1",2 months,0.29毫克/公升,no,是,否,不明,否,自用大貨車,勉持,國中畢業,抽菸,yes,"NT$10,000"
61,"CTDM,111,交簡,69,20220127,1",2 months,0.78毫克/公升,no,是,否,不明,否,機車,小康,大學畢業,無,yes,25000元
62,"CTDM,111,交簡,71,20220107,1",2 months,0.38毫克/公升,否,是,否,否,否,普通重型機車,勉持,國中畢業,未戴口罩,"可易科罰金，NT$1,000 per day",0元
63,"CTDM,111,交簡,75,20220120,1",2 months,0.31毫克/公升,否,是,否,未提及,否,機車,勉持,不識字,闖紅燈,"可易科罰金，NT$1,000 per day",0元
64,"CTDM,111,交簡,79,20220120,1",2 months,0.35毫克/公升,yes,是,無,無,否,機車,小康,國中畢業,無,"NT$1,000 per day",0元
65,"CTDM,111,交簡,8,20220106,1",2 months,0.49毫克/公升,no,是,否,不明,否,自用小客車,勉持,大學畢業,不明,yes,"NT$15,000"
66,"CTDM,111,交簡,90,20220120,1",2 months,0.26毫克/公升,否,是,否,不明,否,騎車,勉持,國中肄業,不明,"可易科罰金，NT$1,000 per day",0元
67,"CTDM,111,交簡,97,20220110,1",3 months,0.61毫克/公升,No,是,否,不明,否,普通重型機車,勉持,高職畢業,曾有1次公共危險（酒後駕車）之前科紀錄,Yes,"NT$10,000"
68,"CYDM,111,嘉交簡,1,20220113,1",3 months,0.75毫克/公升,no,是,是,無,否,自用小客車,勉持,國中畢業,無駕駛執照,"yes, NT$1,000 per day",0元
69,"CYDM,111,嘉交簡,10,20220106,1",4 months,0.35MG/L,Yes,是,無,無,否,普通重型機車,普通,國小畢業,不能安全駕駛,Yes,"NT$10,000"
70,"CYDM,111,嘉交簡,18,20220111,1",6 months,0.56毫克/公升,yes,是,無,無,否,機車,勉持,國中畢業,無,"NT$1,000 per day",0元
71,"CYDM,111,嘉交簡,28,20220127,1",4 months,0.25MG/L,yes,是,否,不明,不明,機車,自陳家庭經濟狀況,不明,不明,"NT$1,000 per day",0元
72,"CYDM,111,嘉交簡,3,20220127,1",3 months,未指定,no,是,否,未指定,否,車輛,未指定,國小畢業,未戴安全帽、逆向行駛,yes,0元
73,"CYDM,111,嘉交簡,30,20220114,1",5 months,0.37MG/L,yes,是,無,無,否,普通重型機車,勉持,國小肄業,不能安全駕駛（前案紀錄）,"NT$1,000 per day",0元
74,"CYDM,111,嘉交簡,37,20220114,1",5 months,0.33毫克/公升,yes,是,否,否,否,自用小貨車,勉持,國中畢業,逆向行駛,yes,"30,000元"
75,"CYDM,111,嘉交簡,42,20220125,1",3 months,0.25毫克/公升,yes,是,無,無,否,機車,生活勉能維持,國小畢業,無,"NT$1,000 per day",0元
76,"CYDM,111,嘉交簡,50,20220121,1",3 months,0.86mg/l,否,是,否,不明,否,動力交通工具,不明,個人智識程度,違背安全駕駛案件,"可易科罰金，NT$1,000 per day",0元
77,"CYDM,111,嘉交簡,51,20220126,1",6 months,0.65毫克/公升,否,是,無,無,否,自用小客車,小康,高中畢業,無駕駛執照,"可易科罰金，NT$1,000 per day",0元
78,"CYDM,111,嘉交簡,57,20220126,1",3 months,0.75MG/L,否,是,無,無,否,普通重型機車,貧寒,國小畢業,無,"可易科罰金，NT$1,000 per day",0元
79,"CYDM,111,嘉交簡,62,20220126,1",4 months,百分之0.3423,no,坦承,有,有（女兒）,否,普通重型機車,勉持,高職畢業,無,"yes, NT$1,000 per day",0元
80,"CYDM,111,嘉交簡,77,20220128,1",2 months,未指定,無,是,否,未指定,未指定,動力交通工具,未指定,未指定,未指定,"可易科罰金，NT$1,000 per day","NT$20,000"
81,"CYDM,111,嘉交簡,9,20220104,1",2 months,0.41MG/L,no,是,否,無,否,機車,小康,國小畢業,無,"NT$1,000 per day",0元
82,"CYDM,111,朴交簡,24,20220127,1",3 months,0.25MG/L,yes,是,是,無,否,機車,低收入戶,不明,公共危險竊盜案件,"NT$1,000 per day",0元
83,"CYDM,111,朴交簡,32,20220128,1",2 months,0.46毫克/公升,否,是,是,無,是,小客車,小康,高職畢業,無,"可易科罰金，NT$1,000 per day",0元
84,"FYEM,111,豐交簡,17,20220107,1",5 months,未指定,yes,是,是,無,無,動力交通工具,未指定,未指定,無,yes,"NT$10,000"
85,"FYEM,111,豐交簡,22,20220111,1",2 months,未指定,No,是,未指定,未指定,未指定,未指定,未指定,未指定,未指定,"NT$1,000 per day",0元
86,"FYEM,111,豐交簡,24,20220111,1",2 months,未指定,No,是,是,無,否,動力交通工具,未指定,未指定,無,Yes,"NT$10,000"
87,"FYEM,111,豐交簡,27,20220110,1",4 months,未指定,否,是,無,未指定,未指定,動力交通工具,未指定,未指定,未指定,可易科罰金,0元
88,"FYEM,111,豐交簡,31,20220110,1",3 months,未指定,no,是,無,未指定,未指定,動力交通工具,未指定,未指定,未指定,"yes, NT$1,000 per day",0元
89,"FYEM,111,豐交簡,37,20220117,1",3 months,未指定,No,是,未指定,未指定,未指定,未指定,未指定,未指定,未指定,"NT$1,000 per day",0元
90,"FYEM,111,豐交簡,43,20220117,1",4 months,未指定,yes,是,無,未指定,未指定,動力交通工具,未指定,未指定,無,"NT$1,000 per day",0元
91,"FYEM,111,豐交簡,45,20220117,1",2 months,未指定,否,是,無,未指定,否,未指定,未指定,未指定,無,"可易科罰金，NT$1,000 per day",0元
92,"FYEM,111,豐交簡,48,20220117,1",3 months,未指定,Yes,是,是,未指定,未指定,動力交通工具,未指定,未指定,未指定,Yes,"NT$10,000"
93,"FYEM,111,豐交簡,56,20220121,1",4 months,未指定,否,是,無,未指定,未指定,動力交通工具,未指定,未指定,未指定,"可易科罰金，NT$1,000 per day",0元
94,"FYEM,111,豐交簡,64,20220121,1",3 months,未指定,yes,是,未指定,未指定,未指定,未指定,未指定,未指定,未指定,"NT$1,000 per day",0元
95,"FYEM,111,豐交簡,65,20220124,1",4 months,未提及呼氣酒精濃度，但提及血液中酒精濃度,No,坦承犯行,有,未提及,未提及,動力交通工具,未提及具體情況，但考慮家庭經濟狀況,未提及具體情況，但考慮教育程度,未提及,Yes,"NT$10,000"
96,"FYEM,111,豐交簡,70,20220125,1",3 months,未指定,yes,是,無,未指定,未指定,動力交通工具,未指定,未指定,無,"NT$1,000 per day",0元
97,"FYEM,111,豐交簡,73,20220125,1",2 months,未指定,No,是,無,未指定,否,未指定,未指定,未指定,無,Yes,"NT$10,000"
98,"FYEM,111,豐交簡,80,20220125,1",3 months,未指定,yes,是,未指定,未指定,否,動力交通工具,未指定,未指定,偽造文書、公共危險、槍砲等案,"NT$1,000 per day",0元
99,"HLDM,110,花交簡,264,20220105,1",2 months,0.28毫克/公升,No,是,否,不明,否,小貨車,貧寒,高中畢業,未繫安全帶,"NT$1,000 per day",0元
100,"HLDM,111,玉交簡,1,20220111,1",2 months,0.49毫克/公升,否,是,否,不明,否,汽機車,無業,國中畢業,不明,"可易科罰金，NT$1,000 per day",0元
101,"HLDM,111,玉交簡,3,20220125,1",3 months,0.70毫克/公升,no,是,否,未提及,否,汽機車,月收入約新臺幣3萬元,國中畢業,曾有犯不能安全駕駛致交通危險罪經緩起訴處分之紀錄,"yes, NT$1,000 per day",0元
102,"HLDM,111,花交簡,12,20220111,1",4 months,0.47毫克/公升,yes,是,否,不明,否,汽機車,勉持,國中肄業,無,"NT$1,000 per day",0元
103,"HLDM,111,花交簡,13,20220106,1",3 months,0.61毫克/公升,no,是,否,不明,否,小客車,小康,國小肄業,駕駛執照已因酒駕逕註,yes,0元
104,"HLDM,111,花交簡,14,20220106,1",5 months,0.55毫克/公升,yes,否,否,不明,否,輕型機車,勉持之生活狀況,高職畢業,不明,"NT$1,000 per day",0元
105,"HLDM,111,花交簡,18,20220111,1",4 months,0.38毫克/公升,yes,是,否,不明,否,普通輕型機車,貧寒,高職畢業,無,"NT$1,000 per day",0元
106,"HLDM,111,花交簡,21,20220114,1",5 months,0.76毫克/公升,yes,是,否,不明,否,汽機車,小康,國中肄業,無,"NT$1,000 per day",0元
107,"HLDM,111,花交簡,28,20220125,1",2 months,0.27毫克/公升,否,是,否,未提及,否,汽機車,小康,高職肄業,未提及,"可易科罰金，NT$1,000 per day",0元
108,"HLDM,111,花交簡,29,20220122,1",3 months,每公升0.25毫克以上,yes,是,是,無,否,自小客車,勉持之生活狀況,國小畢業,追撞前方車輛,"NT$1,000 per day",0元
109,"HLDM,111,花交簡,35,20220125,1",4 months,0.47毫克,yes,是,否,不明,否,汽機車,貧寒,高職肄業,無,"NT$1,000 per day",0元
110,"HLDM,111,花交簡,37,20220125,1",2 months,0.61毫克/公升,否,是,否,不明,否,汽機車,貧寒,高職畢業,不明,"可易科罰金，NT$1,000 per day",0元
111,"HLDM,111,花交簡,4,20220126,1",2 months,0.66毫克/公升,No,是,否,否,否,小客車,不好,高中肄業,無,"NT$1,000 per day",0元
112,"HLDM,111,花交簡,6,20220111,1",4 months,0.41毫克/公升,yes,是,否,不明,否,汽機車,勉持,國中肄業,無,"NT$1,000 per day",0元
113,"HLDM,111,花交簡,9,20220104,1",5 months,0.52毫克/公升,yes,是,否,無,否,普通重型機車,小康,高職畢業,無,"NT$1,000 per day",0元
114,"ILDM,111,交簡,28,20220113,1",3 months,0.31毫克/公升,yes,是,否,不明,否,車,小康,國小畢業,前因不能安全駕駛之公共危險案件,"NT$1,000 per day",0元
115,"ILDM,111,交簡,29,20220126,1",5 months,,yes,,,,,,,,,"NT$1,000 per day",0元
116,"ILDM,111,交簡,31,20220126,1",5 months,未提及,yes,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,"NT$1,000 per day",0元
117,"ILDM,111,交簡,38,20220127,1",6 months,0.45毫克/公升,no,是,否,不明,否,自用小客車,小康,大專,數次不能安全駕駛動力交通工具案件,yes,"60,000元"
118,"ILDM,111,交簡,4,20220124,1",3 months,0.41毫克/公升,No,是,否,否,否,普通重型機車,勉持,國小畢業,未依規定開啟大燈,"NT$1,000 per day",0元
119,"ILDM,111,交簡,50,20220128,1",2 months,0.45毫克/公升,No,是,否,否,否,普通重型機車,小康,碩士畢業,無,"NT$1,000 per day",0元
120,"ILDM,111,交簡,59,20220127,1",6 months,0.26毫克/公升,否,是,否,不明,否,普通重型機車,小康,國中畢業,無,可,0元
121,"KLDM,110,基交簡,263,20220103,1",5 months,0.94毫克/公升,yes,是,否,無,否,自用小客車,勉持,高中肄業,曾因飲酒駕車之公共危險案件，經臺灣桃園地方檢察署檢察官以100年度偵字第5214號為緩起訴處分確定，另曾因飲酒駕車之公共危險案件，經臺灣新北地方法院以102年度交簡字第1690號判決判處有期徒刑3月確定,"NT$1,000 per day",0元
122,"KLDM,110,基交簡,316,20220103,1",4 months,0.26毫克/公升,yes,是,否,未提及,否,自用小客車,勉持,國小畢業,未提及,"NT$1,000 per day",0元
123,"KLDM,111,基交簡,1,20220113,1",2 months,每公升零點二五毫克以上,no,是,否,不明,不明,動力交通工具,不明,不明,不明,yes,"20,000元"
124,"KLDM,111,基交簡,11,20220105,1",3 months,未指定,no,是,是,未指定,否,汽車,未指定,未指定,未指定,"yes, NT$1,000 per day",0元
125,"KLDM,111,基交簡,12,20220110,1",5 months,0.54毫克/公升,yes,是,否,不明,否,普通重型機車,勉持,高中畢業,不明,"NT$1,000 per day",0元
126,"KLDM,111,基交簡,14,20220113,1",2月,每公升零點二五毫克以上,否,未提及,否,未提及,否,普通重型機車,未提及,未提及,未提及,可,0元
127,"KLDM,111,基交簡,15,20220110,1",2 months,0.44毫克/公升,否,否,否,無,是,電動自行車,小康,大學畢業,無,"可易科罰金，NT$1,000 per day",0元
128,"KLDM,111,基交簡,17,20220110,1",5 months,0.49毫克/公升,No,是,否,不明,否,自用小客車,勉持,國中畢業,無,"NT$1,000 per day",0元
129,"KLDM,111,基交簡,22,20220117,1",3 months,0.35毫克/公升,no,是,否,否,否,機車,貧寒,五專肄業,無,"yes, NT$1,000 per day",0元
130,"KLDM,111,基交簡,25,20220113,1",4 months,0.63毫克/公升,否,是,否,不明,不明,普通重型機車,不明,不明,不明,可易科罰金,0元
131,"KLDM,111,基交簡,26,20220114,1",2月,0.70毫克/公升,否,無明確提及,無,無明確提及,無,普通重型機車,無明確提及,無明確提及,無明確提及,可易科罰金，1千元/日,0元
132,"KLDM,111,基交簡,31,20220124,1",3 months,0.65毫克/公升,no,是,否,不明,否,普通重型機車,勉持,國中畢業,無,"yes, NT$1,000 per day",0元
133,"KLDM,111,基交簡,36,20220119,1",2 months,0.25毫克,No,是,否,否,否,普通重型機車,勉持,國小畢業,無,"NT$1,000 per day",0元
134,"KLDM,111,基交簡,39,20220124,1",4 months,未提及,yes,是,否,未提及,否,機車,未提及,未提及,未提及,"NT$1,000 per day",0元
135,"KLDM,111,基交簡,40,20220122,1",3 months,每公升零點二五毫克以上,No,是,否,不明,不明,普通重型機車,不明,不明,不明,Yes,"30,000元"
136,"KLDM,111,基交簡,8,20220111,1",2 months,0.32毫克/公升,yes,是,否,不明,否,普通重型機車,勉持,國中肄業,無,"NT$1,000 per day",0元
137,"KSDM,110,交簡,2363,20220105,1",6 months,0.93毫克/公升,yes,是,否,不明,否,普通重型機車,不明,智識程度,有數次違犯本罪之前案紀錄,yes,"70,000元"
138,"KSDM,110,交簡,2741,20220105,1",5 months,1.05毫克/公升,no,是,是,無,否,自用小客車,不予揭露,不予揭露,無,yes,"30,000元"
139,"KSDM,110,交簡,2742,20220105,1",2 months,0.39毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,無,yes,"NT$5,000"
140,"KSDM,110,交簡,2764,20220105,1",3 months,0.35毫克/公升,no,是,否,無,否,普通重型機車,不予揭露,不予揭露,無,yes,25000元
141,"KSDM,110,交簡,2779,20220105,1",2 months,0.43毫克/公升,no,是,否,無,否,普通重型機車,未提供具體資料，但有記錄,未提供具體資料，但有記錄,無,yes,2000元
142,"KSDM,110,交簡,2828,20220105,1",4 months,0.66毫克/公升,no,是,否,無,否,普通重型機車,未明確,未明確,無,yes,25000元
143,"KSDM,110,交簡,2839,20220105,1",4 months,未提及,no,是,是,是,否,自用小客車,未提及具體情況，但被告於警詢時自述,未提及具體情況，但被告於警詢時自述,無,yes,"NT$10,000"
144,"KSDM,110,交簡,2851,20220110,1",3 months,0.39毫克/公升,no,是,否,無,否,自用小客車,未明確,未明確,無,yes,"NT$10,000"
145,"KSDM,110,交簡,2855,20220110,1",6 months,0.97毫克/公升,no,是,是,無,否,汽車,未明確,智識程度,無,yes,"70,000元"
146,"KSDM,110,交簡,2868,20220105,1",5 months,1.18毫克/公升,no,是,是,無,否,小客車,未明確,未明確,無,yes,"NT$15,000"
147,"KSDM,110,交簡,2872,20220105,1",6 months,0.41毫克/公升,yes,是,否,不明,否,普通重型機車,不明,智識程度,無,yes,"30,000元"
148,"KSDM,110,交簡,2876,20220110,1",2 months,0.56毫克/公升,No,是,否,否,否,普通重型機車,不予揭露,不予揭露,無,Yes,"NT$5,000"
149,"KSDM,110,交簡,2891,20220107,1",2 months,0.68毫克,否,是,是,否,否,自小客車,月收入約33000萬元，未婚、無小孩,大學畢業,逆向行駛,可,0元
150,"KSDM,110,交簡,2892,20220106,1",3 months,每公升1.15毫克,否,是,是,否,否,普通重型機車,月收入約新臺幣3萬元，離婚、有1個小孩,高職畢業,逆向行駛,可,0元
151,"KSDM,110,交簡,2911,20220110,1",4 months,0.58毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,無照駕車,yes,"NT$5,000"
152,"KSDM,110,交簡,2917,20220117,1",2 months,0.36毫克/公升,no,是,否,不明,否,自用小客車,不明,不明,不明,yes,"NT$10,000"
153,"KSDM,110,交簡,2918,20220106,1",2 months,0.89毫克/公升,no,是,否,不明,否,普通重型機車,不予揭露,不明,不明,yes,"20,000元"
154,"KSDM,110,交簡,2924,20220117,1",4 months,0.32毫毫克/公升,yes,是,否,否,否,普通重型機車,不予揭露,不予揭露,無,yes,"NT$5,000"
155,"KSDM,110,交簡,2927,20220128,1",3 months,0.38毫克/公升,yes,是,是,無,否,自用小客車,不予揭露,不予揭露,無,yes,"30,000元"
156,"KSDM,110,交簡,2935,20220105,1",6 months,0.38毫克/公升,yes,是,否,不明,否,自用小客車,不明,智識程度,無,yes,"NT$15,000"
157,"KSDM,110,交簡,2940,20220110,1",4 months,0.34毫克/公升,No,是,否,不明,否,普通重型機車,不明,不明,無,"NT$1,000 per day",0元
158,"KSDM,110,交簡,2945,20220107,1",4 months,0.29毫克/公升,yes,是,否,否,否,普通重型機車,不予揭露,智識程度,無照騎乘,"NT$1,000 per day",0元
159,"KSDM,110,交簡,2946,20220117,1",4 months,0.92毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,無,yes,"NT$10,000"
160,"KSDM,110,交簡,2961,20220112,1",5 months,1.12毫克/公升,yes,是,是,無,否,普通重型機車,不予揭露,不予揭露,無,yes,"40,000元"
161,"KSDM,110,交簡,2967,20220105,1",5 months,0.30毫克/公升,no,是,否,不明,否,重型機車,不明,智識程度,無,yes,20000元
162,"KSDM,110,交簡,2969,20220105,1",5 months,0.32毫克/公升,no,是,否,不明,否,普通重型機車,不明,不明,無,yes,"20,000元"
163,"KSDM,110,交簡,2973,20220118,1",2 months,0.53毫克/公升,no,是,否,否,否,普通重型機車,未明確提及,未明確提及,無照騎車,yes,"NT$5,000"
164,"KSDM,110,交簡,2976,20220107,1",6 months,0.26毫克/公升,yes,是,否,無,否,普通重型機車,不予揭露,不予揭露,無,yes,20000元
165,"KSDM,110,交簡,2983,20220117,1",4 months,1.08毫克/公升,Yes,否,是,無,否,自用小客車,不予揭露,不予揭露,無,Yes,"35,000元"
166,"KSDM,110,交簡,2984,20220112,1",4 months,0.74毫克/公升,yes,是,否,無,否,普通重型機車,不予揭露（涉及個人隱私）,智識程度（不予揭露）,無,yes,"NT$15,000"
