,案號,法官
33,"CTDM,110,交簡,2577,20220104,1","

廖華君"
34,"CTDM,111,交簡,1,20220103,1","

廖華君"
35,"CTDM,111,交簡,10,20220106,1","

廖華君"
36,"CTDM,111,交簡,115,20220110,1","

陳箐"
37,"CTDM,111,交簡,12,20220119,1","

廖華君"
38,"CTDM,111,交簡,14,20220119,1","

廖華君"
39,"CTDM,111,交簡,167,20220114,1","

陳箐"
40,"CTDM,111,交簡,175,20220120,1","

廖華君"
41,"CTDM,111,交簡,193,20220114,1","

陳箐"
42,"CTDM,111,交簡,199,20220121,1","

廖華君"
43,"CTDM,111,交簡,228,20220120,1","

陳箐"
44,"CTDM,111,交簡,23,20220106,1","

廖華君"
45,"CTDM,111,交簡,231,20220122,1","

廖華君"
46,"CTDM,111,交簡,24,20220120,1","

廖華君"
47,"CTDM,111,交簡,263,20220126,1","

陳箐"
48,"CTDM,111,交簡,265,20220127,1","

廖華君"
49,"CTDM,111,交簡,27,20220113,1","

張瑾雯"
50,"CTDM,111,交簡,281,20220125,1","

廖華君"
51,"CTDM,111,交簡,282,20220127,1","

廖華君"
52,"CTDM,111,交簡,287,20220127,1","

陳箐"
53,"CTDM,111,交簡,316,20220128,1","

廖華君"
54,"CTDM,111,交簡,340,20220127,1","

陳 箐"
55,"CTDM,111,交簡,47,20220118,1","

廖華君"
56,"CTDM,111,交簡,48,20220119,1","

廖華君"
57,"CTDM,111,交簡,50,20220112,1","

陳箐"
58,"CTDM,111,交簡,52,20220119,1","

廖華君"
59,"CTDM,111,交簡,63,20220112,1","

陳箐"
60,"CTDM,111,交簡,68,20220112,1","

陳箐"
61,"CTDM,111,交簡,69,20220127,1","

廖華君"
62,"CTDM,111,交簡,71,20220107,1","

陳箐"
63,"CTDM,111,交簡,75,20220120,1","

廖華君"
64,"CTDM,111,交簡,79,20220120,1","

廖華君"
65,"CTDM,111,交簡,8,20220106,1","

陳箐"
66,"CTDM,111,交簡,90,20220120,1","

廖華君"
67,"CTDM,111,交簡,97,20220110,1","

張瑾雯"
68,"CYDM,111,嘉交簡,1,20220113,1","

沈芳伃"
69,"CYDM,111,嘉交簡,10,20220106,1","

鄭諺霓"
70,"CYDM,111,嘉交簡,18,20220111,1","

林正雄"
71,"CYDM,111,嘉交簡,28,20220127,1","

吳育霖"
72,"CYDM,111,嘉交簡,3,20220127,1","

凃啟夫"
73,"CYDM,111,嘉交簡,30,20220114,1","

鄭諺霓"
74,"CYDM,111,嘉交簡,37,20220114,1","

黃美綾"
75,"CYDM,111,嘉交簡,42,20220125,1","

張佐榕"
76,"CYDM,111,嘉交簡,50,20220121,1","

王品惠"
77,"CYDM,111,嘉交簡,51,20220126,1","

沈芳伃"
78,"CYDM,111,嘉交簡,57,20220126,1","

鄭諺霓"
79,"CYDM,111,嘉交簡,62,20220126,1","

鄭諺霓"
80,"CYDM,111,嘉交簡,77,20220128,1","

凃啟夫"
81,"CYDM,111,嘉交簡,9,20220104,1","

蘇姵文"
82,"CYDM,111,朴交簡,24,20220127,1","

吳育霖"
83,"CYDM,111,朴交簡,32,20220128,1","

沈芳伃"
84,"FYEM,111,豐交簡,17,20220107,1","

段奇琬 (Judge Duan Qi-Wen)"
85,"FYEM,111,豐交簡,22,20220111,1","

段奇琬"
86,"FYEM,111,豐交簡,24,20220111,1","

段奇琬"
87,"FYEM,111,豐交簡,27,20220110,1","

段奇琬"
88,"FYEM,111,豐交簡,31,20220110,1","

段奇琬"
89,"FYEM,111,豐交簡,37,20220117,1","

段奇琬"
90,"FYEM,111,豐交簡,43,20220117,1","

段奇琬"
91,"FYEM,111,豐交簡,45,20220117,1","

段奇琬"
92,"FYEM,111,豐交簡,48,20220117,1","

段奇琬 (Judge Duan Qi-Wan)"
93,"FYEM,111,豐交簡,56,20220121,1","

段奇琬"
94,"FYEM,111,豐交簡,64,20220121,1","

段奇琬"
95,"FYEM,111,豐交簡,65,20220124,1","

段奇琬"
96,"FYEM,111,豐交簡,70,20220125,1","

段奇琬"
97,"FYEM,111,豐交簡,73,20220125,1","

段奇琬"
98,"FYEM,111,豐交簡,80,20220125,1","

段奇琬 (Judge Duan Qi-Wen)"
99,"HLDM,110,花交簡,264,20220105,1","

林育賢"
100,"HLDM,111,玉交簡,1,20220111,1","

林思婷"
101,"HLDM,111,玉交簡,3,20220125,1","

林思婷"
102,"HLDM,111,花交簡,12,20220111,1","

林思婷"
103,"HLDM,111,花交簡,13,20220106,1","

黃柏憲"
104,"HLDM,111,花交簡,14,20220106,1","

高郁茹"
105,"HLDM,111,花交簡,18,20220111,1","

高郁茹"
106,"HLDM,111,花交簡,21,20220114,1","

林思婷"
107,"HLDM,111,花交簡,28,20220125,1","

林思婷"
108,"HLDM,111,花交簡,29,20220122,1","

高郁茹"
109,"HLDM,111,花交簡,35,20220125,1","

林思婷"
110,"HLDM,111,花交簡,37,20220125,1","

林思婷"
111,"HLDM,111,花交簡,4,20220126,1","

林育賢"
112,"HLDM,111,花交簡,6,20220111,1","

林思婷"
113,"HLDM,111,花交簡,9,20220104,1","

高郁茹"
114,"ILDM,111,交簡,28,20220113,1","

陳錦雯"
115,"ILDM,111,交簡,29,20220126,1","

莊深淵"
116,"ILDM,111,交簡,31,20220126,1","

莊深淵"
117,"ILDM,111,交簡,38,20220127,1","

李蕙伶"
118,"ILDM,111,交簡,4,20220124,1","

劉芝毓"
119,"ILDM,111,交簡,50,20220128,1","

劉芝毓"
120,"ILDM,111,交簡,59,20220127,1","

李蕙伶"
121,"KLDM,110,基交簡,263,20220103,1","

謝昀芳"
122,"KLDM,110,基交簡,316,20220103,1","

謝昀芳"
123,"KLDM,111,基交簡,1,20220113,1","

陳怡安"
124,"KLDM,111,基交簡,11,20220105,1","

齊潔"
125,"KLDM,111,基交簡,12,20220110,1","

鄭虹眞"
126,"KLDM,111,基交簡,14,20220113,1","

陳怡安"
127,"KLDM,111,基交簡,15,20220110,1","

李麗玲"
128,"KLDM,111,基交簡,17,20220110,1","

鄭虹眞"
129,"KLDM,111,基交簡,22,20220117,1","

謝昀芳"
130,"KLDM,111,基交簡,25,20220113,1","

陳怡安"
131,"KLDM,111,基交簡,26,20220114,1","

陳怡安"
132,"KLDM,111,基交簡,31,20220124,1","

鄭虹眞"
133,"KLDM,111,基交簡,36,20220119,1","

施添寶"
134,"KLDM,111,基交簡,39,20220124,1","

齊潔 (Judge Qi Jie)"
135,"KLDM,111,基交簡,40,20220122,1","

陳怡安"
136,"KLDM,111,基交簡,8,20220111,1","

顏偲凡"
137,"KSDM,110,交簡,2363,20220105,1","

莊維澤"
138,"KSDM,110,交簡,2741,20220105,1","

李爭春"
139,"KSDM,110,交簡,2742,20220105,1","

李爭春"
140,"KSDM,110,交簡,2764,20220105,1","

李爭春"
141,"KSDM,110,交簡,2779,20220105,1","

李爭春"
142,"KSDM,110,交簡,2828,20220105,1","

李爭春"
143,"KSDM,110,交簡,2839,20220105,1","

莊維澤"
144,"KSDM,110,交簡,2851,20220110,1","

李爭春"
145,"KSDM,110,交簡,2855,20220110,1","

李爭春"
146,"KSDM,110,交簡,2868,20220105,1","

莊維澤"
147,"KSDM,110,交簡,2872,20220105,1","

莊維澤"
148,"KSDM,110,交簡,2876,20220110,1","

李爭春"
149,"KSDM,110,交簡,2891,20220107,1","

李昆南"
150,"KSDM,110,交簡,2892,20220106,1","

李昆南"
151,"KSDM,110,交簡,2911,20220110,1","

李爭春"
152,"KSDM,110,交簡,2917,20220117,1","

李爭春"
153,"KSDM,110,交簡,2918,20220106,1","

王雪君"
154,"KSDM,110,交簡,2924,20220117,1","

李爭春"
155,"KSDM,110,交簡,2927,20220128,1","

王雪君"
156,"KSDM,110,交簡,2935,20220105,1","

莊維澤"
157,"KSDM,110,交簡,2940,20220110,1","

李爭春"
158,"KSDM,110,交簡,2945,20220107,1","

王雪君"
159,"KSDM,110,交簡,2946,20220117,1","

李爭春"
160,"KSDM,110,交簡,2961,20220112,1","

王雪君"
161,"KSDM,110,交簡,2967,20220105,1","

莊維澤"
162,"KSDM,110,交簡,2969,20220105,1","

莊維澤"
163,"KSDM,110,交簡,2973,20220118,1","

李爭春"
164,"KSDM,110,交簡,2976,20220107,1","

王雪君"
165,"KSDM,110,交簡,2983,20220117,1","

王雪君 (Judge Wang Xuejun)"
166,"KSDM,110,交簡,2984,20220112,1","

王雪君"
167,"KSDM,110,交簡,2985,20220125,1","

李爭春"
168,"KSDM,110,交簡,2987,20220118,1","

李爭春"
169,"KSDM,110,交簡,2988,20220112,1","

王雪君"
170,"KSDM,110,交簡,2992,20220110,1","

莊維澤"
171,"KSDM,110,交簡,2993,20220106,1","

王雪君"
172,"KSDM,110,交簡,2997,20220107,1","

莊維澤"
173,"KSDM,110,交簡,3017,20220110,1","

莊維澤"
174,"KSDM,110,交簡,3019,20220117,1","

王雪君"
175,"KSDM,110,交簡,3020,20220107,1","

莊維澤"
176,"KSDM,110,交簡,3021,20220118,1","

鄭美玲"
177,"KSDM,110,交簡,3043,20220125,1","

李爭春"
178,"KSDM,110,交簡,3051,20220110,1","

莊維澤"
179,"KSDM,110,交簡,3056,20220107,1","

王雪君"
180,"KSDM,110,交簡,3060,20220112,1","

王雪君"
181,"KSDM,110,交簡,3071,20220120,1","

王雪君"
182,"KSDM,110,交簡,3076,20220114,1","

莊維澤"
183,"KSDM,110,交簡,3089,20220125,1","

李爭春"
184,"KSDM,110,交簡,3099,20220124,1","

李爭春"
185,"KSDM,110,交簡,3101,20220120,1","

王雪君"
186,"KSDM,110,交簡,3102,20220104,1","

張雅文"
187,"KSDM,110,交簡,3104,20220128,1","

莊維澤"
188,"KSDM,110,交簡,3105,20220124,1","

王雪君"
189,"KSDM,110,交簡,3114,20220117,1","

王雪君"
190,"KSDM,110,交簡,3115,20220120,1","

莊維澤"
191,"KSDM,110,交簡,3131,20220126,1","

陳芸珮"
192,"KSDM,110,交簡,3133,20220104,1","

張雅文"
193,"KSDM,110,交簡,3134,20220120,1","

莊維澤"
194,"KSDM,110,交簡,3135,20220120,1","

王雪君"
195,"KSDM,110,交簡,3137,20220124,1","

李爭春"
196,"KSDM,110,交簡,3138,20220120,1","

王雪君"
197,"KSDM,110,交簡,3139,20220124,1","

李爭春"
198,"KSDM,110,交簡,3140,20220120,1","

王雪君"
199,"KSDM,110,交簡,3143,20220118,1","

莊維澤"
200,"KSDM,110,交簡,3144,20220110,1","

張雅文"
201,"KSDM,110,交簡,3147,20220118,1","

莊維澤"
202,"KSDM,110,交簡,3148,20220118,1","

莊維澤"
203,"KSDM,110,交簡,3149,20220118,1","

莊維澤"
204,"KSDM,111,交簡,10,20220106,1","

陳中和"
205,"KSDM,111,交簡,102,20220128,1","

莊維澤"
206,"KSDM,111,交簡,109,20220128,1","

莊維澤"
207,"KSDM,111,交簡,11,20220106,1","

陳中和"
208,"KSDM,111,交簡,110,20220127,1","

王雪君"
209,"KSDM,111,交簡,13,20220128,1","

莊維澤"
210,"KSDM,111,交簡,14,20220106,1","

陳中和"
211,"KSDM,111,交簡,15,20220106,1","

陳中和"
212,"KSDM,111,交簡,156,20220127,1","

王雪君"
213,"KSDM,111,交簡,159,20220128,1","

莊維澤"
214,"KSDM,111,交簡,161,20220127,1","

王雪君"
215,"KSDM,111,交簡,167,20220119,1","

陳中和"
216,"KSDM,111,交簡,168,20220112,1","

陳中和"
217,"KSDM,111,交簡,169,20220114,1","

陳中和"
218,"KSDM,111,交簡,170,20220112,1","

陳中和"
219,"KSDM,111,交簡,171,20220117,1","

陳中和"
220,"KSDM,111,交簡,172,20220112,1","

陳中和"
221,"KSDM,111,交簡,174,20220119,1","

陳中和"
222,"KSDM,111,交簡,175,20220114,1","

陳中和"
223,"KSDM,111,交簡,176,20220117,1","

陳中和"
224,"KSDM,111,交簡,21,20220128,1","

莊維澤"
225,"KSDM,111,交簡,236,20220119,1","

陳中和"
226,"KSDM,111,交簡,237,20220119,1","

陳中和"
227,"KSDM,111,交簡,24,20220127,1","

王雪君"
228,"KSDM,111,交簡,241,20220119,1","

陳中和"
229,"KSDM,111,交簡,242,20220119,1","

陳中和"
230,"KSDM,111,交簡,246,20220121,1","

陳中和"
231,"KSDM,111,交簡,247,20220120,1","

陳中和"
232,"KSDM,111,交簡,248,20220125,1","

莊珮君"
233,"KSDM,111,交簡,255,20220127,1","

莊珮君"
234,"KSDM,111,交簡,26,20220127,1","

莊維澤"
235,"KSDM,111,交簡,27,20220128,1","

莊維澤"
236,"KSDM,111,交簡,297,20220124,1","

黃蕙芳"
237,"KSDM,111,交簡,299,20220128,1","

陳中和"
238,"KSDM,111,交簡,3,20220128,1","

莊維澤"
239,"KSDM,111,交簡,300,20220128,1","

陳中和"
240,"KSDM,111,交簡,301,20220128,1","

陳中和"
241,"KSDM,111,交簡,302,20220128,1","

陳中和"
242,"KSDM,111,交簡,303,20220127,1","

莊珮君"
243,"KSDM,111,交簡,307,20220128,1","

陳中和"
244,"KSDM,111,交簡,310,20220128,1","

陳中和"
245,"KSDM,111,交簡,312,20220128,1","

陳中和"
246,"KSDM,111,交簡,315,20220128,1","

莊珮君"
247,"KSDM,111,交簡,32,20220127,1","

莊維澤"
248,"KSDM,111,交簡,321,20220128,1","

莊珮君"
249,"KSDM,111,交簡,34,20220127,1","

王雪君"
250,"KSDM,111,交簡,36,20220128,1","

莊維澤"
251,"KSDM,111,交簡,47,20220128,1","

莊維澤"
252,"KSDM,111,交簡,48,20220125,1","

莊維澤"
253,"KSDM,111,交簡,49,20220128,1","

莊維澤"
254,"KSDM,111,交簡,5,20220106,1","

陳中和"
255,"KSDM,111,交簡,54,20220127,1","

莊維澤"
256,"KSDM,111,交簡,56,20220128,1","

莊維澤"
257,"KSDM,111,交簡,74,20220125,1","

莊維澤"
258,"KSDM,111,交簡,75,20220125,1","

莊維澤"
259,"KSDM,111,交簡,8,20220106,1","

陳中和"
260,"KSDM,111,交簡,86,20220127,1","

莊維澤"
261,"KSDM,111,交簡,9,20220112,1","

陳中和"
262,"MLDM,110,苗交簡,616,20220106,1","

高御庭"
263,"MLDM,110,苗交簡,636,20220106,1","

高御庭"
264,"MLDM,110,苗交簡,646,20220106,1","

高御庭"
265,"MLDM,110,苗交簡,659,20220106,1","

高御庭"
266,"MLDM,110,苗交簡,672,20220106,1","

高御庭"
267,"MLDM,110,苗交簡,675,20220106,1","

高御庭"
268,"MLDM,110,苗交簡,681,20220106,1","

高御庭"
269,"MLDM,110,苗交簡,706,20220106,1","

高御庭"
270,"MLDM,110,苗交簡,726,20220106,1","

高御庭"
271,"MLDM,110,苗交簡,744,20220106,1","

高御庭"
272,"MLDM,110,苗交簡,754,20220107,1","

朱俊瑋"
273,"MLDM,110,苗交簡,758,20220127,1","

高御庭"
274,"MLDM,110,苗交簡,767,20220127,1","

高御庭"
275,"MLDM,110,苗交簡,786,20220127,1","

高御庭"
276,"MLDM,110,苗交簡,798,20220127,1","

高御庭"
277,"MLDM,110,苗交簡,813,20220106,1","

高御庭"
278,"MLDM,111,苗交簡,1,20220106,1","

高御庭"
279,"MLDM,111,苗交簡,33,20220124,1","

王瀅婷"
280,"NTDM,110,投交簡,395,20220106,1","

孫于淦"
281,"NTDM,110,投交簡,433,20220112,1","

孫于淦"
282,"NTDM,110,投交簡,439,20220112,1","

孫于淦"
283,"PCDM,110,交簡,1534,20220104,1","

黎錦福"
284,"PCDM,110,交簡,1550,20220103,1","

朱學瑛"
285,"PCDM,110,交簡,1553,20220103,1","

黎錦福"
286,"PCDM,110,交簡,1569,20220107,1","

黎錦福"
287,"PCDM,111,交簡,103,20220126,1","

朱學瑛"
288,"PCDM,111,交簡,106,20220126,1","

朱學瑛"
289,"PCDM,111,交簡,117,20220127,1","

朱學瑛"
290,"PCDM,111,交簡,121,20220119,1","

黎錦福"
291,"PCDM,111,交簡,125,20220127,1","

朱學瑛"
292,"PCDM,111,交簡,13,20220103,1","

黎錦福"
293,"PCDM,111,交簡,132,20220127,1","

朱學瑛"
294,"PCDM,111,交簡,136,20220127,1","

朱學瑛"
295,"PCDM,111,交簡,138,20220127,1","

朱學瑛"
296,"PCDM,111,交簡,143,20220124,1","

黎錦福"
297,"PCDM,111,交簡,145,20220127,1","

朱學瑛"
298,"PCDM,111,交簡,147,20220127,1","

朱學瑛"
299,"PCDM,111,交簡,172,20220124,1","

黎錦福"
300,"PCDM,111,交簡,174,20220126,1","

陳明珠"
301,"PCDM,111,交簡,175,20220124,1","

黎錦福"
302,"PCDM,111,交簡,182,20220128,1","

朱學瑛"
303,"PCDM,111,交簡,189,20220127,1","

朱學瑛"
304,"PCDM,111,交簡,19,20220110,1","

黎錦福"
305,"PCDM,111,交簡,190,20220127,1","

朱學瑛"
306,"PCDM,111,交簡,196,20220128,1","

朱學瑛"
307,"PCDM,111,交簡,203,20220128,1","

朱學瑛"
308,"PCDM,111,交簡,204,20220128,1","

朱學瑛"
309,"PCDM,111,交簡,210,20220128,1","

朱學瑛"
310,"PCDM,111,交簡,216,20220128,1","

朱學瑛"
311,"PCDM,111,交簡,220,20220128,1","

朱學瑛"
312,"PCDM,111,交簡,23,20220107,1","

朱學瑛"
313,"PCDM,111,交簡,25,20220110,1","

朱學瑛"
314,"PCDM,111,交簡,26,20220121,1","

朱學瑛"
315,"PCDM,111,交簡,31,20220104,1","

黎錦福"
316,"PCDM,111,交簡,33,20220104,1","

黎錦福"
317,"PCDM,111,交簡,45,20220117,1","

朱學瑛"
318,"PCDM,111,交簡,5,20220120,1","

朱學瑛"
319,"PCDM,111,交簡,57,20220113,1","

朱學瑛"
320,"PCDM,111,交簡,62,20220112,1","

黎錦福"
321,"PCDM,111,交簡,64,20220113,1","

朱學瑛"
322,"PCDM,111,交簡,67,20220117,1","

朱學瑛"
323,"PCDM,111,交簡,7,20220120,1","

朱學瑛"
324,"PCDM,111,交簡,70,20220114,1","

朱學瑛"
325,"PCDM,111,交簡,79,20220121,1","

朱學瑛"
326,"PCDM,111,交簡,9,20220118,1","

朱學瑛"
327,"PCDM,111,交簡,92,20220112,1","

黎錦福"
328,"PCDM,111,交簡,97,20220114,1","

黎錦福"
329,"PCDM,111,交簡,99,20220114,1","

黎錦福"
330,"PTDM,110,交簡,1741,20220121,1","

涂裕洪"
331,"PTDM,110,交簡,1743,20220121,1","

涂裕洪"
332,"PTDM,110,交簡,1772,20220124,1","

黃紀錄"
333,"PTDM,110,交簡,1790,20220125,1","

黃紀錄"
334,"PTDM,110,交簡,1791,20220125,1","

黃紀錄"
335,"PTDM,110,交簡,1806,20220124,1","

黃紀錄"
336,"PTDM,110,交簡,1819,20220125,1","

黃紀錄"
337,"PTDM,110,交簡,1827,20220124,1","

涂裕洪"
338,"PTDM,110,交簡,1829,20220124,1","

涂裕洪"
339,"PTDM,110,交簡,1834,20220124,1","

涂裕洪"
340,"PTDM,110,交簡,1835,20220124,1","

涂裕洪"
341,"PTDM,110,交簡,1836,20220124,1","

涂裕洪"
342,"PTDM,110,交簡,1837,20220124,1","

涂裕洪"
343,"PTDM,110,交簡,1838,20220124,1","

涂裕洪"
344,"PTDM,110,交簡,1840,20220124,1","

黃紀錄"
345,"PTDM,110,交簡,1907,20220127,1","

黃紀錄"
346,"PTDM,110,交簡,1948,20220117,1","

涂裕洪"
347,"PTDM,110,交簡,1949,20220125,1","

黃紀錄"
348,"PTDM,110,交簡,1951,20220117,1","

涂裕洪"
349,"PTDM,110,交簡,1954,20220117,1","

涂裕洪"
350,"PTDM,110,交簡,1960,20220125,1","

黃紀錄"
351,"PTDM,110,交簡,1961,20220126,1","

涂裕洪"
352,"PTDM,110,交簡,1965,20220126,1","

涂裕洪"
353,"PTDM,110,交簡,1967,20220126,1","

涂裕洪"
354,"PTDM,110,交簡,1970,20220128,1","

涂裕洪"
355,"PTDM,110,交簡,1972,20220127,1","

黃紀錄"
356,"PTDM,110,交簡,1973,20220125,1","

黃紀錄"
357,"PTDM,110,交簡,1979,20220121,1","

涂裕洪"
358,"PTDM,110,交簡,1985,20220126,1","

涂裕洪"
359,"PTDM,110,交簡,1986,20220121,1","

涂裕洪"
360,"PTDM,110,交簡,1987,20220124,1","

黃紀錄"
361,"PTDM,110,交簡,1992,20220125,1","

黃紀錄"
362,"PTDM,110,交簡,1993,20220124,1","

黃紀錄"
363,"PTDM,110,交簡,1994,20220121,1","

涂裕洪"
364,"PTDM,110,交簡,1997,20220124,1","

黃紀錄"
365,"PTDM,110,交簡,1998,20220124,1","

涂裕洪"
366,"PTDM,110,交簡,1999,20220124,1","

涂裕洪"
367,"PTDM,110,交簡,2000,20220124,1","

涂裕洪"
368,"PTDM,111,交簡,10,20220125,1","

黃紀錄"
369,"PTDM,111,交簡,11,20220124,1","

黃紀錄"
370,"PTDM,111,交簡,2,20220125,1","

黃紀錄"
371,"PTDM,111,交簡,25,20220128,1","

涂裕洪"
372,"PTDM,111,交簡,26,20220125,1","

黃紀錄"
373,"PTDM,111,交簡,28,20220128,1","

涂裕洪"
374,"PTDM,111,交簡,29,20220125,1","

黃紀錄"
375,"PTDM,111,交簡,30,20220128,1","

涂裕洪"
376,"PTDM,111,交簡,33,20220125,1","

黃紀錄"
377,"PTDM,111,交簡,34,20220128,1","

涂裕洪"
378,"PTDM,111,交簡,39,20220128,1","

涂裕洪"
379,"PTDM,111,交簡,42,20220128,1","

涂裕洪"
380,"PTDM,111,交簡,43,20220128,1","

涂裕洪"
381,"PTDM,111,交簡,44,20220125,1","

黃紀錄"
382,"PTDM,111,交簡,45,20220127,1","

黃紀錄"
383,"PTDM,111,交簡,51,20220127,1","

黃紀錄"
384,"PTDM,111,交簡,9,20220125,1","

黃紀錄"
385,"SCDM,111,竹交簡,3,20220104,1","

華澹寧"
386,"SCDM,111,竹交簡,4,20220127,1","

黃美盈"
387,"SCDM,111,竹交簡,7,20220128,1","

林涵雯"
388,"SLDM,110,審交簡,338,20220112,1","

陳秀慧"
389,"SLDM,111,審交簡,9,20220120,1","

李冠宜"
390,"SLEM,111,士交簡,14,20220128,1","

莊明達"
391,"SLEM,111,士交簡,16,20220125,1","

莊明達"
392,"SLEM,111,士交簡,18,20220125,1","

莊明達"
393,"SLEM,111,士交簡,19,20220128,1","

莊明達"
394,"SLEM,111,士交簡,28,20220128,1","

莊明達"
395,"SLEM,111,士交簡,35,20220128,1","

莊明達"
396,"TCDM,110,中交簡,1849,20220106,1","

湯有朋"
397,"TCDM,110,中交簡,1988,20220128,1","

高思大"
398,"TCDM,110,中交簡,2015,20220128,1","

吳欣哲"
399,"TCDM,110,中交簡,2017,20220128,1","

吳欣哲"
400,"TCDM,110,中交簡,2445,20220113,1","

魏威至"
401,"TCDM,110,中交簡,2463,20220110,1","

陳淑芳"
402,"TCDM,110,中交簡,2474,20220121,1","

何紹輔"
403,"TCDM,110,中交簡,2477,20220111,1","

李婉玉"
404,"TCDM,110,中交簡,2478,20220105,1","

蔡宗儒"
405,"TCDM,110,中交簡,2491,20220121,1","

廖慧娟"
406,"TCDM,110,中交簡,2493,20220111,1","

吳珈禎"
407,"TCDM,110,中交簡,2495,20220106,1","

戰諭威"
408,"TCDM,110,中交簡,2501,20220121,1","

何紹輔"
409,"TCDM,111,中交簡,100,20220121,1","

李怡真"
410,"TCDM,111,中交簡,101,20220128,1","

吳孟潔"
411,"TCDM,111,中交簡,103,20220126,1","

魏威至"
412,"TCDM,111,中交簡,104,20220125,1","

張美眉"
413,"TCDM,111,中交簡,107,20220124,1","

戰諭威"
414,"TCDM,111,中交簡,110,20220125,1","

何紹輔"
415,"TCDM,111,中交簡,117,20220124,1","

許曉怡"
416,"TCDM,111,中交簡,118,20220124,1","

黃震岳"
417,"TCDM,111,中交簡,126,20220124,1","

林怡姿"
418,"TCDM,111,中交簡,138,20220127,1","

吳逸儒"
419,"TCDM,111,中交簡,145,20220127,1","

吳珈禎"
420,"TCDM,111,中交簡,152,20220127,1","

黃龍忠"
421,"TCDM,111,中交簡,158,20220128,1","

戰諭威"
422,"TCDM,111,中交簡,3,20220112,1","

黃司熒"
423,"TCDM,111,中交簡,4,20220114,1","

路逸涵"
424,"TCDM,111,中交簡,50,20220117,1","

丁智慧"
425,"TCDM,111,中交簡,56,20220126,1","

黃司熒"
426,"TCDM,111,中交簡,65,20220126,1","

陳鈴香"
427,"TCDM,111,中交簡,69,20220121,1","

林怡姿"
428,"TCDM,111,中交簡,75,20220124,1","

吳珈禎"
429,"TCDM,111,中交簡,78,20220126,1","

魏威至"
430,"TCDM,111,中交簡,86,20220125,1","

黃光進"
431,"TCDM,111,中交簡,87,20220121,1","

廖慧娟"
432,"TCDM,111,中交簡,93,20220124,1","

徐煥淵"
433,"TCDM,111,中交簡,95,20220128,1","

江文玉"
434,"TCDM,111,中交簡,98,20220124,1","

徐煥淵"
435,"TCDM,111,中交簡,99,20220125,1","

吳金玫"
436,"TCDM,111,交簡,16,20220125,1","

法官：何紹輔"
437,"TCDM,111,交簡,30,20220117,1","

李婉玉"
438,"TCDM,111,交簡,43,20220127,1","

林芳如"
439,"TCDM,111,交簡,45,20220124,1","

許曉怡"
440,"TCDM,111,交簡,7,20220113,1","

林怡姿"
441,"TNDM,110,交簡,3704,20220106,1","

陳貽明"
442,"TNDM,110,交簡,3745,20220118,1","

陳貽明"
443,"TNDM,110,交簡,3792,20220118,1","

陳貽明"
444,"TNDM,110,交簡,3824,20220107,1","

蔡直青"
445,"TNDM,110,交簡,3862,20220122,1","

陳貽明"
446,"TNDM,110,交簡,3916,20220121,1","

陳貽明"
447,"TNDM,110,交簡,4080,20220104,1","

茆怡文"
448,"TNDM,111,交簡,124,20220112,1","

陳嘉臨"
449,"TNDM,111,交簡,13,20220106,1","

張菁"
450,"TNDM,111,交簡,153,20220114,1","

周宛瑩"
451,"TNDM,111,交簡,162,20220120,1","

鍾邦久"
